UNITID,OM1TOTLAWDP4,OM1TOTLAWDP6,OM1TOTLAWDP8,OM1TOTLENYP8,OM1TOTLENAP8,OM1TOTLENUP8,OM1TOTLCRTP8,OM1TOTLASCP8,OM1TOTLBACP8,OM1PELLAWDP4,OM1PELLAWDP6,OM1PELLAWDP8,OM1PELLENYP8,OM1PELLENAP8,OM1PELLENUP8,OM1PELLCRTP8,OM1PELLASCP8,OM1PELLBACP8,OM1NPELAWDP4,OM1NPELAWDP6,OM1NPELAWDP8,OM1NPELENYP8,OM1NPELENAP8,OM1NPELENUP8,OM1NPELCRTP8,OM1NPELASCP8,OM1NPELBACP8,OM2TOTLAWDP4,OM2TOTLAWDP6,OM2TOTLAWDP8,OM2TOTLENYP8,OM2TOTLENAP8,OM2TOTLENUP8,OM2TOTLCRTP8,OM2TOTLASCP8,OM2TOTLBACP8,OM2PELLAWDP4,OM2PELLAWDP6,OM2PELLAWDP8,OM2PELLENYP8,OM2PELLENAP8,OM2PELLENUP8,OM2PELLCRTP8,OM2PELLASCP8,OM2PELLBACP8,OM2NPELAWDP4,OM2NPELAWDP6,OM2NPELAWDP8,OM2NPELENYP8,OM2NPELENAP8,OM2NPELENUP8,OM2NPELCRTP8,OM2NPELASCP8,OM2NPELBACP8,OM3TOTLAWDP4,OM3TOTLAWDP6,OM3TOTLAWDP8,OM3TOTLENYP8,OM3TOTLENAP8,OM3TOTLENUP8,OM3TOTLCRTP8,OM3TOTLASCP8,OM3TOTLBACP8,OM3PELLAWDP4,OM3PELLAWDP6,OM3PELLAWDP8,OM3PELLENYP8,OM3PELLENAP8,OM3PELLENUP8,OM3PELLCRTP8,OM3PELLASCP8,OM3PELLBACP8,OM3NPELAWDP4,OM3NPELAWDP6,OM3NPELAWDP8,OM3NPELENYP8,OM3NPELENAP8,OM3NPELENUP8,OM3NPELCRTP8,OM3NPELASCP8,OM3NPELBACP8,OM4TOTLAWDP4,OM4TOTLAWDP6,OM4TOTLAWDP8,OM4TOTLENYP8,OM4TOTLENAP8,OM4TOTLENUP8,OM4TOTLCRTP8,OM4TOTLASCP8,OM4TOTLBACP8,OM4PELLAWDP4,OM4PELLAWDP6,OM4PELLAWDP8,OM4PELLENYP8,OM4PELLENAP8,OM4PELLENUP8,OM4PELLCRTP8,OM4PELLASCP8,OM4PELLBACP8,OM4NPELAWDP4,OM4NPELAWDP6,OM4NPELAWDP8,OM4NPELENYP8,OM4NPELENAP8,OM4NPELENUP8,OM4NPELCRTP8,OM4NPELASCP8,OM4NPELBACP8
100654,12,26,29,0,36,35,0,,29,9,24,27,0,35,38,0,,27,18,31,33,0,40,27,0,,33,6,28,29,0,33,38,0,,29,8,34,37,0,34,29,0,,37,5,23,23,0,32,45,0,,23,45,51,53,0,25,22,0,,53,41,48,49,0,23,27,0,,49,52,57,59,0,29,13,0,,59,29,31,31,0,37,33,0,,31,31,35,35,0,31,35,0,,35,26,26,26,0,43,30,0,,26
100663,44,64,66,1,18,15,1,,66,32,55,58,1,22,19,1,,57,51,69,72,1,15,12,0,,71,1,5,12,6,23,59,0,,12,0,3,11,6,25,58,0,,11,2,7,13,7,22,59,0,,13,54,60,61,0,20,18,0,,61,51,58,59,1,20,19,0,,59,56,61,63,0,20,17,0,,63,32,38,40,1,27,32,1,,39,33,41,42,1,30,27,0,,42,32,37,39,1,26,34,1,,38
100690,65,65,65,0,12,24,,29,35,100,100,100,0,0,0,,50,50,60,60,60,0,13,27,,27,33,85,89,89,0,0,11,,26,63,85,85,85,0,0,15,,38,46,86,93,93,0,0,7,,14,79,65,71,71,0,4,25,,29,41,63,67,67,0,5,28,,26,42,75,88,88,0,0,13,,50,38,78,89,89,0,0,11,,44,44,73,82,82,0,0,18,,45,36,86,100,100,0,0,0,,43,57
100706,38,62,64,1,23,12,0,,64,27,49,51,2,28,20,0,,51,41,65,67,1,21,10,0,,67,0,17,17,8,50,25,0,,17,0,0,0,0,100,0,0,,0,0,18,18,9,45,27,0,,18,54,61,62,0,21,17,0,,62,49,56,58,1,23,18,0,,58,57,63,65,0,19,16,0,,65,24,30,34,1,34,30,0,,33,24,29,35,0,42,24,0,,35,24,30,34,2,32,33,1,,33
100724,13,27,28,2,35,34,,,28,12,26,27,2,33,38,,,27,17,30,32,2,45,22,,,32,0,10,14,10,29,48,,,14,0,8,15,8,23,54,,,15,0,13,13,13,38,38,,,13,29,36,38,0,35,27,,,38,30,36,37,0,32,30,,,37,27,36,39,2,41,19,,,39,25,30,30,0,45,25,,,30,40,40,40,0,50,10,,,40,10,20,20,0,40,40,,,20
100751,54,72,74,0,21,5,0,,74,38,58,60,1,28,11,0,,60,58,75,76,0,19,4,0,,76,6,18,24,3,50,24,0,,24,0,20,20,0,20,60,0,,20,7,17,24,3,55,17,0,,24,63,68,70,0,20,10,0,,70,57,62,62,1,24,13,0,,62,67,72,74,0,17,9,0,,74,48,54,55,2,27,15,0,,55,45,49,51,3,32,15,0,,51,49,55,57,2,26,16,0,,57
100760,30,32,32,1,31,36,6,27,,25,27,27,1,27,46,3,23,,38,40,41,1,37,22,9,32,,19,21,21,1,31,46,3,19,,14,16,16,0,22,61,2,14,,26,29,29,3,45,23,3,26,,24,26,26,0,35,39,0,26,,29,29,29,0,32,38,0,29,,18,21,21,0,39,39,0,21,,13,15,17,0,39,43,2,15,,7,7,7,0,37,56,0,7,,21,26,32,0,42,26,5,26,
100812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,63,65,1,15,19,1,,64,57,60,62,1,15,21,1,,61,63,67,67,1,15,17,0,,67,39,49,51,2,19,27,1,,50,36,47,48,4,19,29,0,,48,41,50,53,1,19,27,2,,51
100830,14,35,37,1,33,29,0,,37,12,35,38,1,31,30,0,,38,17,34,36,1,36,28,0,,36,0,11,13,0,51,36,0,,13,0,5,10,0,38,52,0,,10,0,15,15,0,62,23,0,,15,55,61,61,0,27,11,0,,61,41,49,51,0,35,14,0,,51,67,71,71,0,21,8,0,,71,49,52,58,2,23,17,0,,58,35,38,54,0,38,8,0,,54,58,60,61,4,13,22,0,,61
100858,55,80,81,0,13,5,0,,81,39,70,72,1,17,10,0,,72,58,82,83,0,13,4,0,,83,27,62,69,4,13,13,0,,69,29,57,57,0,14,29,0,,57,26,63,71,5,13,11,0,,71,68,75,75,1,16,8,0,,75,60,68,68,1,19,11,0,,68,71,78,78,0,15,7,0,,78,39,52,53,1,29,17,0,,53,19,36,36,3,44,17,0,,36,46,58,59,1,23,17,0,,59
101028,24,28,28,1,40,32,2,26,,21,25,25,0,40,34,3,23,,30,31,31,1,40,28,1,31,,16,22,24,0,35,41,9,14,,16,21,24,0,36,40,6,19,,16,22,22,0,35,43,14,8,,28,28,28,0,49,23,3,25,,23,25,25,0,49,26,5,20,,34,34,34,0,47,19,0,34,,27,30,30,1,42,26,7,23,,28,33,33,2,42,24,6,27,,26,28,28,0,43,29,8,20,
101116,3,3,6,13,23,58,,0,6,0,0,4,15,23,58,,0,4,20,20,20,0,20,60,,0,20,31,38,38,0,0,63,,19,19,33,42,42,0,0,58,,17,25,25,25,25,0,0,75,,25,0,37,38,38,2,20,40,,18,20,31,32,32,4,19,44,,11,21,46,46,46,0,20,33,,28,19,35,37,37,0,21,42,,23,14,32,34,34,0,27,39,,16,18,40,43,43,0,10,47,,37,7
101143,24,27,27,1,51,20,7,21,,24,26,27,1,43,29,8,18,,24,28,28,1,61,9,4,24,,16,19,22,1,45,32,14,8,,17,19,23,0,41,36,14,9,,15,18,21,1,49,28,13,8,,25,28,28,0,57,15,10,19,,25,29,29,0,49,21,12,17,,25,27,27,0,68,5,5,21,,19,21,21,0,50,28,10,12,,19,21,21,0,48,31,13,8,,18,21,21,0,52,26,7,15,
101161,24,27,28,1,29,43,6,21,,20,22,23,1,32,44,3,19,,29,31,32,1,26,41,10,23,,14,15,16,1,36,46,5,11,,13,13,14,1,30,55,5,9,,14,17,18,2,40,41,6,13,,21,23,24,1,42,33,3,21,,19,21,22,2,41,34,4,19,,23,25,26,1,44,30,2,23,,19,21,21,2,42,35,1,20,,20,21,21,2,42,35,1,20,,19,21,21,2,42,35,1,20,
101189,34,47,47,0,31,23,,1,46,32,42,42,0,34,24,,0,41,39,57,57,0,24,19,,2,55,54,58,64,0,17,19,,1,62,63,70,77,0,9,14,,0,77,38,38,42,0,31,27,,4,38,40,44,46,1,22,31,,1,46,37,41,43,1,23,34,,1,42,49,52,54,2,21,24,,0,54,20,23,25,1,30,43,,0,25,24,28,31,2,28,39,,1,30,16,16,17,1,33,49,,0,17
101240,31,33,35,1,11,53,10,26,,25,27,30,2,11,58,6,24,,42,44,46,0,11,43,17,29,,17,21,24,2,26,49,5,18,,14,18,21,1,25,52,4,17,,21,24,26,2,27,45,6,20,,38,39,40,1,24,34,10,31,,35,37,38,1,25,37,6,32,,43,43,45,2,23,30,16,29,,29,32,33,10,22,35,5,28,,31,33,34,11,22,33,6,28,,28,31,33,9,22,36,4,28,
101286,39,40,40,0,16,43,17,23,,33,33,34,1,17,49,11,23,,50,51,51,0,16,33,28,23,,28,29,30,1,21,48,12,18,,27,29,30,2,16,52,10,20,,28,29,30,0,28,43,13,16,,40,41,41,0,23,35,17,25,,35,35,35,0,25,39,11,25,,47,49,49,0,21,30,25,25,,43,44,45,2,30,23,12,33,,44,44,45,2,25,29,11,34,,43,45,45,2,34,19,13,32,
101295,44,46,47,1,16,35,14,33,,37,39,41,1,17,42,13,28,,54,55,56,1,15,27,16,40,,27,29,30,1,20,49,10,21,,23,26,28,2,17,53,9,19,,30,32,32,0,22,46,10,22,,59,60,61,0,22,17,9,52,,55,56,57,1,23,19,7,50,,63,64,65,0,19,16,10,55,,41,41,42,0,34,24,5,37,,41,42,44,0,28,28,7,37,,40,41,41,1,37,21,4,37,
101301,35,37,39,1,26,35,15,24,,35,36,38,1,24,38,15,23,,38,43,46,0,37,17,14,32,,13,13,16,2,62,20,3,14,,24,25,29,5,28,38,1,28,,5,5,8,0,85,7,4,4,,22,25,27,2,38,34,11,16,,24,29,30,3,37,30,11,19,,16,16,19,0,39,42,10,10,,25,32,32,1,38,29,8,24,,36,43,43,0,29,29,4,39,,19,25,25,2,44,29,10,15,
101365,50,50,50,0,27,23,43,6,2,33,33,33,0,35,33,19,10,4,66,66,66,0,20,14,64,2,0,21,22,22,0,37,41,18,3,1,16,17,17,0,40,43,13,2,1,36,36,36,0,27,36,30,6,0,70,72,73,0,15,12,9,48,15,70,72,74,0,14,12,9,48,16,71,71,71,0,16,13,10,48,13,24,24,25,0,36,39,8,16,1,21,22,23,0,37,39,7,16,1,32,32,32,0,32,36,14,14,4
101435,39,49,50,0,36,14,,,50,36,45,45,0,32,23,,,45,41,52,53,0,38,9,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,58,58,0,25,17,,,58,50,53,53,0,31,16,,,53,64,64,64,0,18,18,,,64,70,81,81,0,8,12,,,81,70,83,83,0,17,0,,,83,70,79,79,0,3,17,,,79
101453,0,50,50,0,50,0,0,0,50,0,100,100,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,50,50,0,0,50,0,0,50,,,,,,,,,,0,50,50,0,0,50,0,0,50,33,33,67,0,33,0,0,0,67,100,100,100,0,0,0,0,0,100,0,0,50,0,50,0,0,0,50,20,40,53,0,13,33,0,0,53,30,50,60,0,10,30,0,0,60,0,20,40,0,20,40,0,0,40
101462,14,16,16,1,17,66,2,15,,11,13,14,1,17,69,2,12,,26,29,29,0,19,52,3,26,,8,10,11,1,15,73,4,8,,6,9,10,0,10,80,4,6,,11,14,14,3,25,58,3,11,,34,35,35,0,14,51,9,26,,26,28,28,0,16,56,9,19,,45,45,45,0,10,45,10,35,,31,33,35,2,17,46,17,19,,35,38,42,2,17,40,23,19,,27,29,29,2,17,52,10,19,
101480,30,52,53,0,27,20,0,,53,22,41,44,0,33,24,0,,44,36,59,59,0,24,17,0,,59,5,39,43,4,29,25,0,,43,13,43,43,0,26,30,0,,43,0,36,42,6,30,21,0,,42,61,67,68,0,19,13,0,,68,55,63,64,0,20,16,0,,64,67,72,72,0,18,10,0,,72,58,64,64,1,18,17,0,,64,56,61,62,2,21,15,0,,62,59,65,65,0,17,18,0,,65
101505,19,22,27,2,39,32,1,27,,17,23,23,2,40,34,0,23,,21,22,31,2,37,30,1,31,,8,14,15,2,19,63,1,14,,7,12,13,3,20,64,1,13,,9,14,16,2,19,63,1,15,,22,24,25,0,22,52,2,23,,18,21,22,1,17,60,3,19,,25,28,28,0,27,45,2,25,,16,21,22,1,34,44,2,20,,19,26,27,2,14,58,2,25,,15,19,20,1,40,40,2,19,
101514,31,38,40,1,22,37,6,33,,26,31,34,2,21,43,3,30,,35,43,45,1,23,32,9,36,,14,19,21,1,21,57,5,16,,12,16,18,1,22,59,3,15,,15,21,22,2,21,55,6,17,,27,34,35,2,36,27,5,29,,22,26,27,2,37,33,1,26,,32,41,42,1,36,22,9,33,,21,27,29,0,34,37,5,24,,23,28,31,1,27,41,5,26,,20,26,28,0,36,35,5,23,
101569,27,29,30,2,23,45,8,22,,24,26,28,2,22,48,8,20,,40,43,43,2,26,29,13,30,,13,17,18,3,25,54,8,10,,12,17,18,3,24,54,7,11,,16,19,20,0,28,52,11,8,,27,29,30,2,32,36,8,23,,21,24,25,2,33,40,4,21,,46,46,46,1,29,24,19,26,,12,14,16,1,40,43,4,12,,10,12,14,2,35,49,3,11,,13,16,18,0,44,38,5,13,
101587,30,38,39,1,37,24,,5,33,26,35,36,0,38,26,,6,30,35,41,42,1,37,21,,5,37,0,0,0,0,50,50,,0,0,0,0,0,0,50,50,,0,0,0,0,0,0,50,50,,0,0,41,44,46,2,29,23,,5,41,34,38,40,3,32,25,,6,33,52,54,56,0,24,20,,2,54,39,42,45,0,29,26,,13,32,42,46,50,0,25,25,,13,38,29,29,29,0,43,29,,14,14
101602,42,44,45,1,22,32,13,32,,38,41,42,1,21,36,12,30,,53,54,54,1,23,22,16,39,,31,34,34,1,31,34,10,24,,26,26,26,2,33,40,9,16,,35,40,40,0,30,30,11,30,,43,44,45,0,29,25,20,25,,42,43,43,0,25,31,24,19,,46,46,49,0,36,15,13,36,,45,47,50,0,29,21,16,34,,38,38,44,0,21,35,12,32,,50,55,55,0,36,10,19,36,
101648,31,31,31,0,59,11,,31,,29,29,29,0,57,14,,29,,32,32,32,0,59,9,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,47,0,37,16,,47,,36,36,36,0,45,18,,36,,63,63,63,0,25,13,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101675,15,26,43,0,28,29,,,43,14,24,42,0,26,32,,,42,28,40,51,0,43,6,,,51,0,0,0,0,0,100,,,0,,,,,,,,,,0,0,0,0,0,100,,,0,21,63,63,0,31,6,,,63,21,63,63,0,31,6,,,63,,,,,,,,,,0,0,0,0,0,100,,,0,0,0,0,0,0,100,,,0,,,,,,,,,
101693,50,63,63,0,1,35,0,0,63,30,40,41,1,1,57,0,0,41,63,79,79,0,1,20,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,68,68,0,1,31,0,0,68,36,65,65,0,1,34,0,0,65,80,100,100,0,0,0,0,0,100,38,75,75,0,0,25,0,0,75,29,71,71,0,0,29,0,0,71,100,100,100,0,0,0,0,0,100
101709,39,54,55,0,24,21,,,55,31,48,50,0,27,23,,,50,45,58,59,0,21,20,,,59,0,19,19,5,33,43,,,19,0,15,15,8,38,38,,,15,0,25,25,0,25,50,,,25,54,61,61,1,21,18,,,61,54,62,62,1,15,22,,,62,53,59,60,0,27,13,,,60,42,47,47,3,42,8,,,47,60,70,70,0,30,0,,,70,35,38,38,4,46,12,,,38
101736,31,42,43,1,14,42,15,28,,26,36,37,1,15,47,12,24,,41,56,56,0,11,32,22,35,,20,30,32,2,25,41,12,20,,16,23,26,2,21,51,8,18,,24,37,38,2,28,32,15,23,,28,39,39,1,27,33,12,27,,28,37,37,2,26,35,14,23,,28,41,41,0,28,31,9,31,,19,26,27,2,38,32,6,21,,18,27,29,4,35,33,6,22,,19,25,26,0,41,32,6,21,
101879,30,51,54,1,27,18,0,0,54,17,39,41,1,32,26,0,0,41,38,60,62,1,24,13,0,0,62,8,25,33,4,29,33,0,0,33,0,27,45,0,27,27,0,0,45,15,23,23,8,31,38,0,0,23,52,58,59,0,24,16,0,0,59,45,50,51,1,29,19,0,0,51,58,64,66,0,20,14,0,0,66,36,41,42,2,31,25,0,0,42,27,38,41,3,27,30,0,0,41,39,42,43,2,32,23,0,0,43
101897,51,53,54,0,11,35,14,40,,42,45,46,1,10,43,13,33,,68,69,70,0,13,18,15,54,,33,40,40,0,13,47,10,30,,27,33,34,0,10,56,10,23,,46,52,52,0,18,30,10,42,,47,48,50,0,27,23,8,42,,45,48,50,0,24,26,7,43,,50,50,50,0,33,17,11,39,,31,35,38,0,25,36,5,33,,38,42,46,0,25,29,8,38,,26,29,32,0,26,42,3,29,
101912,34,46,48,0,29,23,0,1,48,23,35,37,0,33,30,0,0,37,47,61,62,0,24,14,0,2,61,0,0,0,0,0,100,0,0,0,,,,,,,,,,0,0,0,0,0,100,0,0,0,37,44,47,0,26,28,0,0,47,30,37,41,0,27,32,0,0,41,47,55,55,0,24,21,0,0,55,0,0,0,0,75,25,0,0,0,,,,,,,,,,0,0,0,0,75,25,0,0,0
101994,37,40,40,1,10,49,24,15,,26,29,29,2,13,56,18,11,,62,62,62,0,3,34,38,24,,44,44,44,0,0,56,44,0,,44,44,44,0,0,56,44,0,,43,43,43,0,0,57,43,0,,45,45,47,2,10,42,38,8,,45,45,47,2,12,39,39,8,,44,44,44,0,0,56,33,11,,67,67,67,3,13,17,65,2,,60,60,60,3,18,20,60,0,,80,80,80,5,5,10,75,5,
102030,33,35,36,2,19,44,23,13,,24,26,27,2,21,50,13,14,,62,62,63,0,11,26,51,12,,11,13,15,1,49,35,5,10,,8,8,9,1,51,39,3,7,,17,20,22,3,47,28,9,13,,25,28,29,1,12,58,11,18,,20,23,24,1,15,60,6,18,,42,47,47,0,5,48,27,19,,22,25,27,0,14,59,2,25,,22,24,26,1,13,61,2,24,,22,27,28,0,15,57,2,27,
102049,69,77,78,0,18,4,0,,78,59,70,70,1,25,4,0,,70,71,78,79,0,17,4,0,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,88,88,0,8,5,0,,88,70,81,81,0,11,7,0,,81,85,90,90,0,6,4,0,,90,17,17,17,0,25,58,0,,17,50,50,50,0,17,33,0,,50,10,10,10,0,27,63,0,,10
102058,1,2,2,0,95,3,,0,2,1,2,2,0,98,0,,0,2,0,0,0,0,0,100,,0,0,0,4,4,8,0,88,,4,0,0,5,5,0,0,95,,5,0,0,0,0,100,0,0,,0,0,0,1,1,0,99,0,,1,1,0,1,1,0,99,0,,1,1,,,,,,,,,,1,6,6,0,0,94,,1,4,1,6,6,0,0,94,,1,4,,,,,,,,,
102067,22,25,25,1,22,52,3,22,,16,17,18,1,23,58,2,15,,33,37,37,0,21,42,3,33,,13,16,18,1,18,63,3,14,,8,11,12,1,18,68,3,9,,21,24,26,1,19,55,3,23,,23,24,25,0,25,50,2,23,,21,21,21,0,21,58,2,19,,25,27,28,0,28,44,2,26,,15,17,18,0,27,55,3,15,,18,20,20,1,26,53,2,18,,14,15,16,0,28,56,3,13,
102076,37,38,39,1,12,48,0,38,,30,32,33,1,12,55,0,32,,48,48,49,1,13,37,0,49,,23,27,29,0,17,55,1,27,,16,24,26,0,18,56,0,26,,27,29,30,0,16,54,2,28,,35,37,37,0,14,48,0,37,,28,30,30,0,16,54,0,30,,47,50,50,0,11,39,0,50,,19,21,21,1,30,48,0,21,,24,24,24,2,41,33,0,24,,16,20,20,0,22,58,0,20,
102094,32,47,50,1,31,18,1,,49,29,44,47,1,30,22,0,,47,33,49,51,1,32,16,1,,50,0,7,14,0,40,47,0,,14,0,0,8,0,23,69,0,,8,0,10,17,0,47,37,0,,17,50,55,57,0,26,16,0,,56,44,49,50,1,29,20,1,,50,56,61,62,0,24,14,0,,62,29,37,37,1,34,28,2,,35,27,35,35,3,35,27,2,,33,30,37,38,1,34,28,2,,36
102234,54,61,61,0,31,8,0,,61,39,48,49,0,41,11,0,,49,62,67,67,0,26,7,0,,67,0,100,100,0,0,0,0,,100,,,,,,,,,,0,100,100,0,0,0,0,,100,40,42,42,0,38,19,0,,42,36,41,41,0,41,18,0,,41,43,43,43,0,37,20,0,,43,9,9,9,0,27,64,0,,9,,,,,,,,,,9,9,9,0,27,64,0,,9
102270,18,28,32,1,22,45,,,32,17,27,31,1,22,46,,,31,27,40,40,0,27,33,,,40,20,40,40,0,20,40,,,40,25,25,25,0,25,50,,,25,0,100,100,0,0,0,,,100,37,49,49,0,3,49,,,49,33,45,45,0,0,55,,,45,67,78,78,0,22,0,,,78,29,43,43,0,14,43,,,43,40,40,40,0,20,40,,,40,0,50,50,0,0,50,,,50
102298,25,34,35,0,0,65,,0,35,29,44,44,0,0,56,,0,44,19,19,23,0,0,77,,0,23,5,20,20,0,0,80,,0,20,18,47,47,0,0,53,,0,47,0,10,10,0,0,90,,0,10,12,14,14,0,0,86,,0,14,16,19,19,0,0,81,,0,19,6,6,6,0,0,94,,0,6,0,0,0,0,0,100,,0,0,0,0,0,0,0,100,,0,0,,,,,,,,,
102313,40,44,45,1,12,42,23,22,,26,32,33,0,17,50,10,24,,61,63,63,1,6,30,45,19,,17,21,21,1,20,58,9,12,,14,17,18,1,19,62,5,13,,23,26,26,2,21,50,15,11,,49,50,51,1,9,39,30,21,,37,39,41,2,3,54,14,27,,56,57,57,0,13,30,41,16,,31,36,37,1,22,40,16,20,,34,38,38,0,26,36,16,22,,30,35,36,1,20,42,17,20,
102368,23,44,47,2,26,25,0,2,45,15,37,39,3,33,26,0,2,37,30,50,52,2,22,24,0,1,51,3,11,13,3,40,44,0,5,8,2,10,12,2,38,48,0,5,6,4,12,14,4,41,41,0,4,10,51,59,60,2,21,16,0,2,58,46,54,56,3,24,17,0,3,54,57,63,65,2,19,15,0,2,63,23,30,32,3,34,31,0,5,27,24,30,31,3,38,28,0,3,28,22,29,33,3,32,32,0,6,27
102377,32,66,73,0,0,27,,,73,28,65,76,1,0,23,,,76,38,66,67,0,0,32,,,67,5,44,55,0,0,45,,,55,8,38,58,0,0,42,,,58,3,48,52,0,0,48,,,52,20,27,27,0,0,73,,,27,19,24,24,0,0,76,,,24,22,30,30,0,0,70,,,30,0,0,67,0,0,33,,,67,0,0,50,0,0,50,,,50,0,0,100,0,0,0,,,100
102395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,0,0,50,0,,50,60,60,60,0,0,40,0,,60,33,33,33,0,0,67,0,,33,13,13,13,2,7,78,0,,13,18,18,18,6,6,71,0,,18,11,11,11,0,8,82,0,,11
102429,30,33,35,2,21,43,12,23,,22,24,25,2,22,51,9,16,,47,49,54,0,19,26,17,36,,31,34,34,1,23,41,26,9,,12,16,16,3,26,54,10,6,,43,46,47,0,21,33,37,10,,35,37,39,2,26,33,21,19,,32,35,37,1,23,40,17,19,,41,44,46,5,37,12,29,17,,44,46,47,1,30,22,33,14,,37,39,40,0,35,25,23,17,,49,52,52,1,27,21,40,11,
102553,20,32,36,3,21,39,1,9,26,17,26,29,3,23,45,1,9,19,21,35,40,3,21,36,1,9,29,8,14,17,2,23,59,2,9,6,7,16,18,3,22,58,1,9,8,8,14,16,2,23,59,2,9,5,38,45,46,2,27,25,1,13,32,31,38,38,3,36,23,1,12,25,42,49,51,1,23,26,1,14,36,22,31,32,2,31,35,1,16,16,20,27,29,3,35,33,2,16,12,23,32,33,2,29,35,1,16,17
102580,0,40,40,0,0,60,0,0,40,0,100,100,0,0,0,0,0,100,0,25,25,0,0,75,0,0,25,0,0,0,0,0,100,0,0,0,,,,,,,,,,0,0,0,0,0,100,0,0,0,33,67,67,0,0,33,0,0,67,0,0,0,0,0,100,0,0,0,50,100,100,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,,,,,,,,,,0,0,0,0,100,0,0,0,0
102614,29,41,44,3,23,30,9,6,29,24,29,31,3,25,41,10,6,15,30,45,49,3,23,26,8,5,35,16,23,25,3,19,52,9,6,10,9,14,15,3,19,63,4,4,6,19,26,29,3,19,48,12,7,11,40,47,48,1,32,19,7,6,36,32,41,43,2,36,19,5,6,32,44,50,51,0,30,19,8,5,38,24,32,34,3,36,28,8,11,15,16,25,29,2,48,21,1,14,14,27,34,35,3,31,30,10,10,15
102632,31,35,36,3,27,34,10,7,19,16,18,20,2,24,53,6,6,8,40,44,45,3,28,23,13,8,25,31,33,35,1,23,41,28,5,2,7,10,10,3,38,48,3,3,3,42,44,47,0,16,38,39,6,2,50,53,54,1,24,21,25,7,22,30,33,39,0,36,24,6,9,24,56,59,59,1,20,20,31,7,21,26,36,38,1,30,32,11,11,16,23,29,32,0,32,35,3,13,16,26,37,39,1,29,31,12,11,16
102669,27,49,51,3,35,11,0,3,49,24,35,35,6,47,12,0,0,35,30,60,65,0,25,10,0,5,60,50,50,100,0,0,0,0,50,50,,,,,,,,,,50,50,100,0,0,0,0,50,50,51,54,54,0,28,18,0,0,54,36,41,41,0,41,18,0,0,41,71,71,71,0,12,18,0,0,71,13,27,33,7,27,33,0,7,27,0,25,25,0,50,25,0,0,25,18,27,36,9,18,36,0,9,27
102845,55,55,55,0,0,45,50,4,1,54,55,55,0,0,45,50,4,1,55,56,56,0,0,43,50,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,62,62,0,0,37,35,23,4,60,60,61,0,0,39,37,20,4,66,66,66,0,0,33,27,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
103501,79,79,79,0,6,15,74,5,,74,74,74,0,8,17,69,5,,88,88,88,0,3,9,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,73,73,0,4,24,56,17,,67,67,67,0,4,29,47,20,,84,84,84,0,2,14,71,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103893,66,67,67,0,2,31,62,5,,68,68,68,0,2,30,63,5,,62,62,62,0,2,36,57,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,69,69,0,3,28,31,38,,69,70,70,0,2,28,36,34,,68,68,68,0,5,27,22,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103909,69,69,69,0,2,28,69,0,,70,70,70,0,1,28,70,0,,66,66,66,0,4,30,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,80,80,0,1,19,46,34,,73,73,73,0,1,26,53,21,,89,90,90,0,1,9,36,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103927,68,68,69,0,0,31,68,1,,68,68,69,0,0,31,68,1,,66,68,68,0,0,32,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,76,77,1,0,22,76,1,,71,71,73,1,0,26,71,1,,87,87,87,0,0,13,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103963,67,67,67,0,13,20,67,0,,67,67,67,0,13,20,67,0,,67,67,67,0,12,22,67,0,,25,25,25,0,13,63,25,0,,20,20,20,0,20,60,20,0,,33,33,33,0,0,67,33,0,,48,48,48,0,16,36,48,0,,43,43,43,0,16,41,43,0,,55,55,55,0,16,29,55,0,,33,33,33,0,17,50,33,0,,0,0,0,0,25,75,0,0,,50,50,50,0,13,38,50,0,
104090,60,60,60,0,0,40,52,5,3,64,64,64,0,0,36,56,6,2,37,37,37,0,0,63,30,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,53,53,0,1,47,20,8,24,49,50,50,0,1,50,25,9,15,59,61,61,0,0,39,6,5,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
