UNITID,OM1TOTLAWDP4,OM1TOTLAWDP6,OM1TOTLAWDP8,OM1TOTLENYP8,OM1TOTLENAP8,OM1TOTLENUP8,OM1TOTLCRTP8,OM1TOTLASCP8,OM1TOTLBACP8,OM1PELLAWDP4,OM1PELLAWDP6,OM1PELLAWDP8,OM1PELLENYP8,OM1PELLENAP8,OM1PELLENUP8,OM1PELLCRTP8,OM1PELLASCP8,OM1PELLBACP8,OM1NPELAWDP4,OM1NPELAWDP6,OM1NPELAWDP8,OM1NPELENYP8,OM1NPELENAP8,OM1NPELENUP8,OM1NPELCRTP8,OM1NPELASCP8,OM1NPELBACP8,OM2TOTLAWDP4,OM2TOTLAWDP6,OM2TOTLAWDP8,OM2TOTLENYP8,OM2TOTLENAP8,OM2TOTLENUP8,OM2TOTLCRTP8,OM2TOTLASCP8,OM2TOTLBACP8,OM2PELLAWDP4,OM2PELLAWDP6,OM2PELLAWDP8,OM2PELLENYP8,OM2PELLENAP8,OM2PELLENUP8,OM2PELLCRTP8,OM2PELLASCP8,OM2PELLBACP8,OM2NPELAWDP4,OM2NPELAWDP6,OM2NPELAWDP8,OM2NPELENYP8,OM2NPELENAP8,OM2NPELENUP8,OM2NPELCRTP8,OM2NPELASCP8,OM2NPELBACP8,OM3TOTLAWDP4,OM3TOTLAWDP6,OM3TOTLAWDP8,OM3TOTLENYP8,OM3TOTLENAP8,OM3TOTLENUP8,OM3TOTLCRTP8,OM3TOTLASCP8,OM3TOTLBACP8,OM3PELLAWDP4,OM3PELLAWDP6,OM3PELLAWDP8,OM3PELLENYP8,OM3PELLENAP8,OM3PELLENUP8,OM3PELLCRTP8,OM3PELLASCP8,OM3PELLBACP8,OM3NPELAWDP4,OM3NPELAWDP6,OM3NPELAWDP8,OM3NPELENYP8,OM3NPELENAP8,OM3NPELENUP8,OM3NPELCRTP8,OM3NPELASCP8,OM3NPELBACP8,OM4TOTLAWDP4,OM4TOTLAWDP6,OM4TOTLAWDP8,OM4TOTLENYP8,OM4TOTLENAP8,OM4TOTLENUP8,OM4TOTLCRTP8,OM4TOTLASCP8,OM4TOTLBACP8,OM4PELLAWDP4,OM4PELLAWDP6,OM4PELLAWDP8,OM4PELLENYP8,OM4PELLENAP8,OM4PELLENUP8,OM4PELLCRTP8,OM4PELLASCP8,OM4PELLBACP8,OM4NPELAWDP4,OM4NPELAWDP6,OM4NPELAWDP8,OM4NPELENYP8,OM4NPELENAP8,OM4NPELENUP8,OM4NPELCRTP8,OM4NPELASCP8,OM4NPELBACP8   
100937,72,72,72,0,23,5,.,.,72,52,52,52,0,37,11,.,.,52,77,77,77,0,20,3,.,.,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,55,55,0,24,21,.,.,55,57,57,57,0,29,14,.,.,57,53,53,53,0,21,26,.,.,53,0,100,100,0,0,0,.,.,100,.,.,.,.,.,.,.,.,.,0,100,100,0,0,0,.,.,100
101028,23,25,26,1,42,32,1,25,.,18,21,22,1,43,35,1,21,.,33,36,36,0,39,25,0,36,.,6,11,13,0,53,34,6,7,.,3,5,8,0,58,35,3,5,.,11,22,22,0,46,33,11,11,.,20,22,23,1,55,21,3,20,.,19,20,21,1,56,22,2,19,.,24,25,29,0,53,18,5,24,.,12,16,17,1,64,19,3,14,.,11,13,14,1,65,20,2,12,.,14,19,21,0,62,17,4,17,.
101116,11,19,19,4,28,49,.,8,11,10,16,16,4,28,52,.,8,8,33,67,67,0,33,0,.,0,67,10,13,13,3,28,58,.,5,8,11,14,14,3,31,53,.,6,8,0,0,0,0,0,100,.,0,0,36,39,39,2,17,43,.,14,25,18,21,22,2,24,51,.,5,17,69,71,71,0,2,27,.,31,40,22,25,27,1,19,53,.,11,16,22,24,25,2,21,53,.,9,15,21,32,36,0,11,54,.,18,18
101143,21,23,24,1,35,41,1,22,.,20,21,22,1,31,46,2,20,.,25,26,27,1,42,30,1,26,.,13,14,15,1,30,55,4,10,.,11,12,12,1,27,59,3,9,.,15,16,18,0,33,49,7,11,.,28,30,30,1,29,41,2,29,.,27,28,28,0,23,50,1,27,.,30,33,35,2,39,24,3,32,.,15,16,18,1,36,45,5,14,.,19,19,20,2,30,48,6,14,.,11,13,16,0,43,41,3,13,.
101161,24,26,27,1,33,39,6,22,.,20,22,23,2,34,42,3,19,.,30,32,33,1,31,35,9,24,.,14,17,19,2,35,44,6,13,.,15,18,19,2,30,49,8,11,.,13,16,18,3,39,40,5,14,.,22,24,25,1,42,33,3,21,.,21,23,24,1,40,35,2,21,.,24,26,26,1,44,29,5,21,.,23,24,24,1,41,34,5,19,.,19,19,19,2,40,40,4,15,.,26,28,28,1,41,30,6,22,.
101189,17,28,28,0,48,23,.,1,27,16,27,28,1,44,27,.,1,27,18,30,30,0,55,15,.,1,28,14,22,24,0,29,47,.,0,24,16,26,26,0,29,45,.,0,26,11,17,22,0,28,50,.,0,22,53,57,58,1,20,21,.,1,57,51,55,56,1,20,22,.,2,54,60,61,63,0,18,19,.,0,63,27,29,30,0,33,37,.,2,29,25,27,29,0,32,40,.,2,27,34,34,34,0,35,31,.,1,33
101240,28,30,31,1,18,49,10,21,.,23,25,26,1,17,56,8,18,.,39,42,42,2,20,36,14,28,.,12,15,16,1,10,73,4,13,.,11,14,16,2,8,74,3,13,.,14,15,17,0,12,71,4,13,.,32,34,35,3,10,52,11,24,.,27,28,30,3,11,56,9,21,.,43,46,46,1,10,42,17,29,.,25,27,27,1,9,63,7,21,.,24,25,25,2,8,65,4,21,.,25,28,29,1,9,62,9,20,.
101286,30,32,34,2,21,43,13,20,.,20,23,24,2,22,52,7,18,.,49,51,51,1,20,28,26,25,.,18,22,24,3,23,50,10,13,.,13,14,16,3,18,62,8,8,.,26,33,34,2,30,33,14,21,.,36,38,39,1,32,28,17,23,.,30,32,34,2,32,32,11,23,.,48,50,51,0,30,19,29,22,.,30,32,33,0,36,31,11,22,.,32,35,37,1,34,29,10,26,.,27,29,29,0,38,33,11,18,.
101295,41,43,44,1,17,38,16,28,.,33,36,37,1,17,44,13,24,.,53,54,55,1,17,28,20,35,.,14,18,19,2,15,65,4,15,.,8,11,11,2,16,71,3,8,.,21,28,29,2,12,56,6,24,.,51,52,53,0,26,21,7,46,.,43,45,45,0,28,26,4,41,.,63,63,64,0,22,14,11,53,.,38,40,41,0,33,26,5,36,.,38,39,41,0,32,27,4,38,.,39,41,41,0,33,26,6,35,.
101301,30,33,34,1,27,38,16,18,.,30,33,33,1,25,41,17,16,.,34,37,38,0,42,20,11,27,.,15,17,18,2,56,25,7,11,.,24,27,28,3,31,38,13,15,.,7,9,9,0,77,14,1,7,.,25,28,28,1,38,33,11,17,.,22,25,25,1,40,35,10,15,.,45,55,55,0,27,18,18,36,.,16,20,21,2,50,27,5,16,.,12,16,16,4,47,33,4,12,.,20,24,26,0,54,20,6,20,.
101365,19,23,23,0,39,39,10,10,3,8,13,13,0,46,42,4,4,4,57,57,57,0,14,29,29,29,0,50,52,53,0,20,27,49,5,0,18,21,23,0,33,44,15,8,0,68,69,69,0,13,18,67,3,0,49,49,49,0,25,25,12,34,3,44,44,44,0,28,28,8,33,3,57,57,57,0,22,22,17,35,4,38,44,44,0,24,32,9,31,4,26,32,32,0,29,39,4,27,1,63,68,68,0,15,18,20,38,10
101435,31,41,41,0,42,17,.,.,41,32,43,43,0,33,24,.,.,43,31,39,39,0,49,12,.,.,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,61,61,0,28,10,.,.,61,52,56,56,0,30,15,.,.,56,63,65,65,0,28,8,.,.,65,62,66,68,0,17,15,.,.,68,69,72,76,0,13,10,.,.,76,55,60,60,0,20,20,.,.,60
101453,0,0,0,0,0,100,.,0,0,0,0,0,0,0,100,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,50,50,0,17,33,.,0,50,67,67,67,0,33,0,.,0,67,33,33,33,0,0,67,.,0,33,29,43,43,0,29,29,.,0,43,20,40,40,0,20,40,.,0,40,50,50,50,0,50,0,.,0,50
101462,17,19,19,1,10,70,5,14,.,11,13,14,1,11,74,5,9,.,51,51,51,0,3,46,5,46,.,8,11,12,2,17,69,3,9,.,5,7,8,2,18,72,2,7,.,16,20,21,2,16,61,7,14,.,36,39,39,0,12,49,8,31,.,31,34,34,0,11,55,3,31,.,60,60,60,0,13,27,27,33,.,30,30,30,0,13,57,15,14,.,28,28,28,0,10,62,16,12,.,35,35,35,0,19,46,15,19,.
101471,69,70,71,0,4,25,70,0,.,.,.,.,.,.,.,.,.,.,69,70,71,0,4,25,70,0,.,44,44,44,0,3,53,44,0,.,.,.,.,.,.,.,.,.,.,44,44,44,0,3,53,44,0,.,86,86,86,0,0,14,86,0,.,.,.,.,.,.,.,.,.,.,86,86,86,0,0,14,86,0,.,100,100,100,0,0,0,100,0,.,.,.,.,.,.,.,.,.,.,100,100,100,0,0,0,100,0,.
101480,21,45,48,2,30,19,.,.,48,12,36,40,2,36,23,.,.,40,27,52,55,3,26,16,.,.,55,2,30,33,6,43,19,.,.,33,0,21,24,3,28,45,.,.,24,3,33,36,7,49,8,.,.,36,50,58,59,3,22,16,.,.,59,45,53,55,3,26,16,.,.,55,56,64,65,3,17,15,.,.,65,54,59,61,1,19,19,.,.,61,45,54,56,1,24,19,.,.,56,57,62,63,2,16,19,.,.,63
101505,17,19,21,2,39,38,0,21,.,14,17,18,2,40,40,0,18,.,20,22,25,2,38,35,0,25,.,7,9,10,1,30,58,1,10,.,6,9,9,2,29,60,0,9,.,7,10,11,1,31,57,1,10,.,20,23,24,1,28,48,1,23,.,17,20,21,1,24,54,1,20,.,23,25,26,0,31,42,0,26,.,17,20,21,1,45,33,1,20,.,16,18,20,2,29,49,1,18,.,18,20,22,1,50,27,1,21,.
101514,28,31,34,1,26,38,7,28,.,21,23,26,2,26,46,3,24,.,35,40,43,1,26,30,11,32,.,13,18,20,1,27,52,5,15,.,7,12,15,2,22,61,3,12,.,17,21,23,1,30,46,7,17,.,22,24,27,2,41,30,5,22,.,22,24,26,2,35,38,4,21,.,23,25,29,2,49,21,5,24,.,20,24,27,0,36,36,3,24,.,18,20,24,1,33,42,2,22,.,22,25,29,0,37,34,4,24,.
101569,19,22,23,1,22,54,6,16,.,17,19,20,1,21,58,6,15,.,35,39,39,0,29,32,10,29,.,13,17,18,2,21,59,9,9,.,12,17,17,3,18,62,10,8,.,17,19,19,1,29,51,9,10,.,25,28,30,1,28,41,13,18,.,21,23,25,2,30,43,9,16,.,44,52,52,0,19,29,27,25,.,15,16,17,1,36,46,5,12,.,12,13,14,2,28,56,2,12,.,18,20,20,0,44,36,7,13,.
101587,31,40,45,1,41,14,.,3,42,22,32,37,2,43,18,.,3,34,40,48,51,0,39,10,.,3,48,0,23,31,4,46,19,.,0,31,0,29,29,0,43,29,.,0,29,0,21,32,5,47,16,.,0,32,34,40,40,0,36,23,.,5,35,21,29,30,0,42,28,.,6,24,51,55,55,1,27,17,.,4,50,20,21,21,0,57,21,.,11,11,15,19,19,0,62,19,.,19,0,23,23,23,0,53,23,.,3,20
101602,38,40,41,1,8,51,12,29,.,34,36,37,1,8,54,12,25,.,49,51,52,2,6,41,11,41,.,29,29,30,2,8,60,16,13,.,27,27,30,2,5,64,14,16,.,30,30,30,2,11,57,19,11,.,43,45,45,2,11,42,17,28,.,46,48,48,3,12,38,19,29,.,34,38,38,0,10,52,14,24,.,32,33,33,0,16,51,14,19,.,22,22,22,0,19,59,9,13,.,38,40,40,0,15,45,17,23,.
101648,35,36,36,0,63,1,.,36,.,38,39,40,0,58,2,.,40,.,33,33,33,0,66,1,.,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,43,43,0,57,0,.,43,.,38,38,38,0,63,0,.,38,.,46,46,46,0,54,0,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101675,13,22,24,1,33,42,.,.,24,12,20,22,1,33,43,.,.,22,24,39,43,0,31,26,.,.,43,0,0,0,0,50,50,.,.,0,0,0,0,0,0,100,.,.,0,0,0,0,0,100,0,.,.,0,34,40,42,1,26,32,.,.,42,30,36,38,1,28,33,.,.,38,54,62,62,0,14,24,.,.,62,10,30,30,0,50,20,.,.,30,13,25,25,0,63,13,.,.,25,0,50,50,0,0,50,.,.,50
101693,33,50,52,2,1,44,.,1,51,20,32,32,1,2,66,.,0,32,44,65,70,3,1,25,.,1,69,0,7,7,0,14,79,.,0,7,.,.,.,.,.,.,.,.,.,0,7,7,0,14,79,.,0,7,51,53,56,0,7,37,.,0,56,68,70,70,0,9,20,.,0,70,41,44,48,0,6,46,.,0,48,19,20,20,0,5,75,.,1,19,20,20,20,0,2,77,.,2,18,17,20,20,0,7,73,.,0,20
101709,34,53,54,0,26,20,.,.,54,23,45,46,0,29,25,.,.,46,42,59,60,0,24,16,.,.,60,0,27,42,4,23,31,.,.,42,0,29,50,0,14,36,.,.,50,0,25,33,8,33,25,.,.,33,56,61,62,1,22,14,.,.,62,53,58,58,2,24,16,.,.,58,60,66,68,0,20,12,.,.,68,44,46,51,0,28,21,.,.,51,56,61,67,0,22,11,.,.,67,33,33,38,0,33,29,.,.,38
101736,26,29,32,1,18,49,9,23,.,21,24,26,2,15,58,8,18,.,38,41,45,0,25,30,11,34,.,15,21,25,1,33,41,8,18,.,15,20,24,1,20,55,7,17,.,16,21,26,1,44,30,8,18,.,28,28,32,2,34,32,11,22,.,26,26,30,3,30,38,9,20,.,31,31,36,0,39,26,13,23,.,21,24,27,2,39,32,6,21,.,22,24,25,3,28,44,6,19,.,20,24,28,1,44,27,6,22,.
101879,26,51,53,1,27,18,0,.,53,16,41,44,2,30,25,0,.,44,32,57,60,1,26,13,0,.,60,0,0,12,6,35,47,0,.,12,0,0,100,0,0,0,0,.,100,0,0,0,7,40,53,0,.,0,50,57,58,1,20,20,0,.,58,49,56,57,1,18,24,0,.,57,50,58,60,1,23,17,0,.,60,37,43,44,2,24,31,0,.,44,33,43,43,2,24,31,0,.,43,38,42,44,1,24,31,0,.,44
101897,38,42,44,0,7,49,7,37,.,31,35,37,1,7,55,7,30,.,58,63,65,0,5,30,7,58,.,17,23,25,3,7,65,7,17,.,14,19,21,3,9,68,7,14,.,23,33,33,1,5,61,9,24,.,31,32,32,0,12,56,10,22,.,28,28,28,0,7,65,11,18,.,38,42,42,0,25,33,8,33,.,17,21,21,0,11,68,6,15,.,9,17,17,0,13,70,4,13,.,20,22,22,0,10,67,6,16,.
101912,27,50,51,1,33,15,.,1,50,23,43,45,1,40,14,.,1,44,31,55,56,0,27,16,.,0,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,49,51,0,30,19,.,0,51,27,43,45,0,33,22,.,0,45,47,58,61,0,24,16,.,0,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101994,39,40,40,0,10,50,33,7,.,30,30,30,0,11,59,26,4,.,55,58,58,0,10,33,45,13,.,33,40,40,0,13,47,33,7,.,17,17,17,0,17,67,17,0,.,44,56,56,0,11,33,44,11,.,36,36,37,2,19,41,29,9,.,38,38,39,3,17,41,30,9,.,28,28,28,0,28,44,22,6,.,40,40,43,0,24,33,38,5,.,33,33,38,0,33,29,38,0,.,48,48,48,0,14,38,38,10,.
102030,21,23,24,1,12,63,17,7,.,14,16,18,1,13,68,11,6,.,52,54,54,1,7,38,42,12,.,10,11,12,2,10,76,4,8,.,8,9,10,2,10,79,5,5,.,14,16,17,2,9,72,3,14,.,23,26,27,2,9,63,8,19,.,19,22,24,2,11,63,7,17,.,37,38,38,0,1,61,13,25,.,18,20,21,1,12,66,2,19,.,14,16,17,1,15,67,1,16,.,20,22,24,1,10,66,3,20,.
102049,66,77,78,0,18,4,0,.,78,60,69,70,0,24,6,0,.,70,67,79,80,0,17,3,0,.,80,43,43,43,0,43,14,0,.,43,.,.,.,.,.,.,.,.,.,43,43,43,0,43,14,0,.,43,49,53,53,1,30,16,0,.,53,46,50,50,4,31,15,0,.,50,50,53,54,0,30,16,0,.,54,39,54,54,0,14,32,0,.,54,0,33,33,0,0,67,0,.,33,44,56,56,0,16,28,0,.,56
102067,23,26,27,1,21,51,3,23,.,17,20,21,2,20,57,4,18,.,31,33,34,0,22,43,3,32,.,11,15,16,2,35,46,4,12,.,10,13,14,3,31,52,4,10,.,13,19,19,1,41,39,4,15,.,26,28,28,0,6,66,5,23,.,26,28,29,1,6,65,5,24,.,26,28,28,0,6,67,5,23,.,21,22,23,0,5,71,5,18,.,23,23,25,0,2,73,5,20,.,20,22,22,0,8,70,6,16,.
102076,36,38,39,1,15,45,1,38,.,30,32,33,2,16,50,1,32,.,51,52,52,0,14,33,0,52,.,18,23,26,1,19,54,1,25,.,13,18,20,0,16,64,1,18,.,22,27,31,1,21,47,1,30,.,29,31,33,1,19,47,1,32,.,26,28,30,1,17,51,1,29,.,38,43,43,0,24,33,0,43,.,25,26,27,0,23,50,0,27,.,27,27,29,0,20,51,0,29,.,22,25,25,0,25,49,0,25,.
102094,25,44,46,1,34,18,1,.,45,19,37,40,1,35,24,1,.,39,30,48,51,1,34,14,1,.,50,9,20,27,2,34,38,9,.,18,6,18,24,0,24,53,6,.,18,10,21,28,3,38,31,10,.,18,46,53,54,0,29,17,1,.,53,38,45,47,0,33,20,1,.,46,52,59,60,0,25,14,1,.,59,30,37,39,1,36,25,1,.,37,30,35,39,1,36,24,2,.,37,31,38,38,0,35,26,1,.,37
102234,47,58,60,0,33,7,0,.,60,32,46,48,1,39,12,0,.,48,55,65,66,0,29,5,0,.,66,0,0,0,0,100,0,0,.,0,.,.,.,.,.,.,.,.,.,0,0,0,0,100,0,0,.,0,60,60,60,0,27,13,2,.,58,48,48,48,0,36,15,0,.,48,72,72,72,0,17,10,3,.,69,3,3,3,0,50,47,0,.,3,25,25,25,0,25,50,0,.,25,0,0,0,0,54,46,0,.,0
102270,9,18,18,0,42,40,.,.,18,10,17,17,0,53,30,.,.,17,6,21,21,0,7,72,.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,42,42,0,3,56,.,.,42,96,96,96,0,0,4,.,.,96,7,7,7,0,4,89,.,.,7,5,5,5,0,5,89,.,.,5,.,.,.,.,.,.,.,.,.,5,5,5,0,5,89,.,.,5
102298,12,26,27,0,7,66,.,0,27,12,27,28,0,7,64,.,0,28,4,17,17,0,0,83,.,0,17,3,11,11,0,0,89,.,0,11,5,11,11,0,0,89,.,0,11,0,11,11,0,0,89,.,0,11,34,40,43,4,0,53,.,0,43,36,42,47,5,0,48,.,0,47,28,32,32,4,0,64,.,0,32,31,54,54,0,0,46,.,0,54,33,67,67,0,0,33,.,0,67,25,25,25,0,0,75,.,0,25
102313,41,43,43,0,4,53,25,18,.,31,34,34,0,4,61,14,20,.,56,57,57,0,4,39,41,16,.,16,19,20,1,6,74,11,9,.,12,15,16,1,5,78,8,8,.,23,26,26,0,8,66,15,11,.,54,55,55,1,6,38,31,24,.,37,37,37,2,11,50,7,30,.,64,65,65,0,3,31,45,20,.,41,42,43,0,4,53,14,29,.,44,44,46,0,3,51,15,31,.,40,41,42,0,4,54,13,29,.
102368,24,47,50,2,27,21,0,2,48,17,38,41,3,29,27,0,3,38,29,54,57,2,24,17,0,1,56,3,7,10,1,44,45,0,3,6,2,6,8,2,44,46,0,3,5,3,9,11,1,44,44,0,3,8,50,57,58,3,22,17,0,2,56,47,55,55,3,23,19,0,3,52,54,61,62,2,20,15,0,1,61,20,27,29,4,41,26,0,4,26,21,28,30,3,39,28,0,3,27,19,25,29,5,42,25,0,4,25
102377,59,61,62,0,1,38,.,.,62,59,61,61,0,1,39,.,.,61,60,62,64,0,1,35,.,.,64,10,10,18,0,8,74,.,.,18,.,.,.,.,.,.,.,.,.,10,10,18,0,8,74,.,.,18,60,74,74,0,6,20,.,.,74,60,72,72,0,6,22,.,.,72,60,80,80,0,5,15,.,.,80,0,0,0,0,0,100,.,.,0,0,0,0,0,0,100,.,.,0,.,.,.,.,.,.,.,.,.
102395,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,21,21,0,0,79,0,.,21,17,17,17,0,0,83,0,.,17,25,25,25,0,0,75,0,.,25,4,4,5,0,74,22,0,.,5,7,7,10,0,0,90,0,.,10,3,3,3,0,94,3,0,.,3
