UNITID,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12
237011,94,93,94,26,27,26,25,26,25,1,1,1
237057,54,50,57,11,11,11,10,10,10,1,1,1
237066,91,89,92,17,17,17,17,17,17,0,0,0
237118,53,58,46,19,21,17,19,21,17,0,0,0
237136,49,36,64,67,63,71,64,63,65,3,0,6
237145,63,100,57,100,100,100,100,100,100,0,0,0
237181,92,89,97,13,13,12,13,13,12,0,0,0
237215,90,85,93,30,34,28,28,31,26,2,3,2
237312,61,65,60,17,25,13,16,25,11,1,0,2
237330,91,90,92,26,25,26,26,25,26,0,0,0
237358,69,70,69,23,28,20,23,28,20,0,0,0
237367,94,95,93,35,24,53,34,23,51,1,1,2
237525,89,89,89,29,29,29,28,28,28,0,1,0
237543,82,77,86,78,75,80,56,20,80,22,55,0
237561,79,80,78,100,100,100,100,100,100,0,0,0
237640,95,95,95,20,20,20,20,20,20,0,0,0
237792,98,98,98,32,30,34,32,30,33,0,0,1
237899,89,86,90,10,13,8,10,12,8,0,0,0
237932,68,66,70,33,37,31,32,36,31,0,0,0
237950,55,55,55,47,51,43,47,50,43,1,1,0
237969,66,63,69,18,19,17,18,19,17,0,0,0
238032,84,83,85,31,31,31,31,31,31,0,0,0
238078,77,77,76,23,28,18,23,28,18,0,0,0
238096,,,,,,,,,,,,
238193,78,,78,22,,22,22,,22,0,,0
238324,96,100,96,57,33,58,55,33,56,1,0,2
238333,58,53,64,10,11,10,10,11,10,0,0,0
238430,77,71,80,14,17,12,14,17,12,0,0,0
238458,72,64,77,24,20,26,23,20,25,0,0,0
238476,77,77,76,13,17,11,13,17,11,0,0,0
238616,71,64,77,22,20,22,21,20,22,1,1,1
238661,91,90,92,25,24,25,24,23,25,0,1,0
238980,92,90,96,28,25,33,28,24,32,0,0,0
239017,69,64,74,18,18,18,18,18,18,0,0,0
239071,80,79,82,63,59,65,59,55,61,4,3,4
239080,68,70,66,24,23,24,23,23,23,0,0,0
239105,82,81,83,13,13,13,13,13,13,0,0,0
239309,62,58,63,33,31,33,32,31,33,0,0,0
239318,60,62,56,23,23,24,23,23,24,0,0,0
239390,53,0,53,20,,20,20,,20,0,,0
239512,64,65,64,14,18,11,14,18,11,0,0,0
239628,74,71,78,13,13,12,12,13,12,0,0,0
239716,84,83,85,16,16,17,16,16,17,0,0,0
240107,79,73,82,29,31,28,29,31,28,0,0,0
240189,80,81,79,43,45,40,42,45,39,1,1,1
240268,84,83,85,43,45,42,43,44,42,0,0,0
240277,90,89,90,43,43,43,31,33,29,12,11,13
240329,75,72,77,46,47,45,45,46,45,1,1,1
240338,96,96,95,30,25,36,30,25,36,0,0,0
240365,79,79,78,37,38,36,35,36,35,2,3,2
240374,66,65,67,40,42,38,38,40,36,2,2,2
240392,92,92,92,44,44,44,22,37,19,22,7,25
240417,90,91,89,44,47,40,42,46,38,1,1,1
240426,86,86,86,30,31,29,29,30,29,1,1,1
240444,57,55,60,28,28,28,28,27,28,0,0,0
240453,79,80,78,38,42,36,37,40,34,2,1,2
240462,81,82,81,46,47,45,46,47,44,1,1,1
240471,77,74,78,51,48,53,50,47,52,1,0,1
240480,87,88,86,36,40,34,34,37,32,2,3,1
240727,94,94,94,31,30,31,30,30,31,0,1,0
241191,100,100,100,64,67,62,62,66,60,2,2,2
241225,88,93,86,86,74,92,79,62,87,7,12,5
241331,80,77,81,73,77,73,72,77,70,2,0,2
241395,98,97,98,40,39,40,39,39,39,1,0,1
241410,91,91,91,38,38,38,38,38,38,0,0,0
241720,88,82,90,90,96,88,86,85,86,5,11,2
241766,80,84,69,88,95,64,25,27,18,63,68,45
241836,95,94,96,71,63,75,47,40,50,24,24,25
241951,89,91,88,82,90,79,79,85,78,3,5,2
242042,88,91,86,78,79,77,76,77,75,2,3,2
242556,86,86,87,59,59,60,58,59,57,1,0,3
242565,100,100,100,89,88,100,89,88,100,0,0,0
242583,84,82,89,96,96,96,94,93,96,1,2,0
242617,45,45,44,90,91,90,84,84,84,7,8,6
242626,43,41,44,94,93,95,90,88,91,4,4,4
242635,39,41,38,96,97,95,93,94,93,3,4,2
242644,41,37,44,74,68,77,71,65,75,3,3,3
242653,62,64,60,44,56,38,42,52,37,2,4,1
242662,35,40,32,91,92,90,86,86,86,5,7,4
242680,49,54,47,96,94,98,94,93,95,2,1,2
242699,42,39,44,97,97,96,93,95,92,4,3,5
242705,48,52,44,93,92,93,90,89,91,3,3,2
242945,83,79,85,76,69,79,70,67,72,5,2,7
242954,71,73,71,71,77,68,65,73,62,6,5,7
243106,88,91,85,85,87,83,85,87,83,0,0,0
243115,61,62,61,82,81,82,82,81,82,0,0,0
243133,91,94,88,82,81,83,82,81,83,0,0,0
243142,43,43,43,76,75,76,76,75,76,0,0,0
243151,89,89,90,82,81,83,82,81,83,0,0,0
243179,53,53,55,88,89,87,88,89,87,0,0,0
243188,68,73,63,70,67,72,70,67,72,0,0,0
243197,67,72,63,64,65,63,64,65,63,0,0,0
243212,50,54,47,80,80,80,80,80,80,0,0,0
243221,49,50,48,88,88,88,88,87,88,1,1,0
243443,43,43,44,46,50,44,46,49,44,0,1,0
243568,86,67,91,100,100,100,100,100,100,0,0,0
243586,97,94,98,32,38,29,32,38,29,0,0,0
243638,83,82,85,59,57,61,45,40,49,14,17,12
243665,100,100,100,50,56,47,41,46,38,10,10,10
243744,5,5,6,68,69,68,68,69,68,0,0,0
243780,67,63,74,23,23,23,23,23,23,0,0,0
243799,13,33,8,100,100,100,100,100,100,0,0,0
243832,56,62,53,90,81,95,53,40,59,38,40,36
244233,89,100,84,100,100,100,58,25,75,42,75,25
244437,100,100,100,39,42,38,29,29,28,11,12,9
245652,69,66,71,20,24,17,20,22,17,1,1,0
245777,36,36,,50,50,,50,50,,0,0,
246071,,,,,,,,,,,,
247065,80,80,80,58,75,58,49,63,48,10,13,10
247649,55,57,51,43,43,43,35,37,31,8,5,12
247773,93,93,,100,100,,100,100,,0,0,
248633,54,50,54,79,0,85,79,0,85,0,0,0
248934,80,85,78,32,33,31,32,33,31,0,0,0
250027,95,95,96,50,64,45,46,64,40,4,0,5
260336,,,,,,,,,,,,
260363,100,,100,100,,100,100,,100,0,,0
260813,45,0,48,100,,100,100,,100,0,,0
260992,81,80,81,56,50,56,30,25,30,26,25,26
262086,95,98,92,48,42,53,19,19,19,28,22,34
262129,70,68,71,16,20,15,16,20,15,0,0,0
262165,79,77,80,86,80,92,82,70,92,5,10,0
262466,100,100,,100,100,,100,100,,0,0,
363439,100,100,100,73,86,69,42,43,42,30,43,27
363934,81,81,81,14,14,14,14,14,14,0,0,0
365213,53,84,65,81,88,85,11,12,11,70,76,74
365383,45,42,45,19,20,19,19,20,19,0,0,0
365763,73,60,81,74,67,77,74,67,77,0,0,0
366711,79,76,81,18,19,18,17,17,17,1,1,1
368407,100,100,100,64,0,75,0,0,0,64,0,75
368443,100,100,100,79,79,79,60,66,59,19,13,20
368452,49,48,49,40,50,34,40,50,34,0,0,0
368647,,,,,,,,,,,,
369455,72,67,73,72,100,69,72,100,69,0,0,0
369668,86,89,83,80,80,81,72,80,63,8,0,17
373711,88,100,86,76,50,79,76,50,79,0,0,0
375966,100,,100,100,,100,100,,100,0,,0
376321,94,93,94,63,65,62,45,37,46,18,29,16
377218,73,73,,59,59,,59,59,,0,0,
377546,84,86,83,48,63,38,48,63,38,0,0,0
377555,88,87,89,27,31,23,26,30,22,1,1,1
377564,86,85,87,36,39,35,35,37,33,2,2,2
379621,88,100,83,86,100,80,86,100,80,0,0,0
382416,100,100,100,100,100,100,100,100,100,0,0,0
383525,57,62,56,15,15,15,15,15,15,0,0,0
384254,45,50,38,38,38,39,38,38,39,0,0,0
384421,77,77,,100,100,,100,100,,0,0,
385619,75,76,74,51,51,51,51,51,51,0,0,0
386153,83,,83,75,,75,75,,75,0,,0
386472,92,94,92,64,63,64,43,44,43,21,19,21
392354,100,100,,100,100,,100,100,,0,0,
399911,52,57,50,46,48,45,46,48,45,0,0,0
405058,87,87,,100,100,,100,100,,0,0,
406422,72,70,72,79,57,82,79,57,82,0,0,0
406547,75,100,71,100,100,100,100,100,100,0,0,0
408729,94,89,95,49,50,49,49,50,49,0,0,0
409698,86,82,87,9,9,9,9,9,9,0,0,0
414878,39,29,45,71,0,100,71,0,100,0,0,0
417327,95,100,94,100,100,100,60,67,59,40,33,41
417628,75,86,69,53,67,44,33,33,33,20,33,11
417646,50,,50,100,,100,100,,100,0,,0
417655,86,,86,63,,63,63,,63,0,,0
417682,100,,100,100,,100,100,,100,0,,0
417716,71,60,78,100,100,100,100,100,100,0,0,0
417734,90,,90,72,,72,39,,39,33,,33
417752,33,30,38,67,67,67,67,67,67,0,0,0
417868,27,86,24,100,100,100,82,67,86,18,33,14
417992,100,,100,40,,40,40,,40,0,,0
418010,61,,61,93,,93,57,,57,36,,36
418029,100,,100,93,,93,93,,93,0,,0
418056,67,,67,100,,100,100,,100,0,,0
418065,99,100,99,77,90,76,55,70,54,22,20,22
418427,53,100,50,78,0,88,78,0,88,0,0,0
418445,58,50,60,100,100,100,100,100,100,0,0,0
418481,100,,100,50,,50,50,,50,0,,0
418524,58,67,58,66,50,67,66,50,67,0,0,0
418588,63,100,56,92,100,89,92,100,89,0,0,0
419031,71,50,80,80,100,75,80,100,75,0,0,0
419217,100,100,100,100,100,100,100,100,100,0,0,0
420325,49,49,,96,96,,96,96,,0,0,
421832,100,100,100,77,87,71,72,87,61,6,0,10
421841,96,96,96,28,32,26,28,32,26,0,0,0
422695,38,50,33,60,50,67,60,50,67,0,0,0
426314,63,64,56,68,69,63,22,23,20,46,46,43
427308,88,71,89,59,40,60,59,40,60,0,0,0
428170,91,92,91,57,63,56,31,31,32,25,31,25
430485,,,,,,,,,,,,
430670,83,67,87,58,75,55,58,75,55,0,0,0
430883,100,100,100,71,100,67,71,100,67,0,0,0
430971,100,100,100,100,100,100,100,100,100,0,0,0
431105,80,100,79,96,100,95,0,0,0,96,100,95
431266,64,67,64,79,100,79,0,0,0,79,100,79
431600,25,0,27,83,,83,83,,83,0,,0
431983,,,,,,,,,,,,
432524,64,45,71,27,35,26,27,35,26,0,0,0
433040,100,100,100,91,75,93,91,75,93,0,0,0
433174,32,22,34,83,100,81,0,0,0,83,100,81
433536,92,83,93,59,60,58,30,40,29,29,20,29
433660,77,79,77,22,23,21,21,23,20,1,1,0
434362,85,87,0,88,88,,88,88,,0,0,
436818,97,97,97,26,26,26,26,26,26,0,0,0
436827,94,93,96,27,30,23,26,30,23,1,0,1
436836,91,91,92,19,20,18,18,19,17,0,0,0
437237,78,81,50,48,52,0,48,52,0,0,0,0
437705,,,,,,,,,,,,
437732,4,0,4,88,,88,88,,88,0,,0
438337,100,100,100,76,67,83,76,67,83,0,0,0
439455,72,67,72,41,0,44,17,0,18,24,0,26
439701,94,88,100,61,80,44,30,33,28,30,47,17
439862,97,100,96,79,73,83,54,61,50,25,13,32
440396,86,84,88,71,50,90,71,50,90,0,0,0
440828,77,71,80,13,16,11,9,11,8,3,4,3
441487,63,50,64,93,100,93,93,100,93,0,0,0
441593,100,,100,21,,21,21,,21,0,,0
441609,67,67,,57,57,,57,57,,0,0,
441636,67,100,64,70,0,78,30,0,33,40,0,44
441742,96,93,96,58,40,59,51,40,52,7,0,7
441858,56,0,63,90,,90,90,,90,0,,0
441900,90,91,90,40,36,42,35,28,38,5,7,4
441937,79,73,83,8,9,8,8,8,7,0,0,0
441982,16,11,32,57,68,46,57,68,46,0,0,0
442213,100,,100,100,,100,100,,100,0,,0
442356,54,49,55,49,65,48,42,50,42,7,15,6
442426,63,100,62,63,100,63,35,100,33,29,0,29
443058,31,25,33,60,0,75,0,0,0,60,0,75
443261,100,100,100,48,45,49,34,27,35,15,18,14
443410,38,40,33,45,43,52,45,43,51,1,0,1
443599,47,25,48,100,100,100,9,0,9,91,100,91
444413,67,67,,93,93,,93,93,,0,0,
444866,100,100,100,62,67,62,44,50,43,18,17,18
445188,85,83,87,9,10,8,9,9,8,0,0,0
445267,100,100,100,67,33,100,50,33,67,17,0,33
445692,91,91,90,22,24,15,21,23,14,1,1,1
445708,82,81,83,15,18,14,15,17,14,0,1,0
446048,92,88,95,21,21,20,21,21,20,0,0,0
446233,76,75,79,96,100,89,87,92,79,9,8,11
446303,88,100,80,29,0,50,29,0,50,0,0,0
446385,77,74,82,31,27,37,31,27,37,0,0,0
446561,20,20,20,80,81,79,80,81,79,0,0,0
447263,100,100,100,46,65,44,35,40,35,11,25,10
447689,95,94,95,41,45,39,33,36,32,8,9,7
447953,56,44,69,75,82,71,68,73,65,8,9,6
449384,50,56,44,47,60,29,47,60,29,0,0,0
449506,100,100,100,67,50,100,67,50,100,0,0,0
449612,23,20,26,100,100,100,100,100,100,0,0,0
449658,70,70,,82,82,,82,82,,0,0,
449764,72,73,71,66,68,65,32,41,25,34,27,40
449834,,,,,,,,,,,,
449861,80,83,80,29,60,28,29,60,28,0,0,0
449931,9,7,10,29,0,40,14,0,20,14,0,20
451149,100,100,100,76,80,76,76,80,76,0,0,0
451158,100,100,100,80,80,80,80,80,80,0,0,0
451352,100,100,100,52,44,54,33,31,33,19,13,20
451370,100,100,,75,75,,75,75,,0,0,
451398,75,75,,68,68,,68,68,,0,0,
451404,92,92,,100,100,,100,100,,0,0,
451927,88,89,88,53,54,52,49,54,45,4,0,7
454184,39,40,39,17,24,13,16,24,13,0,0,1
454227,92,100,91,48,50,48,41,50,40,7,0,8
454236,68,100,67,43,0,45,10,0,10,33,0,35
454245,63,67,60,80,50,100,80,50,100,0,0,0
455196,34,35,34,91,92,91,91,92,91,0,0,0
455257,78,78,,97,97,,97,97,,0,0,
455664,24,11,29,58,50,59,13,25,11,45,25,48
455770,42,46,38,81,100,62,81,100,62,0,0,0
456959,74,64,77,20,14,22,20,14,22,0,0,0
457129,100,100,100,38,33,38,25,0,29,13,33,10
457350,88,92,85,50,45,55,0,0,0,50,45,55
457484,60,56,63,81,78,83,48,44,50,33,33,33
457925,60,100,50,33,0,50,33,0,50,0,0,0
459417,21,37,9,85,80,100,85,80,100,0,0,0
459842,91,90,92,64,63,64,46,53,44,18,11,20
459851,93,100,93,79,75,79,44,50,43,35,25,36
459949,60,58,61,11,9,11,10,9,10,1,1,1
460181,95,94,95,55,52,56,55,52,56,0,0,0
460190,89,100,88,68,79,66,68,79,66,0,0,0
460206,98,100,98,52,46,53,52,46,53,0,0,0
460349,36,37,36,56,71,51,8,0,11,48,71,40
460376,,,,,,,,,,,,
460385,34,38,33,89,100,88,89,100,88,0,0,0
460871,64,,64,43,,43,29,,29,14,,14
460914,89,,89,75,,75,75,,75,0,,0
461254,100,100,100,73,0,100,73,0,100,0,0,0
461528,100,100,100,69,63,80,54,50,60,15,13,20
461759,91,85,100,57,91,20,38,64,10,19,27,10
461847,94,94,,47,47,,47,47,,0,0,
461953,100,,100,67,,67,67,,67,0,,0
462354,77,74,79,31,32,30,29,29,29,2,2,1
463056,96,96,96,34,36,31,33,35,31,1,1,1
464226,28,29,27,77,77,78,70,70,71,7,7,7
466921,74,100,72,64,0,69,57,0,62,7,0,8
466930,86,100,85,40,50,39,28,0,30,12,50,9
475200,100,,100,0,,0,0,,0,0,,0
475422,100,100,100,0,0,0,0,0,0,0,0,0
475477,100,100,100,100,100,100,75,67,82,25,33,18
475608,100,100,100,63,60,67,53,50,58,9,10,8
475635,50,67,33,100,100,100,67,50,100,33,50,0
475705,100,100,100,100,100,100,100,100,100,0,0,0
475732,35,,38,50,,50,33,,33,17,,17
475741,53,50,53,67,100,63,56,100,50,11,0,13
476601,100,100,,100,100,,100,100,,0,0,
476683,100,100,100,56,44,57,56,44,57,0,0,0
476692,79,79,,82,82,,82,82,,0,0,
476753,44,40,44,86,100,86,39,100,37,47,0,49
476975,98,97,100,75,81,70,18,21,14,58,60,55
479062,82,82,80,0,0,0,0,0,0,0,0,0
479992,100,100,,100,100,,100,100,,0,0,
480499,33,44,17,40,25,100,40,25,100,0,0,0
480569,100,100,100,33,44,24,20,24,16,13,20,8
480781,58,61,40,95,95,100,95,95,100,0,0,0
480912,25,20,33,50,100,0,50,100,0,0,0,0
480921,100,100,100,80,86,0,80,86,0,0,0,0
480985,100,,100,71,,71,71,,71,0,,0
481058,50,50,50,100,100,100,100,100,100,0,0,0
481137,96,96,96,60,54,65,60,54,65,0,0,0
481182,,,,,,,,,,,,
481225,100,100,100,50,100,33,50,100,33,0,0,0
481410,40,40,,100,100,,100,100,,0,0,
481438,57,57,,100,100,,100,100,,0,0,
482149,83,79,85,34,39,32,32,37,30,1,2,1
482158,99,99,100,45,50,41,36,42,31,9,9,9
482185,92,91,93,62,64,54,62,64,54,0,0,0
482228,68,68,67,60,59,63,24,24,25,36,35,38
482413,40,39,40,90,86,92,56,64,52,33,21,40
482422,40,57,0,100,100,,50,50,,50,50,
482431,46,55,35,81,79,84,52,64,32,29,15,53
482440,50,25,100,67,100,50,67,100,50,0,0,0
482459,40,37,42,88,100,80,41,43,40,47,57,40
482468,40,43,36,86,87,85,49,43,55,37,43,30
482477,44,43,45,88,90,86,42,41,43,45,49,44
482486,100,100,100,100,100,100,100,100,100,0,0,0
482538,0,0,0,,,,,,,,,
482547,,,,,,,,,,,,
482556,33,50,14,100,100,100,100,100,100,0,0,0
482565,33,100,0,0,0,,0,0,,0,0,
482574,32,38,25,100,100,100,63,80,33,38,20,67
482608,67,50,100,100,100,100,100,100,100,0,0,0
482617,33,100,0,100,100,,0,0,,100,100,
482635,50,63,33,100,100,100,71,80,50,29,20,50
482653,67,,67,100,,100,0,,0,100,,100
482680,81,81,82,47,49,46,44,45,43,4,4,4
482936,58,59,58,32,35,24,32,34,24,1,1,0
483018,85,78,87,28,40,24,28,40,24,0,0,0
483036,92,91,93,76,71,78,35,29,41,41,43,37
483124,73,67,76,62,59,63,0,0,0,62,59,63
483814,51,50,51,68,67,69,68,67,69,0,0,0
484473,62,61,63,84,86,83,78,81,76,6,6,6
484905,93,93,93,15,15,15,12,13,12,3,3,3
485360,100,100,100,100,100,100,100,100,100,0,0,0
485698,65,69,0,100,100,,100,100,,0,0,
485856,,,,,,,,,,,,
485999,69,69,,74,74,,74,74,,0,0,
486017,88,88,,71,71,,71,71,,0,0,
486026,100,100,,100,100,,100,100,,0,0,
486196,74,74,,100,100,,100,100,,0,0,
486202,56,63,54,8,20,5,8,20,5,0,0,0
486284,87,78,88,60,72,58,59,72,57,1,0,1
486488,100,100,,100,100,,100,100,,0,0,
486512,94,97,91,55,49,61,55,49,61,0,0,0
486840,83,81,85,52,55,49,48,50,46,4,5,3
486901,99,98,100,39,49,29,39,49,29,0,0,0
486938,83,0,100,80,,80,80,,80,0,,0
486947,100,,100,100,,100,0,,0,100,,100
486956,100,100,100,76,100,75,76,100,75,0,0,0
486965,91,98,88,36,37,36,36,37,36,0,0,0
487092,24,25,24,12,13,11,12,13,11,0,0,0
487375,89,100,88,47,20,52,38,20,41,9,0,10
487524,85,79,89,27,29,26,27,29,25,0,0,0
487588,100,100,100,50,60,49,50,60,49,0,0,0
487658,91,91,93,51,54,43,51,54,43,0,0,0
487746,100,100,,100,100,,100,100,,0,0,
487861,72,70,72,83,100,80,61,71,59,22,29,21
487977,100,100,100,44,51,44,24,21,24,21,30,20
488004,,,,,,,,,,,,
488226,100,100,100,100,100,100,100,100,100,0,0,0
488305,97,92,100,43,50,38,43,50,38,0,0,0
488314,43,43,,67,67,,67,67,,0,0,
488350,40,40,,37,37,,37,37,,0,0,
488420,78,71,81,84,77,86,0,0,0,84,77,86
488590,75,,75,100,,100,100,,100,0,,0
488785,64,63,65,86,88,85,86,88,85,0,0,0
489344,33,,33,0,,0,0,,0,0,,0
489353,17,0,20,100,,100,100,,100,0,,0
489937,50,52,48,33,38,27,28,31,25,4,7,2
490054,57,80,42,71,85,54,63,83,40,7,2,14
490063,100,100,100,100,100,100,100,100,100,0,0,0
490133,72,73,69,58,57,61,54,52,57,5,5,4
490203,100,100,100,95,100,94,25,50,22,70,50,72
490319,88,88,,79,79,,79,79,,0,0,
490382,58,50,60,100,100,100,100,100,100,0,0,0
490498,50,54,42,50,46,60,50,46,60,0,0,0
490504,100,100,,100,100,,100,100,,0,0,
490513,47,47,,80,80,,80,80,,0,0,
490805,63,64,62,33,40,28,31,38,27,2,2,1
491057,63,63,,100,100,,100,100,,0,0,
491075,79,81,67,53,58,25,53,58,25,0,0,0
491251,76,79,73,100,100,100,100,100,100,0,0,0
491288,100,,100,100,,100,0,,0,100,,100
491297,,,,,,,,,,,,
491446,84,,84,95,,95,95,,95,0,,0
491525,83,85,80,74,73,75,68,73,63,5,0,13
491613,100,100,,95,95,,95,95,,0,0,
491622,86,86,,100,100,,100,100,,0,0,
491631,81,,81,98,,98,98,,98,0,,0
491640,95,95,,100,100,,100,100,,0,0,
491710,82,82,,100,100,,100,100,,0,0,
491765,94,94,,100,100,,100,100,,0,0,
491817,70,,70,85,,85,83,,83,2,,2
491914,96,96,,96,96,,96,96,,0,0,
492476,80,62,89,98,92,100,13,8,15,85,85,85
492759,91,100,90,70,0,78,70,0,78,0,0,0
493479,70,80,60,57,50,67,57,50,67,0,0,0
493594,25,25,,80,80,,80,80,,0,0,
493619,50,56,45,0,0,0,0,0,0,0,0,0
493646,96,,96,98,,98,98,,98,0,,0
493664,100,100,,100,100,,100,100,,0,0,
493682,90,67,94,78,50,81,21,10,23,57,40,59
493707,83,83,,100,100,,100,100,,0,0,
493716,50,50,,100,100,,100,100,,0,0,
493798,68,,68,81,,81,81,,81,0,,0
493813,100,100,100,82,0,88,82,0,88,0,0,0
494162,95,100,95,32,100,28,26,100,22,5,0,6
494171,95,89,97,56,50,58,44,38,45,13,13,13
494278,78,50,88,89,100,87,61,100,53,28,0,33
494287,68,78,62,84,94,77,48,67,35,36,28,42
494463,89,,89,93,,93,93,,93,0,,0
494685,80,74,85,88,89,88,75,79,73,13,11,15
494807,51,67,48,100,100,100,100,100,100,0,0,0
495031,50,50,,70,70,,70,70,,0,0,
495420,88,100,85,67,75,65,52,75,47,14,0,18
495439,100,100,100,14,0,20,14,0,20,0,0,0
495448,100,100,100,52,100,50,38,100,35,14,0,15
495457,91,100,90,30,25,31,23,25,23,7,0,8
495767,78,79,78,21,23,19,20,22,19,0,1,0
495916,100,100,,100,100,,100,100,,0,0,
