UNITID,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12
160074,57,40,59,62,67,61,56,50,57,6,17,5
160612,90,89,91,69,69,69,51,53,49,18,16,20
160621,35,36,35,36,41,34,35,40,33,1,1,1
160630,60,56,62,36,45,33,34,42,31,2,2,2
160658,68,70,67,41,45,38,41,45,38,0,0,0
160755,13,13,13,34,36,32,34,36,32,0,0,0
160904,60,54,62,15,13,15,15,13,15,0,0,0
160959,72,63,77,32,33,32,32,33,32,0,0,0
160977,12,12,12,50,51,49,50,51,49,0,0,0
161004,9,10,8,59,60,58,59,60,58,0,0,0
161022,52,50,52,100,100,100,83,100,82,17,0,18
161086,10,9,10,40,41,38,40,41,38,0,0,0
161226,91,89,92,24,22,25,24,22,25,0,0,0
161235,99,99,99,18,21,16,17,20,15,1,1,1
161253,90,90,91,18,21,15,18,21,15,0,0,0
161299,45,49,42,40,42,34,40,42,34,0,0,0
161341,99,98,99,26,33,22,23,30,20,2,3,2
161457,84,83,85,16,17,16,16,17,16,0,0,0
161509,62,62,62,21,27,20,21,27,19,0,0,0
161518,87,87,87,19,21,17,19,21,17,0,0,0
161554,81,79,82,22,24,21,22,24,20,1,1,1
161563,84,82,85,23,23,23,23,23,23,0,0,0
161572,98,98,98,21,25,19,19,24,16,2,1,3
161873,78,80,77,23,29,19,20,29,14,3,0,5
162007,80,77,81,21,27,19,21,26,18,1,1,0
162061,83,84,82,26,25,31,26,25,30,0,0,2
162210,59,56,60,9,10,8,9,10,8,0,0,0
162283,28,25,29,16,16,16,16,16,16,1,1,1
162584,80,77,83,30,32,28,30,32,28,0,0,0
162654,81,76,84,16,18,15,16,18,15,0,0,0
162760,65,62,68,14,12,15,14,12,15,0,0,0
162928,11,11,11,42,44,41,42,44,41,0,0,0
163046,80,78,82,13,15,12,13,15,12,0,0,0
163268,61,64,58,24,27,20,23,27,20,0,0,0
163286,44,42,46,29,30,28,29,30,28,0,0,0
163295,64,64,64,16,16,16,16,16,16,0,0,0
163338,65,60,67,20,26,16,20,26,16,0,0,0
163453,68,67,68,25,29,23,25,29,23,0,0,0
163462,75,76,74,15,18,12,15,18,12,0,0,0
163532,78,78,,89,89,,89,89,,0,0,
163578,62,0,62,12,,12,12,,12,0,,0
163851,74,69,77,24,27,22,24,27,22,0,0,0
163912,84,80,87,23,24,23,23,24,23,0,0,0
163976,60,58,61,23,28,20,23,28,20,0,0,0
164076,76,73,78,29,30,28,29,30,28,0,0,0
164155,8,8,8,87,89,82,87,89,82,0,0,0
164173,81,78,83,19,19,20,19,19,20,0,0,0
164216,92,91,93,16,17,15,16,17,15,0,0,0
164270,92,89,94,17,18,16,17,18,16,0,0,0
164368,43,42,44,20,28,12,20,28,12,0,0,0
164447,65,61,67,28,31,26,28,31,26,0,0,0
164465,11,12,11,39,42,37,39,42,37,0,0,0
164492,74,73,76,12,14,11,12,14,11,0,0,0
164535,31,25,33,100,100,100,100,100,100,0,0,0
164562,81,75,86,16,16,15,16,16,15,0,0,0
164580,26,22,34,36,35,36,36,35,36,0,0,0
164614,91,92,90,70,82,56,65,82,44,5,0,11
164632,72,,72,16,,16,16,,16,0,,0
164641,67,71,65,35,46,30,21,33,14,15,13,15
164720,70,64,75,13,16,11,13,16,11,0,0,0
164739,47,42,54,22,23,22,22,23,22,0,0,0
164748,51,54,48,38,38,37,36,36,36,2,2,1
164924,27,35,22,24,20,28,24,20,28,0,0,0
164988,19,19,19,27,27,27,27,27,27,0,0,0
165015,30,27,32,25,27,25,25,27,25,0,0,0
165024,88,85,90,19,19,18,18,19,18,0,1,0
165060,50,0,53,78,,78,78,,78,0,,0
165264,21,50,18,0,0,0,0,0,0,0,0,0
165334,53,47,57,16,17,16,16,17,16,0,0,0
165529,87,83,90,11,12,10,11,12,10,0,0,0
165574,69,66,71,10,11,10,10,11,10,0,0,0
165608,72,,72,100,,100,62,,62,38,,38
165644,59,53,64,20,27,15,20,27,15,0,0,0
165662,33,33,34,18,21,17,18,21,17,0,0,0
165671,78,70,81,13,12,13,13,12,13,0,0,0
165699,69,71,68,24,24,24,24,24,24,0,0,0
165802,69,70,69,12,15,10,12,15,10,0,0,0
165820,88,84,91,26,33,22,26,33,22,0,0,0
165866,74,68,79,18,22,15,17,22,15,0,0,0
165936,74,75,74,18,21,17,18,21,17,0,0,0
166018,2,2,2,39,48,32,39,48,32,0,0,0
166027,5,5,5,82,83,82,82,83,82,0,0,0
166054,64,67,61,32,40,20,32,40,20,0,0,0
166124,34,36,33,34,32,35,34,32,35,0,0,0
166391,84,81,85,22,21,22,22,21,22,0,0,0
166452,75,63,78,14,16,14,14,16,13,0,0,0
166489,73,74,72,17,17,16,17,17,16,0,0,0
166513,73,76,70,26,29,22,25,28,22,0,0,0
166629,64,62,66,21,23,20,21,23,20,0,0,0
166638,76,74,78,20,23,19,20,22,19,0,0,0
166656,85,81,87,17,21,16,17,21,16,0,0,0
166674,58,46,63,21,23,21,21,23,21,0,0,0
166683,7,5,11,77,83,72,77,83,72,0,0,0
166692,91,91,99,57,58,51,57,58,51,0,0,0
166850,82,81,83,15,14,15,15,14,15,0,0,0
166939,38,,38,33,,33,33,,33,0,,0
167057,37,41,33,29,28,31,28,26,30,1,1,1
167224,,,,,,,,,,,,
167260,80,80,79,17,18,16,17,18,16,0,0,0
167288,82,78,84,20,22,19,20,22,19,0,0,0
167358,18,18,18,27,28,26,27,28,26,0,0,0
167394,75,71,76,27,26,28,27,26,27,0,0,0
167455,45,51,40,27,26,27,27,26,27,0,0,0
167598,79,77,80,12,12,12,12,12,12,0,0,0
167729,86,81,88,20,25,18,20,24,18,0,1,0
167783,73,,73,20,,20,20,,20,0,,0
167792,93,87,97,66,71,63,66,71,63,0,0,0
167835,32,,32,35,,35,35,,35,0,,0
167899,68,66,70,24,26,23,24,26,23,0,0,0
167987,75,74,75,20,23,19,20,22,19,0,0,0
167996,68,60,74,14,14,14,14,14,14,0,0,0
168005,84,80,86,16,17,15,16,16,15,0,0,0
168148,15,16,14,47,48,46,47,48,46,0,0,0
168218,22,,22,44,,44,44,,44,0,,0
168227,81,81,82,19,20,15,19,20,15,0,0,0
168254,85,84,87,12,13,10,12,13,10,0,0,0
168263,87,81,91,27,34,23,27,34,23,0,0,0
168281,74,70,76,18,20,16,18,20,16,0,0,0
168342,13,13,12,45,43,46,45,43,46,0,0,0
168421,49,44,63,23,21,26,23,21,26,0,0,0
168430,81,79,81,28,30,27,28,30,27,0,0,0
168528,56,53,61,19,18,20,19,18,20,0,0,0
168546,69,65,72,15,18,13,15,18,13,0,0,0
168591,62,59,65,20,22,19,20,22,19,0,0,0
168740,67,64,70,29,32,27,29,31,27,0,1,0
168786,69,65,72,20,24,18,20,23,18,0,1,0
168847,73,71,74,40,42,40,27,28,27,13,14,12
169080,77,77,77,30,32,28,30,31,28,0,1,0
169248,70,68,71,22,22,21,21,22,21,0,0,0
169327,71,71,72,61,60,65,58,59,57,3,1,9
169363,49,45,56,20,19,21,19,18,21,0,1,0
169442,44,37,47,32,34,31,31,32,30,1,1,0
169479,82,83,81,30,33,27,25,29,22,5,4,5
169655,83,83,83,77,77,83,77,77,83,0,0,0
169716,77,79,76,16,16,16,15,15,15,0,1,0
169798,74,77,72,20,22,19,20,22,19,0,0,0
169910,87,86,87,24,28,21,23,28,21,0,0,0
169983,73,75,68,21,22,18,21,22,18,0,0,0
170000,100,100,100,18,22,15,16,19,13,2,3,2
170037,78,76,78,16,17,15,15,17,15,0,0,1
170082,83,81,85,31,33,30,31,33,30,0,0,0
170286,48,48,49,45,45,44,44,45,43,0,0,1
170301,86,82,88,23,25,21,23,25,21,0,0,0
170532,76,72,79,15,16,14,15,16,14,0,0,0
170639,57,62,54,33,38,29,32,37,28,1,1,1
170675,79,80,78,19,19,18,19,19,18,0,0,0
170806,75,75,75,28,40,23,28,40,23,0,0,0
170967,100,100,100,33,37,30,31,35,29,1,2,1
170976,23,21,25,46,47,44,46,47,44,0,0,0
171100,71,69,73,28,29,27,27,28,27,1,1,0
171128,74,75,72,29,31,26,29,31,26,0,0,0
171137,62,65,59,25,31,21,24,29,20,1,1,1
171146,66,60,70,22,22,21,21,21,20,1,1,1
171456,66,65,66,32,36,29,32,36,29,0,1,0
171492,79,80,77,34,37,30,32,34,28,2,2,2
171571,83,85,82,26,28,24,25,28,24,0,1,0
171881,62,56,64,29,7,35,18,7,21,11,0,15
172033,100,100,100,100,100,100,21,33,0,79,67,100
172051,73,71,74,28,30,27,28,30,27,0,0,0
172264,73,74,72,26,25,26,26,25,26,0,0,0
172334,66,64,66,23,24,22,23,24,22,0,0,0
172440,72,70,77,9,9,11,9,8,11,0,0,1
172644,73,75,72,26,27,25,25,26,25,1,1,1
172699,80,79,80,21,23,19,20,23,19,0,0,0
173045,76,71,80,32,34,30,32,34,30,0,0,0
173124,65,66,64,28,34,25,28,33,24,1,1,1
173142,73,75,71,39,42,36,39,42,36,0,0,0
173160,79,79,78,31,29,32,30,29,31,0,1,0
173258,19,19,19,37,37,38,37,37,38,0,0,0
173300,68,63,72,22,26,20,22,26,20,0,0,0
173328,98,97,99,27,28,26,27,28,26,0,0,0
173452,84,83,85,75,63,89,75,63,89,0,0,0
173647,69,65,72,19,20,18,19,20,18,0,0,0
173665,68,63,70,18,19,17,18,19,17,0,0,0
173902,32,32,32,24,26,22,24,26,22,0,0,0
173920,63,61,64,35,36,35,35,35,34,0,0,0
173957,30,27,30,100,100,100,100,100,100,0,0,0
174020,56,53,58,28,32,25,21,25,19,7,7,6
174066,57,55,59,27,27,27,27,27,27,0,0,0
174075,68,65,72,26,25,28,25,23,28,1,2,0
174127,59,57,59,41,42,40,41,42,40,0,0,0
174154,79,100,78,43,0,48,30,0,33,13,0,14
174233,75,72,79,31,35,28,31,34,28,0,0,0
174251,57,57,56,17,15,19,17,15,18,0,0,0
174358,65,58,71,30,31,30,30,30,30,0,0,0
174437,90,85,92,42,52,37,41,51,36,1,1,0
174491,92,91,92,36,37,35,35,36,34,1,0,1
174525,100,100,100,50,50,50,50,50,50,0,0,0
174747,80,,80,27,,27,27,,27,0,,0
174783,90,89,91,27,29,25,26,29,24,1,0,1
174792,78,78,,30,30,,30,30,,0,0,
174817,92,92,92,22,27,19,22,27,19,0,0,0
174844,48,47,48,30,30,30,30,30,30,0,0,0
174862,50,47,55,32,29,36,28,25,32,4,4,4
174899,75,70,78,29,34,27,29,34,27,0,0,0
174914,81,82,79,27,29,26,27,29,25,0,0,0
175005,67,0,67,21,,21,20,,20,0,,0
175078,64,65,64,21,21,20,20,21,20,0,0,0
175227,97,99,85,60,59,62,56,56,58,3,3,3
175272,68,63,70,30,28,31,30,28,30,0,0,0
175342,58,44,67,17,21,16,17,20,16,0,1,0
175421,49,54,45,24,28,19,23,28,19,0,0,0
175430,96,93,98,51,60,43,51,60,43,0,0,0
175616,94,94,94,29,35,25,28,34,24,1,1,1
175856,68,64,69,15,19,13,14,18,12,1,2,1
175980,69,69,69,6,7,5,6,7,5,0,0,0
176017,88,86,90,23,24,21,23,24,21,0,0,0
176035,97,90,98,34,43,32,33,43,31,1,0,1
176044,65,62,67,18,24,14,17,22,14,1,2,1
176053,42,45,40,51,54,50,51,53,49,0,1,0
176080,54,55,53,35,38,34,35,37,34,0,0,0
176318,50,47,52,9,11,8,8,10,7,1,1,1
176372,97,96,98,21,21,21,21,20,21,1,1,0
176406,71,62,75,9,12,8,9,12,8,0,0,0
176479,55,61,52,50,54,47,48,53,46,1,1,1
176628,41,36,44,22,23,23,22,23,23,0,0,0
176770,39,0,41,29,,29,0,,0,29,,29
176789,78,71,84,68,49,83,57,40,71,10,9,12
176947,93,91,96,28,25,31,28,25,31,0,0,0
176965,65,65,65,34,37,31,33,36,31,1,1,0
176983,75,79,63,79,85,58,66,85,0,13,0,58
177038,100,100,100,20,0,25,20,0,25,0,0,0
177083,100,100,,100,100,,100,100,,0,0,
177117,46,,46,35,,35,35,,35,0,,0
177144,52,48,60,15,16,14,15,16,14,0,0,0
177214,64,65,64,32,33,31,32,33,31,0,0,0
177339,97,97,97,42,49,38,42,49,38,0,0,0
177418,79,86,75,30,29,30,30,29,30,0,0,0
177542,61,64,58,32,31,32,31,31,32,0,1,0
177746,57,51,58,32,36,31,32,36,31,0,0,0
177931,56,33,62,78,100,75,67,0,75,11,100,0
177968,88,85,90,23,24,23,23,23,23,1,1,0
177986,67,64,69,100,100,100,63,57,67,38,43,33
178004,0,0,0,,,,,,,,,
178059,83,81,84,28,30,27,28,30,27,0,0,0
178183,76,55,83,51,33,55,51,33,55,0,0,0
178208,100,100,100,90,100,78,34,40,27,56,60,51
178244,61,57,65,55,54,56,54,53,55,1,1,1
178341,94,95,94,34,39,31,32,36,29,2,3,2
178369,53,57,50,34,39,28,34,39,28,0,0,0
178396,81,80,81,34,37,31,33,36,31,0,0,0
178402,61,58,63,34,38,32,33,37,31,1,1,1
178411,79,82,74,29,31,22,28,31,22,0,0,0
178420,73,75,72,25,28,23,24,27,23,1,1,1
178466,54,,54,43,,43,43,,43,0,,0
178615,63,59,65,31,30,32,31,30,32,0,0,0
178624,73,74,73,21,22,20,20,21,19,0,0,1
178679,67,65,69,56,60,54,55,58,53,1,1,1
178697,10,14,8,91,98,86,91,97,85,1,1,1
178767,100,100,100,39,100,26,35,100,21,4,0,5
179043,64,66,62,19,23,16,19,23,16,0,0,0
179052,64,59,68,94,92,95,94,92,95,0,0,0
179159,58,58,59,21,20,21,21,20,21,0,0,0
179256,38,39,37,59,83,30,59,83,30,0,0,0
179265,92,94,91,36,37,35,36,37,35,0,0,0
179326,71,72,70,31,32,30,29,31,28,2,1,2
179548,56,,56,20,,20,20,,20,0,,0
179557,86,86,86,37,38,36,35,36,35,2,2,1
179566,88,88,88,40,43,39,40,42,38,1,1,1
179867,14,14,14,49,50,48,49,50,48,0,0,0
179894,57,61,55,33,35,32,32,33,31,2,2,1
179946,96,97,96,19,21,16,19,21,16,0,0,0
179955,46,50,43,31,31,31,31,31,31,0,0,0
179964,64,68,63,27,28,26,26,28,26,1,1,0
180106,69,67,70,17,17,17,17,17,17,0,0,0
180258,55,51,57,49,71,39,47,69,38,2,2,2
180416,91,92,89,32,30,38,32,29,38,0,0,0
180461,82,92,73,21,23,20,18,19,17,3,4,3
180489,94,93,95,32,33,31,29,30,28,3,3,3
180595,59,63,56,27,33,21,27,33,21,0,0,0
180692,56,57,56,60,59,61,58,58,57,2,1,3
180832,46,43,47,71,67,71,66,67,66,5,0,6
180878,72,64,73,64,67,64,61,67,60,4,0,4
180984,78,74,88,22,18,29,22,18,29,0,0,0
181002,74,75,73,16,16,15,16,16,15,0,0,0
181020,71,69,75,21,19,24,21,19,24,0,0,0
181127,67,70,64,25,25,25,25,25,25,0,0,0
181215,85,84,86,19,19,19,19,18,19,0,1,0
181297,97,100,97,63,67,63,54,67,53,9,0,10
181330,49,53,44,37,38,35,37,38,35,0,0,0
181376,39,38,40,48,47,48,48,47,48,0,0,0
181394,83,82,84,29,29,29,28,28,28,1,1,1
181446,68,65,70,30,33,28,30,33,28,0,0,0
181464,78,78,78,36,39,34,36,39,34,0,0,0
181543,100,100,100,50,33,60,50,33,60,0,0,0
181604,49,,49,44,,44,44,,44,0,,0
181738,93,91,94,20,25,17,20,25,17,0,0,0
181853,57,59,55,39,44,33,39,44,33,0,0,0
181941,100,100,100,67,76,44,67,76,44,0,0,0
182281,81,78,82,44,45,42,42,44,41,1,1,1
182290,88,86,90,44,45,44,44,44,43,1,1,1
182458,64,67,61,11,15,8,11,15,7,1,0,1
182634,90,83,93,11,10,12,11,10,12,0,0,0
182670,8,8,7,63,63,64,63,63,64,0,0,0
182795,66,62,70,12,14,11,12,14,11,0,0,0
182917,87,85,90,50,47,54,50,47,54,0,0,0
182980,100,100,100,5,5,4,5,5,4,0,0,0
183026,88,84,91,48,46,48,13,14,12,34,32,36
183044,84,79,87,18,19,17,18,19,17,0,0,0
183062,88,86,90,19,22,17,19,22,17,0,0,0
183071,91,88,93,40,40,40,39,40,38,1,0,2
183080,85,82,87,15,18,13,15,18,13,0,0,0
183211,75,67,77,19,19,19,19,19,19,0,0,0
183239,75,80,72,18,16,19,18,16,19,0,0,0
183248,,,,,,,,,,,,
183275,94,92,95,48,58,35,48,58,35,0,0,0
183822,71,66,73,14,16,13,14,15,13,0,0,0
183910,93,100,90,14,16,12,14,16,12,0,0,0
183974,75,74,76,20,19,21,20,18,20,0,0,1
184348,71,68,74,14,15,14,14,15,14,0,0,0
184603,92,91,93,21,22,21,18,20,18,3,2,4
184612,86,82,88,17,17,18,17,17,18,0,0,0
184694,94,93,94,21,22,20,21,22,20,0,0,0
184773,71,66,74,14,12,15,14,12,14,1,0,1
184782,74,75,74,25,28,21,25,28,21,0,0,0
184968,0,,0,,,,,,,,,
185129,95,94,95,22,25,20,22,25,20,0,0,0
185174,96,95,100,51,48,70,51,48,70,0,0,0
185262,69,68,69,27,29,26,26,28,25,1,1,1
185572,77,72,79,14,14,15,14,14,15,0,0,0
185590,76,71,79,32,35,31,32,34,30,0,0,0
185679,50,100,43,100,100,100,75,100,67,25,0,33
185828,73,72,74,23,25,18,22,24,18,1,1,0
186131,6,5,6,70,72,69,70,72,69,0,0,0
186186,86,86,,82,82,,82,82,,0,0,
186201,66,68,64,21,22,21,21,22,21,0,0,0
186283,71,72,71,13,15,12,13,15,12,0,0,0
186371,79,80,79,9,8,10,9,8,10,0,0,0
186380,61,62,60,29,31,27,29,31,27,0,0,0
186399,72,70,73,14,15,14,14,14,14,0,0,0
186432,81,78,83,12,14,11,12,14,11,0,0,0
186584,74,77,71,11,12,11,11,12,11,0,0,0
186618,74,67,78,14,17,11,14,17,11,0,0,0
186867,40,38,44,23,25,20,23,25,20,0,0,0
186876,76,72,79,29,32,28,29,32,28,0,0,0
186900,80,80,,75,75,,75,75,,0,0,
187134,49,48,50,24,24,23,24,24,23,0,0,0
187444,75,72,77,18,21,16,18,21,16,0,0,0
187648,58,55,60,35,40,33,35,38,33,1,1,0
187745,100,100,100,42,45,40,34,35,34,8,10,7
187912,34,37,24,83,84,79,83,84,79,0,0,0
187967,80,84,74,27,30,24,27,30,24,0,0,0
187985,94,93,95,29,31,28,29,31,28,1,0,1
188030,55,52,56,34,36,32,33,36,31,0,0,0
188182,45,55,37,70,79,57,65,76,50,5,3,7
188429,74,69,77,11,11,11,11,11,11,0,0,0
188526,71,73,70,12,15,11,12,15,11,0,0,0
188641,62,64,61,16,19,14,16,19,14,0,0,0
188669,42,41,42,38,21,42,38,21,42,0,0,0
188678,84,82,85,39,48,35,39,48,35,0,0,0
188696,47,56,46,8,8,8,8,8,8,0,0,0
188854,31,32,30,23,22,23,23,22,23,0,0,0
188915,33,0,50,100,,100,100,,100,0,,0
188942,94,,94,88,,88,88,,88,0,,0
189088,65,65,65,15,16,15,15,16,15,0,0,0
189097,12,0,12,58,,58,57,,57,1,,1
189273,81,81,,79,79,,79,79,,0,0,
189705,83,84,82,20,21,18,20,21,18,0,0,0
189848,94,90,95,11,12,11,11,12,11,0,0,0
189857,95,95,,81,81,,81,81,,0,0,
190008,67,60,71,63,67,60,63,67,60,0,0,0
190044,75,76,72,16,19,12,16,19,12,0,0,0
190099,23,20,25,35,37,34,35,37,34,0,0,0
190114,32,43,28,61,68,57,59,63,57,2,5,0
190150,5,6,5,63,62,63,61,61,62,1,1,1
190248,94,94,94,18,16,19,18,16,19,0,0,0
190372,15,17,14,50,45,57,50,45,57,0,0,0
190415,11,9,12,60,60,60,60,60,60,0,0,0
190451,44,67,43,59,50,60,50,50,50,9,0,10
190503,98,97,98,37,45,32,37,45,32,0,0,0
190512,43,43,44,26,31,21,26,31,21,0,0,0
190549,45,43,46,16,17,15,16,17,15,0,0,0
190567,46,37,55,15,19,13,15,18,12,0,0,0
190594,35,37,34,21,21,22,21,21,22,0,0,0
190600,41,38,43,25,24,25,24,23,25,0,1,0
190637,38,34,40,13,13,12,12,13,12,0,0,0
190646,90,90,90,7,6,8,7,6,8,0,0,0
190655,88,88,88,18,20,17,17,18,15,1,1,1
190664,49,47,50,19,21,18,19,21,18,0,0,0
190691,73,72,74,11,9,11,10,9,11,0,0,0
190707,45,,45,100,,100,100,,100,0,,0
190716,88,84,89,17,15,18,17,15,17,0,0,0
190725,62,58,63,21,24,20,21,24,20,0,0,0
190752,93,93,,85,85,,85,85,,0,0,
190761,78,74,80,16,18,16,16,18,16,0,0,0
190956,75,,75,67,,67,33,,33,33,,33
190983,80,76,82,15,16,14,15,16,14,0,0,0
191126,54,44,56,59,63,58,58,62,57,1,1,1
191205,34,38,28,53,57,47,53,55,47,1,1,0
191241,46,45,47,10,11,10,10,11,10,0,0,0
191515,16,17,16,35,39,31,35,39,31,0,0,0
191533,80,76,82,10,13,9,10,13,9,0,0,0
191621,93,90,94,13,14,13,13,14,13,0,0,0
191630,66,64,68,20,21,20,20,21,20,0,0,0
191649,68,64,72,9,11,8,9,11,8,0,0,0
191676,81,76,83,28,30,27,28,30,27,0,0,0
191931,84,84,84,8,9,6,8,9,6,0,0,0
191940,47,60,45,81,76,82,81,76,82,0,0,0
191968,73,72,73,15,15,14,15,15,14,0,0,0
192004,90,90,90,78,85,74,78,85,74,0,0,0
192040,59,61,58,55,57,54,55,57,54,0,0,0
192110,7,9,5,62,55,73,62,55,73,0,0,0
192192,86,80,88,16,20,14,16,20,14,0,0,0
192271,83,79,84,23,23,23,22,22,22,0,1,0
192323,74,71,75,12,14,11,12,14,11,0,0,0
192448,80,80,80,12,13,11,12,13,11,0,0,0
192509,86,85,87,71,55,79,70,54,77,1,1,2
192624,100,100,,90,90,,90,90,,0,0,
192703,74,83,65,14,14,14,14,14,14,0,0,0
192712,36,39,32,25,25,24,25,25,24,0,0,0
192749,90,87,92,13,15,12,13,15,12,0,0,0
192785,44,49,44,41,37,42,19,11,20,22,26,22
192800,100,,100,100,,100,100,,100,0,,0
192819,49,52,47,24,23,25,24,23,25,0,0,0
192864,80,74,81,10,9,10,9,9,9,0,0,0
192925,62,66,61,53,56,52,53,56,52,0,0,0
192961,100,,100,67,,67,67,,67,0,,0
193016,82,76,84,18,19,18,18,18,18,1,2,0
193052,89,89,,81,81,,81,81,,0,0,
193061,92,92,,83,83,,83,83,,0,0,
193070,70,70,,86,86,,86,86,,0,0,
193122,40,34,41,65,75,63,38,42,37,27,33,26
193247,72,72,,67,67,,67,67,,0,0,
193292,78,78,78,16,18,15,16,18,15,0,0,0
193308,48,53,45,40,39,41,36,37,35,4,2,6
193353,94,91,95,11,10,11,11,10,11,0,0,0
193380,,,,,,,,,,,,
193399,92,89,93,17,21,16,17,21,16,0,0,0
193584,64,59,67,18,20,17,18,20,17,0,0,0
193609,54,40,64,60,83,50,60,83,50,0,0,0
193654,57,54,59,28,26,28,27,25,28,1,1,1
193900,16,16,16,45,47,43,45,47,43,0,0,0
193973,89,91,88,19,20,19,19,20,19,0,0,0
194091,68,67,68,11,12,9,10,12,8,0,1,0
194116,24,30,23,27,19,29,18,13,20,9,6,9
194161,98,98,97,59,63,55,54,58,50,5,5,5
194189,50,50,,0,0,,0,0,,0,0,
194310,79,76,80,11,13,10,11,12,10,0,0,0
194392,70,72,68,20,24,15,20,24,15,0,0,0
194499,30,30,30,55,55,55,55,55,55,0,0,0
194569,31,18,50,0,0,0,0,0,0,0,0,0
194578,56,53,57,17,18,16,17,18,16,0,0,0
194657,94,94,,77,77,,77,77,,0,0,
194693,84,84,,86,86,,86,86,,0,0,
194736,94,94,,89,89,,89,89,,0,0,
194763,98,98,,95,95,,95,95,,0,0,
194824,47,46,51,19,20,18,19,20,18,0,0,0
194958,67,66,67,18,20,17,18,20,16,0,0,0
195003,71,68,75,19,20,17,19,20,17,0,0,0
195030,30,27,32,23,26,22,23,26,22,0,0,0
195128,85,81,86,18,15,19,18,15,19,0,0,0
195164,75,77,73,21,23,20,21,23,20,0,0,0
195173,78,78,78,21,23,19,20,23,19,0,0,0
195191,75,,75,50,,50,42,,42,8,,8
195216,42,36,49,20,22,20,20,22,20,0,0,0
195234,87,84,89,11,14,10,11,14,10,0,0,0
195243,81,79,82,16,18,15,16,18,14,0,0,0
195289,83,0,100,60,,60,40,,40,20,,20
195304,53,53,53,18,23,17,18,23,17,0,0,0
195438,67,67,,50,50,,50,50,,0,0,
195474,81,79,83,13,15,13,13,15,13,0,0,0
195526,30,30,30,22,26,20,22,26,20,0,0,0
195544,71,70,72,12,15,11,12,14,11,0,1,0
195562,73,72,73,34,36,33,34,36,33,0,0,1
195702,0,,0,,,,,,,,,
195720,64,65,64,20,19,20,20,19,20,0,0,0
195809,72,70,74,15,17,13,15,17,13,0,0,0
196006,67,73,60,26,30,20,26,30,20,0,0,0
196015,85,86,83,22,26,18,22,26,18,0,0,0
196024,72,73,71,21,24,18,21,24,18,0,0,0
196033,54,49,58,48,56,43,48,55,43,0,1,0
196042,55,58,51,39,41,36,38,41,35,1,1,1
196051,75,73,77,22,25,20,22,25,19,1,0,1
196060,54,56,53,18,18,17,18,18,17,0,0,0
196079,41,40,41,19,21,18,19,21,18,0,0,0
196088,61,63,60,23,26,21,23,26,21,0,0,0
196097,44,44,44,21,22,19,21,22,19,0,0,0
196103,70,66,73,31,34,28,31,34,28,0,0,0
196112,69,71,65,19,19,16,19,19,16,0,0,0
196121,55,53,56,20,22,19,20,22,19,0,0,0
196130,67,63,70,17,17,17,17,17,17,0,0,0
196149,46,40,50,20,22,19,20,22,19,0,0,0
196158,71,69,73,22,24,22,22,24,22,0,0,0
196167,65,64,66,18,18,18,18,18,18,0,0,0
196176,45,40,48,17,17,18,17,17,18,0,0,0
196185,56,51,60,21,20,21,21,20,21,0,0,0
196194,54,56,53,21,23,19,21,22,19,0,0,0
196200,68,63,71,18,18,18,18,18,18,0,0,0
196219,52,48,53,24,26,23,24,26,23,0,0,0
196237,78,74,80,21,23,20,21,23,20,0,0,0
196246,58,60,58,17,18,17,17,18,17,0,0,0
196291,74,73,78,35,37,29,35,37,29,0,0,0
196413,44,46,43,23,24,22,23,24,22,0,0,0
196431,98,98,,88,88,,88,88,,0,0,
196440,83,83,,60,60,,60,60,,0,0,
196583,83,83,,80,80,,80,80,,0,0,
196592,69,67,71,46,49,44,40,45,38,6,5,6
196866,43,43,42,21,20,22,21,20,22,0,0,0
197027,25,23,32,67,66,69,67,66,69,0,0,0
197036,12,12,11,83,84,81,83,84,81,0,0,0
197045,87,86,87,15,18,13,15,18,13,0,0,0
197133,24,30,21,32,32,33,32,32,33,0,0,0
197142,74,73,75,44,57,36,43,55,35,1,2,1
197151,71,62,75,32,34,31,32,34,31,0,0,0
197197,71,66,73,21,24,19,21,24,19,0,0,0
197221,24,22,32,84,91,67,84,91,67,0,0,0
197230,83,81,84,9,9,8,9,9,8,0,0,0
197285,94,93,95,26,28,26,26,27,25,1,1,0
197601,79,79,,83,83,,83,83,,0,0,
197647,66,66,,81,81,,81,81,,0,0,
197692,84,84,,78,78,,78,78,,0,0,
197708,55,50,62,60,64,56,59,62,56,1,2,0
197735,87,87,,90,90,,90,90,,0,0,
197744,77,77,,80,80,,80,80,,0,0,
197869,77,71,81,27,29,27,27,29,26,0,0,0
197911,45,46,45,17,24,12,17,24,12,0,0,0
197984,81,78,84,21,25,18,21,25,18,0,0,0
197993,59,,59,3,,3,3,,3,0,,0
198066,59,57,61,21,22,19,21,22,19,0,0,0
198109,28,27,28,68,75,67,57,75,56,11,0,12
198136,78,74,80,18,20,16,17,18,16,1,2,0
198215,50,54,46,21,21,20,21,21,20,0,0,0
198303,68,71,66,16,20,12,16,20,12,0,0,0
198385,18,18,18,49,51,47,49,51,47,0,0,0
198419,8,8,7,54,55,54,54,55,54,0,0,0
