UNITID,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12
110705,30,28,31,18,18,17,18,18,17,0,0,0
110714,51,51,51,13,15,11,13,15,11,0,0,0
110918,100,,100,100,,100,100,,100,0,,0
111081,25,26,25,38,44,34,38,44,34,0,0,0
111188,76,73,84,18,20,12,18,20,12,0,0,0
111948,56,54,57,22,22,22,22,22,22,0,0,0
111966,32,49,55,7,8,7,6,8,6,1,0,1
112075,71,67,73,13,17,11,13,17,11,0,0,0
112084,55,63,51,34,43,27,33,41,27,1,2,0
112260,10,10,10,52,53,52,52,53,52,0,0,0
112394,49,49,50,14,14,13,8,7,10,6,7,3
113582,87,100,85,62,50,64,54,50,55,8,0,9
113698,91,91,92,18,26,15,18,25,15,0,1,0
114354,36,36,36,64,75,61,62,68,61,1,7,0
114390,41,32,43,63,58,64,63,58,64,0,0,0
114813,66,72,63,28,29,27,27,29,27,0,0,0
115409,14,9,24,41,43,38,41,43,38,0,0,0
115728,63,57,67,10,12,10,10,12,10,0,0,0
115755,92,92,92,6,5,6,6,5,6,0,0,0
116712,100,100,100,27,60,18,0,0,0,27,60,18
117104,91,90,93,61,65,57,58,60,57,2,6,0
117140,55,54,55,13,15,12,13,14,12,0,0,0
117168,81,71,84,40,31,42,38,31,40,1,0,2
117627,55,52,57,11,12,11,11,12,11,0,0,0
117751,67,67,67,45,44,46,44,44,45,1,0,1
117946,44,45,43,18,21,16,18,21,16,0,0,0
118198,81,83,80,91,90,92,91,90,92,0,0,0
118693,63,62,63,13,14,11,13,14,11,0,0,0
118888,76,4,78,17,0,17,17,0,17,0,0,0
119173,90,68,90,21,39,20,21,39,20,0,0,0
119270,69,70,65,59,56,73,45,42,58,14,13,15
119605,89,91,87,16,10,23,7,6,9,8,4,14
119775,98,97,100,27,21,31,27,21,31,0,0,0
120166,25,25,,0,0,,0,0,,0,0,
120184,100,100,100,7,7,7,7,7,7,0,0,0
120254,37,36,37,20,24,18,20,24,18,0,0,0
120403,78,71,81,14,16,14,14,16,14,0,0,0
120537,37,35,38,43,48,40,43,48,40,0,0,0
120661,91,91,91,58,55,58,58,55,58,0,0,0
120768,5,3,5,0,0,0,0,0,0,0,0,0
120865,53,55,52,19,20,18,19,20,18,0,0,0
120883,66,66,66,9,11,8,9,11,8,0,0,0
121150,32,35,30,18,21,16,18,20,16,0,0,0
121257,14,17,12,46,46,45,46,46,45,0,0,0
121309,74,86,68,25,24,26,25,24,26,0,0,0
121345,7,9,6,54,49,59,54,49,59,0,0,0
121691,76,74,78,20,20,21,20,19,21,0,0,0
122409,34,33,35,22,22,22,22,22,21,0,0,0
122436,49,45,51,17,18,17,17,18,16,0,0,0
122454,90,78,95,13,15,13,13,15,13,0,0,0
122506,48,49,46,27,29,24,27,29,24,0,0,0
122597,67,68,67,16,17,15,15,16,15,1,1,1
122612,64,65,64,9,11,8,9,11,8,0,0,0
122728,65,67,64,38,38,39,38,37,38,1,1,0
122755,64,57,70,18,19,16,17,19,16,0,1,0
122931,49,47,51,17,19,16,17,19,16,0,0,0
123165,32,,32,29,,29,29,,29,0,,0
123280,100,100,100,50,100,0,50,100,0,0,0,0
123457,52,52,52,32,41,27,32,41,27,0,0,0
123554,81,80,82,11,12,9,11,12,9,0,0,0
123572,91,89,92,11,11,12,11,11,11,0,0,0
123651,49,50,49,25,30,23,25,30,23,0,0,0
123679,95,91,98,26,25,26,26,25,26,0,0,0
123961,11,12,11,42,41,43,42,41,43,0,0,0
124292,79,82,77,73,71,74,73,71,74,0,0,0
124706,93,96,92,51,45,53,51,45,53,0,0,0
124937,91,92,91,38,30,40,38,30,40,0,0,0
125727,65,68,63,20,23,19,20,23,19,0,0,0
125763,57,57,57,12,14,11,12,14,11,0,0,0
125897,66,67,66,16,22,12,16,22,12,0,0,0
126076,82,82,,90,90,,90,90,,0,0,
126182,99,99,99,23,27,20,21,24,20,2,3,1
126359,14,21,14,79,60,80,79,60,80,0,0,0
126562,67,67,68,25,29,22,23,26,21,2,3,2
126580,87,86,88,30,33,28,29,32,27,1,1,1
126614,78,76,80,22,23,21,22,23,21,0,0,0
126678,14,14,13,42,45,39,42,45,39,0,0,0
126687,62,67,61,41,52,40,41,52,40,0,0,0
126775,53,47,67,21,23,17,20,22,17,0,0,0
126784,100,100,100,80,82,33,80,82,33,0,0,0
126818,81,80,83,23,24,22,22,23,21,1,1,1
127060,59,58,59,11,11,11,11,11,11,0,0,0
127185,91,91,92,22,26,20,22,25,19,0,1,0
127556,78,79,78,30,34,27,28,32,25,2,2,2
127565,61,63,60,27,31,25,23,26,20,5,6,4
127653,99,95,100,23,26,21,20,23,19,2,3,2
127741,91,86,93,22,22,21,21,22,21,0,0,0
127918,71,69,72,10,9,10,10,9,10,0,0,0
127954,92,,92,83,,83,83,,83,0,,0
128106,93,92,94,24,28,20,23,27,19,1,1,1
128328,11,12,10,99,99,98,99,99,98,0,0,0
128391,84,83,85,22,25,18,21,25,18,0,0,0
128498,83,83,84,23,22,24,23,22,24,0,0,0
128586,79,79,,89,89,,89,89,,0,0,
128744,55,47,59,10,10,10,10,10,10,0,0,0
128771,66,66,66,27,28,25,27,28,25,0,0,0
128902,37,31,42,20,22,19,20,22,19,0,0,0
129020,49,47,51,21,23,19,21,23,19,0,0,0
129215,64,58,68,25,26,24,24,26,23,0,0,0
129242,57,57,57,17,17,16,17,17,16,0,0,0
129525,76,77,76,12,14,11,12,14,11,0,0,0
129774,78,80,77,14,18,11,14,18,11,0,0,0
129941,83,82,84,14,15,14,14,15,13,0,0,0
130183,97,92,98,42,47,40,21,27,19,21,19,21
130226,70,73,68,10,10,10,10,10,10,0,0,0
130253,64,58,67,21,23,21,21,23,21,0,0,0
130314,77,68,80,16,20,15,16,20,15,0,0,0
130493,69,63,74,24,25,24,24,24,23,0,0,0
130590,33,31,35,28,33,25,28,33,25,0,0,0
130624,21,17,29,67,67,68,67,67,68,0,0,0
130697,16,20,14,35,35,36,35,35,36,0,0,0
130776,76,69,81,21,24,18,20,24,18,1,1,0
130794,6,7,6,69,68,70,69,68,70,0,0,0
130934,53,49,55,24,27,23,23,26,22,1,0,1
130943,71,68,74,24,25,23,24,25,23,0,0,0
130989,57,59,55,37,40,36,37,39,36,0,1,0
131098,61,62,61,18,23,13,18,23,13,0,0,0
131159,36,34,37,26,27,26,26,27,26,0,0,0
131283,85,81,88,17,18,16,17,18,16,0,0,0
131450,61,60,62,63,66,60,63,66,60,0,0,0
131469,41,41,41,24,24,24,24,24,24,0,0,0
131496,14,15,14,48,50,47,48,50,47,0,0,0
131520,36,34,37,25,24,26,25,24,26,0,0,0
131830,100,100,100,75,50,100,75,50,100,0,0,0
131876,97,100,97,29,9,29,28,0,28,1,9,1
132408,94,95,91,38,41,34,32,34,28,7,7,6
132471,51,46,54,13,12,14,13,12,14,0,0,0
132602,84,83,85,9,13,8,9,13,8,0,0,0
132657,74,72,76,13,16,12,13,16,11,0,0,0
132842,56,,56,100,,100,80,,80,20,,20
132879,31,28,37,49,44,57,49,44,57,0,0,0
132903,44,44,44,37,40,34,36,39,34,1,1,1
133492,67,62,70,17,19,17,17,19,17,0,0,0
133526,61,58,63,11,16,9,11,16,9,0,0,0
133553,61,62,59,33,33,32,32,33,32,0,0,0
133650,36,35,36,37,40,36,37,39,35,1,1,0
133669,63,61,65,28,30,26,27,29,25,1,1,1
133711,65,56,70,22,21,22,22,21,22,0,0,0
133809,75,74,77,85,84,87,85,83,87,0,1,0
133845,77,83,76,42,39,42,36,37,36,6,3,6
133854,88,88,88,29,17,30,29,17,30,0,0,0
133863,92,90,92,61,71,59,61,71,59,0,0,0
133872,51,64,48,45,48,44,35,45,32,10,3,11
133881,66,67,63,10,12,8,10,12,8,0,0,0
133951,58,59,57,38,43,34,31,32,30,7,10,4
133979,40,42,39,13,13,13,12,12,13,1,1,1
134079,52,55,51,16,18,16,16,17,16,0,0,0
134097,36,35,36,34,35,33,33,35,32,0,0,0
134130,35,33,36,47,48,47,47,48,46,0,0,0
134945,92,90,92,14,17,12,14,17,12,0,0,0
135364,50,50,50,45,57,25,0,0,0,45,57,25
135726,27,29,25,21,20,22,21,20,21,0,0,0
136172,72,69,74,22,25,21,21,23,20,1,2,1
136215,80,80,80,17,18,17,17,18,17,0,0,0
136330,95,95,96,36,36,35,35,36,35,0,0,0
136774,64,60,66,27,29,26,27,29,26,0,0,0
136950,58,58,59,15,16,15,15,16,15,0,0,0
137032,72,72,72,21,21,21,21,21,21,0,0,0
137272,100,100,,90,90,,90,90,,0,0,
137351,48,48,48,29,31,28,29,30,28,1,1,0
137476,55,69,44,17,21,12,17,21,11,0,0,0
137546,72,70,74,10,11,9,10,11,9,0,0,0
137564,48,51,46,58,60,57,53,55,52,5,5,5
137847,45,52,41,20,21,19,20,21,19,0,0,0
137953,69,65,74,88,91,84,87,91,81,1,0,3
137962,82,72,93,35,43,28,34,41,28,1,2,0
138275,41,43,50,37,42,32,36,40,31,1,1,0
138293,42,44,38,28,25,39,28,25,39,0,0,0
138354,31,33,29,52,55,50,46,48,44,7,8,6
138558,73,78,70,62,66,59,43,47,40,19,18,20
138600,65,,65,26,,26,26,,26,0,,0
138716,66,67,66,33,36,33,31,32,31,2,4,2
138761,41,47,38,33,43,25,32,43,24,1,0,2
138868,29,33,26,53,65,41,52,64,40,1,1,0
138947,55,55,55,9,8,9,9,8,9,0,0,0
139144,71,69,71,19,20,18,19,20,18,0,0,0
139199,58,43,60,15,13,16,13,10,13,2,3,2
139205,96,94,100,44,49,37,43,49,36,1,0,1
139214,100,,100,0,,0,0,,0,0,,0
139250,87,88,87,43,45,42,37,39,35,7,6,7
139311,51,54,50,60,63,59,51,54,50,9,9,9
139366,79,92,73,46,52,43,42,46,40,4,6,3
139393,98,98,99,40,42,38,40,42,38,0,0,0
139630,46,56,35,70,67,76,69,66,75,1,0,1
139658,16,17,15,29,30,29,29,30,29,0,0,0
139719,52,54,51,24,29,21,24,29,21,0,0,0
139755,21,17,28,41,41,40,41,41,40,0,0,0
139764,58,62,57,38,42,35,37,41,34,1,1,1
139861,80,78,80,42,42,43,42,42,42,0,0,0
139931,74,77,72,43,44,43,42,43,42,1,1,1
139940,76,76,76,40,45,37,39,44,36,1,1,1
139959,45,42,47,41,44,40,41,44,40,0,0,0
139968,84,80,86,53,56,51,49,51,48,4,5,4
140234,49,50,47,30,30,32,30,30,32,0,0,0
140252,96,98,94,47,53,43,46,53,42,1,0,2
140340,90,79,94,71,32,86,53,26,63,19,5,24
140447,74,74,74,24,27,22,24,27,22,0,0,0
140553,100,100,,28,28,,28,28,,0,0,
140696,68,68,67,26,26,25,25,26,25,0,0,0
140720,65,59,68,5,10,3,5,9,3,0,1,0
140818,54,57,52,27,28,25,26,28,25,0,0,0
140872,92,90,94,32,38,26,31,38,26,0,0,0
140951,96,94,97,26,30,24,24,27,22,2,3,2
140960,33,32,34,30,36,27,29,35,26,1,1,1
140988,60,62,59,33,34,31,33,34,31,0,0,0
141060,43,,43,13,,13,13,,13,0,,0
141167,38,27,45,24,22,25,20,18,20,4,4,5
141185,60,62,59,31,31,31,30,31,30,1,0,1
141237,94,94,95,37,36,38,37,36,38,0,0,0
141264,57,60,56,36,40,34,35,39,33,1,1,1
141325,44,,44,41,,41,41,,41,1,,1
141334,59,57,61,43,45,43,41,44,41,2,2,2
141361,65,65,65,28,33,24,28,33,24,0,0,0
141486,95,94,95,19,23,17,18,23,17,1,1,1
141565,52,56,49,21,25,19,20,25,18,1,0,1
141574,58,63,58,21,26,19,21,25,18,1,1,1
141644,75,70,76,13,14,13,13,13,13,0,0,0
141981,84,82,86,37,35,38,33,30,34,4,5,4
142090,95,89,100,83,88,80,83,88,80,0,0,0
142115,77,75,80,26,25,26,25,24,25,1,1,1
142285,78,74,81,24,25,22,23,24,22,0,0,0
142294,49,51,47,31,35,28,31,35,28,0,0,0
142328,100,100,100,31,30,31,29,29,29,2,2,2
142461,86,81,88,20,24,17,20,24,17,0,0,0
142522,96,95,97,56,57,55,45,45,45,11,12,10
142957,,,,,,,,,,,,
143048,57,52,59,17,19,16,17,19,16,0,0,0
143084,57,54,58,18,20,16,18,20,16,0,0,0
143118,87,87,87,32,30,34,32,30,33,0,0,0
143288,57,55,58,31,32,30,31,32,30,0,0,0
143358,70,70,70,14,17,12,14,17,12,0,0,0
144005,63,59,65,10,11,9,9,10,9,1,1,0
144050,6,7,6,81,84,78,81,84,78,0,0,0
144281,90,86,92,26,30,24,26,29,24,0,0,0
144351,75,72,77,10,14,8,10,14,8,0,0,0
144740,68,65,71,14,17,13,14,17,13,0,0,0
144892,53,50,54,20,22,18,20,22,18,0,0,0
144962,68,67,69,18,19,18,18,19,18,0,0,0
144971,62,58,68,22,24,18,21,24,18,0,0,0
145239,62,63,62,47,80,43,47,80,43,0,0,0
145336,46,43,47,35,40,33,35,40,33,0,0,0
145354,100,,100,100,,100,100,,100,0,,0
145372,56,54,59,24,25,22,24,25,22,0,0,0
145497,100,100,100,100,100,100,100,100,100,0,0,0
145600,73,70,75,27,29,25,27,28,25,0,0,0
145619,42,42,42,17,23,14,17,23,13,0,0,0
145637,59,54,65,30,31,29,30,31,29,0,0,0
145646,61,60,62,18,22,15,18,22,15,0,0,0
145691,78,72,82,11,13,10,11,13,10,0,0,0
145725,60,59,64,19,20,17,19,20,17,0,0,0
145813,82,81,82,29,32,27,29,32,27,0,0,0
146339,39,32,73,29,25,36,27,24,34,1,1,2
146427,68,62,73,14,13,14,14,13,14,0,0,0
146481,55,51,58,14,17,13,14,17,13,0,0,0
146612,64,65,63,15,18,13,15,18,13,0,0,0
146676,67,64,69,29,35,25,29,35,24,0,0,0
146719,67,64,69,15,16,15,15,16,15,0,0,0
146755,,,,,,,,,,,,
146825,62,58,69,21,21,20,21,21,20,0,0,0
147013,63,60,67,26,30,23,26,30,23,0,0,0
147129,44,67,42,41,25,44,28,0,32,14,25,12
147244,71,65,77,19,23,16,19,23,16,0,0,0
147341,67,63,71,16,16,17,16,16,17,0,0,0
147369,94,90,98,64,60,66,58,56,59,6,4,8
147536,98,98,98,29,27,30,27,26,28,2,1,2
147660,54,53,54,15,19,13,15,19,13,0,0,0
147679,48,43,51,18,18,17,18,18,17,0,0,0
147703,48,47,49,25,28,23,25,28,23,0,0,0
147767,9,9,9,55,55,54,55,55,54,0,0,0
147776,58,55,61,16,18,15,16,17,15,1,1,1
147828,58,68,67,24,26,24,24,26,24,0,0,0
148016,91,90,92,69,74,66,69,74,66,0,0,0
148131,62,60,64,28,32,24,28,32,24,0,0,0
148335,63,68,59,24,26,21,23,25,21,0,0,0
148405,54,50,59,14,17,11,14,17,11,0,0,0
148487,67,70,66,9,10,9,9,10,9,0,0,0
148496,64,64,64,13,13,12,13,13,12,0,0,0
148584,46,45,46,23,28,20,23,28,20,0,0,0
148627,73,69,75,11,13,10,11,13,10,0,0,0
148654,77,79,75,23,25,22,23,25,21,0,0,0
148955,80,0,84,75,,75,75,,75,0,,0
149028,100,100,,100,100,,100,100,,0,0,
149222,66,69,65,29,32,27,29,31,26,1,1,0
149231,86,87,85,27,31,24,26,30,24,0,0,0
149310,96,97,93,59,64,54,59,64,54,0,0,0
149329,92,92,,86,86,,86,86,,0,0,
149505,69,70,69,24,27,22,24,27,22,0,0,0
149514,60,53,72,35,40,29,34,38,28,1,2,1
149639,85,89,78,70,69,71,70,69,71,0,0,0
149772,57,57,56,22,25,20,21,24,20,0,0,0
149781,85,86,84,38,40,37,38,40,37,0,0,0
150048,72,68,75,19,22,16,19,22,16,0,0,0
150066,63,62,63,13,15,12,13,15,12,0,0,0
150136,77,74,78,23,26,21,23,26,21,0,0,0
150145,94,92,95,24,28,22,24,28,22,0,0,0
150163,73,73,73,10,10,11,10,10,11,0,0,0
150400,64,61,67,13,17,11,13,17,11,0,0,0
150455,63,57,68,13,12,14,13,12,14,0,0,0
150534,71,71,71,15,16,14,15,16,14,0,0,0
150604,81,81,82,18,17,18,18,17,18,0,0,0
150668,63,63,63,19,20,19,19,20,19,0,0,0
150677,80,78,81,21,25,19,21,25,19,0,0,0
150756,65,61,67,14,16,13,14,16,13,0,0,0
150774,94,94,94,38,40,36,38,39,36,0,1,0
150941,75,76,75,28,31,25,25,28,23,3,3,2
151102,81,83,80,31,34,29,30,32,28,1,2,1
151111,81,78,83,35,38,34,34,37,33,1,1,1
151263,93,93,93,17,17,16,16,17,16,0,0,0
151290,60,63,56,22,25,20,22,24,20,1,1,0
151306,93,91,94,37,41,35,36,40,35,1,1,0
151324,90,87,91,21,26,19,21,25,19,0,0,0
151333,74,73,74,37,42,35,36,40,34,1,1,0
151342,78,77,78,37,42,35,35,38,33,2,4,2
151351,78,78,77,25,27,23,25,27,23,0,0,0
151360,75,73,75,37,39,36,34,36,33,3,3,3
151379,82,79,83,41,43,40,38,40,37,3,3,3
151388,63,57,65,31,30,32,29,28,29,2,3,2
151458,74,83,72,0,0,0,0,0,0,0,0,0
151467,79,84,77,25,16,29,25,16,29,0,0,0
151777,56,55,57,13,14,12,13,14,12,0,0,0
151786,62,58,64,25,29,22,25,29,22,0,0,0
151801,85,85,84,23,24,22,23,24,22,0,0,0
152080,16,16,15,58,58,59,58,58,59,0,0,0
152099,55,59,52,26,27,26,24,24,24,2,3,2
152318,74,73,79,16,15,16,16,15,16,0,0,0
152336,96,94,97,26,30,24,25,30,23,0,0,1
152381,67,59,69,30,39,28,30,39,28,1,0,1
152390,81,,81,23,,23,23,,23,0,,0
152497,69,50,73,100,100,100,100,100,100,0,0,0
152530,68,68,69,31,33,29,31,33,29,0,0,0
152567,82,85,77,19,20,16,19,20,16,0,0,0
152600,86,86,86,14,14,14,14,14,14,0,0,0
152673,64,64,0,27,27,,27,27,,0,0,
152798,,,,,,,,,,,,
153001,57,55,59,19,22,16,19,22,16,0,0,0
153108,65,66,64,19,22,17,19,22,17,0,0,0
153126,94,95,92,13,11,16,13,11,16,0,0,0
153144,63,61,65,8,11,7,8,11,7,0,0,0
153162,62,59,64,14,18,11,14,18,11,0,0,0
153241,63,100,40,0,0,0,0,0,0,0,0,0
153250,75,73,80,33,28,43,33,28,43,0,0,0
153269,68,65,70,17,16,17,17,16,17,0,0,0
153278,73,72,74,26,29,22,26,28,22,0,0,0
153302,94,93,94,49,53,47,49,53,47,0,0,0
153320,63,63,62,57,53,61,57,52,61,1,1,0
153366,58,53,62,13,15,12,13,15,12,0,0,0
153375,96,96,96,23,28,19,23,28,19,0,0,0
153384,23,22,24,25,27,23,25,27,23,0,0,0
153603,92,92,92,33,35,31,33,35,31,0,0,0
153621,58,59,58,7,10,5,7,10,5,0,0,0
153658,83,80,85,23,23,23,23,23,23,0,0,0
153825,75,77,74,29,29,29,29,29,29,0,0,0
153834,62,58,66,21,24,18,21,24,18,0,0,0
153861,81,64,86,51,29,56,51,29,56,0,0,0
153977,98,100,98,45,40,45,36,40,35,9,0,10
154004,63,65,61,16,19,13,16,19,13,0,0,0
154013,66,65,66,28,28,28,28,28,28,0,0,0
154095,79,76,81,39,37,41,39,37,40,0,0,0
154101,70,65,77,32,28,37,32,28,37,0,0,0
154235,77,94,65,13,12,14,13,12,14,0,0,0
154262,29,0,33,67,,67,44,,44,22,,22
154350,80,77,84,23,22,23,23,22,23,0,0,0
154493,51,55,46,26,26,25,26,26,25,0,0,0
154518,66,66,66,18,17,18,18,17,18,0,0,0
154527,75,72,78,13,13,13,13,13,13,0,0,0
154590,58,60,56,38,40,37,38,40,37,0,0,0
154688,88,87,88,33,40,29,33,39,29,0,0,0
154712,97,95,98,24,26,22,24,26,22,0,0,0
154721,68,68,68,31,28,37,31,28,37,0,0,0
154749,57,57,58,29,28,29,29,28,29,0,0,0
155025,85,85,85,48,50,47,48,50,47,0,0,1
155061,91,91,92,53,53,53,50,50,50,3,3,3
155070,51,51,51,56,61,52,56,61,52,0,0,0
155089,46,46,46,31,25,39,30,25,39,0,0,0
155140,88,83,91,78,81,76,77,80,75,1,1,1
155283,95,86,96,48,17,50,48,17,50,0,0,0
155317,93,91,95,29,31,28,29,30,28,0,1,0
155335,67,66,68,25,29,23,25,29,23,0,0,0
155399,95,95,95,41,42,39,40,41,39,0,0,1
155414,61,58,63,19,21,16,19,21,16,0,0,0
155423,50,56,42,77,78,74,63,71,48,14,8,26
155496,44,46,46,70,73,65,68,70,65,2,3,0
155511,52,50,59,23,25,18,23,25,18,0,0,0
155520,55,52,58,29,29,30,29,29,30,0,0,0
155627,15,16,12,66,69,59,63,65,59,2,4,0
155681,96,95,96,51,54,48,50,53,47,1,1,1
155812,84,81,87,25,21,30,25,21,30,0,0,0
155900,52,53,50,34,38,27,34,38,27,0,0,0
155937,40,39,43,22,20,28,22,20,28,0,0,0
155973,56,55,57,28,31,24,28,31,24,0,0,0
156125,92,93,91,30,30,29,29,29,28,1,1,1
156189,27,25,28,17,21,15,17,21,15,0,0,0
156213,64,64,64,33,35,32,33,34,32,0,0,0
156286,66,66,66,19,21,19,19,21,19,0,0,0
156295,30,31,30,69,74,66,69,74,66,0,0,0
156356,42,41,43,13,16,12,13,16,12,0,0,0
156365,70,69,71,23,25,21,22,25,20,1,0,1
156408,76,72,81,21,23,19,21,23,19,0,0,0
156541,80,80,80,38,42,34,38,42,34,0,0,0
156620,94,93,94,28,31,26,27,30,26,1,1,1
156745,63,62,64,18,23,15,18,23,15,0,0,0
157030,48,55,44,34,33,35,32,28,35,2,6,0
157058,81,77,83,30,36,27,24,30,21,6,6,6
157076,62,58,67,23,24,23,23,24,22,0,0,0
157085,96,95,96,30,31,29,29,31,29,0,1,0
157100,40,41,39,49,50,48,49,50,48,0,0,0
157289,69,70,69,27,30,25,25,27,23,3,3,2
157377,60,62,59,32,38,28,31,38,28,0,0,0
157386,78,77,80,21,24,20,21,24,20,0,0,0
157401,82,82,83,21,22,20,21,21,20,0,0,0
157447,90,91,89,36,40,33,35,39,32,1,1,1
157748,68,69,67,71,73,68,64,64,63,7,9,5
157757,79,78,80,21,31,16,20,30,15,1,1,0
157809,91,89,92,17,21,14,17,20,14,1,0,1
157818,90,88,91,17,19,16,17,19,16,0,0,0
157863,55,53,57,23,26,20,23,26,19,0,0,0
157951,97,96,98,34,35,33,33,35,33,0,1,0
158477,60,62,58,31,33,30,31,33,30,0,0,0
158802,39,36,40,9,9,9,9,9,9,0,0,0
159009,97,97,98,29,33,27,28,32,26,1,1,0
159382,56,54,57,31,43,27,28,38,24,4,5,3
159391,75,74,75,34,36,32,34,36,31,0,0,0
159416,84,86,83,49,59,44,48,58,43,1,1,1
159568,69,67,73,36,37,35,35,36,35,1,2,0
159647,64,66,63,42,48,37,42,48,37,0,0,0
159656,75,73,76,19,20,18,19,20,18,0,0,0
159717,81,83,79,64,64,64,63,63,63,1,1,1
159939,56,61,52,29,36,24,28,35,24,0,0,0
159966,88,89,86,50,26,99,50,25,99,0,0,0
159993,80,79,81,35,30,38,34,30,37,1,0,1
160038,82,82,82,46,44,47,44,43,44,2,2,3
160065,32,28,34,12,10,13,12,9,13,0,1,0
