UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
165024,"R",1335,"R",2414,"R",55,"R",1575,"R",0,"R",0,"R",1575,"R",1202,"R",76,"R",36,"R",0,"R",0,"R",36,"R",12,"R",33,"R",19
165033,"R",823,"R",1878,"R",44,"R",1003,"R",2,"R",0,"R",1001,"R",566,"R",57,"R",468,"R",0,"R",0,"R",468,"R",210,"R",45,"R",18
165060,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
165112,"R",710,"R",2457,"R",29,"R",995,"R",0,"R",0,"R",995,"R",586,"R",59,"R",848,"R",0,"R",0,"R",848,"R",355,"R",42,"R",19
165167,"R",6,"R",258,"R",2,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",10,"R",0,"R",0,"R",10,"R",3,"R",30,"R",10
165194,"R",264,"R",1044,"R",25,"R",313,"R",0,"R",0,"R",313,"R",171,"R",55,"R",227,"R",0,"R",0,"R",227,"R",81,"R",36,"R",11
165255,"A",,"A",,"A",,"R",28,"R",0,"R",0,"R",28,"R",25,"R",89,"R",66,"R",0,"R",0,"R",66,"R",60,"R",91,"R",12
165264,"R",1,"R",291,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
165334,"R",478,"R",532,"R",90,"R",665,"R",0,"R",0,"R",665,"R",576,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
165529,"R",513,"R",692,"R",74,"R",575,"R",0,"R",0,"R",575,"R",375,"R",65,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",12
165556,"A",,"A",,"A",,"R",93,"R",0,"R",0,"R",93,"R",60,"R",65,"R",18,"R",0,"R",0,"R",18,"R",16,"R",89,"R",31
165574,"R",295,"R",360,"R",82,"R",435,"R",0,"R",0,"R",435,"R",309,"R",71,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",16
165608,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",5,"R",63,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",8
165635,"A",,"A",,"A",,"R",103,"R",0,"R",0,"R",103,"R",72,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
165644,"R",123,"R",169,"R",73,"R",131,"R",0,"R",0,"R",131,"R",86,"R",66,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",10
165662,"R",938,"R",1149,"R",82,"R",940,"Z",0,"Z",0,"R",940,"R",755,"R",80,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",13
165671,"R",419,"R",473,"R",89,"R",582,"R",0,"R",0,"R",582,"R",430,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
165699,"R",769,"R",916,"R",84,"R",846,"R",0,"R",0,"R",846,"R",704,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
165750,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
165802,"R",183,"R",331,"R",55,"R",157,"Z",0,"Z",0,"R",157,"R",99,"R",63,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",11
165820,"R",652,"R",1039,"R",63,"R",671,"R",0,"R",0,"R",671,"R",514,"R",77,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",14
165866,"R",608,"R",959,"R",63,"R",772,"R",1,"R",0,"R",771,"R",533,"R",69,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"R",13
165884,"R",112,"R",216,"R",52,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",9
165936,"R",373,"R",404,"R",92,"R",355,"R",2,"R",0,"R",353,"R",298,"R",84,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",10
165981,"R",106,"R",660,"R",16,"R",130,"R",0,"R",0,"R",130,"R",84,"R",65,"R",169,"R",0,"R",0,"R",169,"R",79,"R",47,"R",12
166018,"R",67,"R",112,"R",60,"R",19,"R",0,"R",0,"R",19,"R",14,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
166027,"R",1404,"R",3284,"R",43,"R",1644,"R",0,"R",0,"R",1644,"R",1244,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",5
166045,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1
166054,"R",10,"R",19,"R",53,"R",13,"R",0,"R",0,"R",13,"R",9,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
166124,"R",733,"R",755,"R",97,"R",829,"Z",0,"Z",0,"R",829,"R",736,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
166133,"R",418,"R",1321,"R",32,"R",684,"R",0,"R",0,"R",684,"R",387,"R",57,"R",384,"R",0,"R",0,"R",384,"R",149,"R",39,"R",12
166391,"R",327,"R",379,"R",86,"R",453,"R",0,"R",0,"R",453,"R",366,"R",81,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
166407,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
166452,"R",313,"R",521,"R",60,"R",318,"R",0,"R",0,"R",318,"R",214,"R",67,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",9
166489,"R",9,"R",12,"R",75,"R",8,"Z",0,"Z",0,"R",8,"R",8,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
166498,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",11,"R",58,"R",12,"R",0,"R",0,"R",12,"R",7,"R",58,"R",12
166513,"R",2021,"R",3439,"R",59,"R",2345,"R",7,"R",0,"R",2338,"R",1963,"R",84,"R",34,"R",0,"R",0,"R",34,"R",18,"R",53,"R",19
166629,"R",5013,"R",6780,"R",74,"R",5698,"R",12,"R",0,"R",5686,"R",5068,"R",89,"R",33,"R",0,"R",0,"R",33,"R",10,"R",30,"R",17
166638,"R",2165,"R",3908,"R",55,"R",2081,"R",7,"Z",0,"R",2074,"R",1576,"R",76,"R",42,"R",0,"R",0,"R",42,"R",20,"R",48,"R",17
166647,"R",409,"R",1415,"R",29,"R",520,"R",0,"R",0,"R",520,"R",254,"R",49,"R",381,"R",0,"R",0,"R",381,"R",159,"R",42,"R",13
166656,"R",704,"R",1309,"R",54,"R",688,"Z",0,"Z",0,"R",688,"R",562,"R",82,"R",4,"Z",0,"Z",0,"R",4,"R",4,"R",100,"R",13
166674,"R",331,"R",471,"R",70,"R",378,"R",0,"R",0,"R",378,"R",276,"R",73,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",9
166683,"R",1070,"R",1090,"R",98,"R",1102,"R",1,"R",0,"R",1101,"R",1075,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
166692,"R",327,"R",360,"R",91,"R",404,"R",1,"R",0,"R",403,"R",351,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
166717,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
166805,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",18
166823,"R",545,"R",2015,"R",27,"R",852,"R",0,"R",0,"R",852,"R",484,"R",57,"R",461,"Z",0,"Z",0,"R",461,"R",193,"R",42,"R",14
166850,"R",1087,"R",1228,"R",89,"R",1178,"R",0,"R",0,"R",1178,"R",984,"R",84,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",15
166869,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
166887,"R",578,"R",2555,"R",23,"R",784,"R",0,"R",0,"R",784,"R",428,"R",55,"R",510,"R",0,"R",0,"R",510,"R",193,"R",38,"R",17
166911,"R",85,"R",104,"R",82,"R",104,"R",1,"R",0,"R",103,"R",81,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
166939,"R",455,"R",491,"R",93,"R",496,"R",0,"Z",0,"R",496,"R",403,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
166957,"R",285,"R",1091,"R",26,"R",405,"R",0,"R",0,"R",405,"R",216,"R",53,"R",258,"R",0,"R",0,"R",258,"R",102,"R",40,"R",14
167039,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",3,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
167057,"R",82,"R",102,"R",80,"R",117,"R",0,"R",0,"R",117,"R",96,"R",82,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",4
167260,"R",312,"R",376,"R",83,"R",342,"R",1,"R",0,"R",341,"R",245,"R",72,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",16
167288,"R",170,"R",286,"R",59,"R",285,"R",0,"R",0,"R",285,"R",204,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
167297,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",18,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
167312,"R",508,"R",1396,"R",36,"R",623,"R",0,"R",0,"R",623,"R",316,"R",51,"R",485,"R",0,"R",0,"R",485,"R",188,"R",39,"R",12
167358,"R",3128,"R",3792,"R",82,"R",2995,"R",0,"R",0,"R",2995,"R",2899,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
167376,"R",478,"R",1787,"R",27,"R",547,"Z",0,"R",0,"R",547,"R",295,"R",54,"R",409,"Z",0,"Z",0,"R",409,"R",165,"R",40,"R",21
167394,"R",121,"R",326,"R",37,"R",178,"R",0,"R",0,"R",178,"R",141,"R",79,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",12
167455,"R",18,"R",36,"R",50,"R",62,"R",0,"R",0,"R",62,"R",29,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
167525,"R",188,"R",672,"R",28,"R",194,"R",0,"R",0,"R",194,"R",112,"R",58,"R",192,"R",0,"R",0,"R",192,"R",71,"R",37,"R",25
167534,"R",797,"R",2529,"R",32,"R",641,"Z",0,"Z",0,"R",641,"R",359,"R",56,"R",692,"Z",0,"Z",0,"R",692,"R",349,"R",50,"R",15
167598,"R",206,"R",286,"R",72,"R",212,"R",0,"R",0,"R",212,"R",170,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
167631,"R",96,"R",217,"R",44,"R",156,"R",0,"R",0,"R",156,"R",108,"R",69,"R",201,"R",0,"R",0,"R",201,"R",90,"R",45,"R",15
167677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
167729,"R",965,"R",1631,"R",59,"R",997,"R",0,"R",0,"R",997,"R",733,"R",74,"R",14,"R",0,"R",0,"R",14,"R",8,"R",57,"R",14
167783,"R",441,"R",741,"R",60,"R",433,"R",0,"R",0,"R",433,"R",365,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
167792,"R",122,"R",128,"R",95,"R",148,"R",0,"R",0,"R",148,"R",111,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
167835,"R",527,"R",579,"R",91,"R",633,"R",0,"R",0,"R",633,"R",488,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
167871,"A",,"A",,"A",,"R",30,"R",0,"R",0,"R",30,"R",22,"R",73,"R",42,"R",0,"R",0,"R",42,"R",37,"R",88,"R",6
167899,"R",616,"R",664,"R",93,"R",596,"R",0,"R",0,"R",596,"R",507,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
167905,"R",440,"R",1343,"R",33,"R",707,"R",0,"R",0,"R",707,"R",415,"R",59,"R",395,"R",1,"R",0,"R",394,"R",144,"R",37,"R",12
167987,"R",1266,"R",1844,"R",69,"R",1306,"R",1,"R",0,"R",1305,"R",927,"R",71,"R",11,"R",0,"R",0,"R",11,"R",6,"R",55,"R",15
167996,"R",672,"R",708,"R",95,"R",652,"R",0,"R",0,"R",652,"R",559,"R",86,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",11
168005,"R",897,"R",1122,"R",80,"R",1071,"R",2,"R",0,"R",1069,"R",778,"R",73,"R",13,"R",0,"R",0,"R",13,"R",8,"R",62,"R",14
168032,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",6,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
168148,"R",1613,"R",1782,"R",91,"R",1613,"R",3,"R",0,"R",1610,"R",1485,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
168218,"R",581,"R",606,"R",96,"R",612,"R",0,"R",0,"R",612,"R",567,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
168227,"R",966,"R",1205,"R",80,"R",945,"R",0,"R",0,"R",945,"R",760,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
168254,"R",690,"R",777,"R",89,"R",690,"R",0,"R",0,"R",690,"R",540,"R",78,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",12
168263,"R",831,"R",1337,"R",62,"R",1039,"R",6,"R",1,"R",1034,"R",754,"R",73,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",15
168281,"R",458,"R",477,"R",96,"R",451,"R",0,"R",0,"R",451,"R",394,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
168342,"R",482,"R",530,"R",91,"R",546,"R",0,"R",0,"R",546,"R",494,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
168421,"R",1294,"R",1352,"R",96,"R",1199,"R",0,"R",0,"R",1199,"R",1142,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
168430,"R",799,"R",1184,"R",67,"R",878,"R",1,"R",0,"R",877,"R",700,"R",80,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",16
168528,"R",530,"R",608,"R",87,"R",540,"R",0,"R",0,"R",540,"R",355,"R",66,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",14
168546,"R",476,"R",523,"R",91,"R",415,"R",0,"R",0,"R",415,"R",305,"R",73,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",12
168555,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",11,"R",79,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",7
168573,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
168591,"R",396,"R",454,"R",87,"R",384,"R",0,"R",0,"R",384,"R",317,"R",83,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",13
168607,"R",201,"R",537,"R",37,"R",246,"R",0,"R",0,"R",246,"R",154,"R",63,"R",83,"R",0,"R",0,"R",83,"R",37,"R",45,"R",13
168740,"R",250,"R",354,"R",71,"R",279,"R",0,"R",0,"R",279,"R",238,"R",85,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",10
168786,"R",278,"R",446,"R",62,"R",257,"R",0,"R",0,"R",257,"R",184,"R",72,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",11
168847,"R",347,"R",1703,"R",20,"R",170,"R",0,"R",0,"R",170,"R",103,"R",61,"R",82,"R",0,"R",0,"R",82,"R",30,"R",37,"R",8
168883,"R",140,"R",647,"R",22,"R",272,"R",0,"R",0,"R",272,"R",175,"R",64,"R",70,"R",0,"R",0,"R",70,"R",32,"R",46,"R",18
168892,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",15,"R",79,"R",37,"R",0,"R",0,"R",37,"R",32,"R",86,"R",9
169080,"R",638,"R",764,"R",84,"R",778,"R",1,"R",0,"R",777,"R",676,"R",87,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",12
169187,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",7,"R",70,"R",12,"R",0,"R",0,"R",12,"R",11,"R",92,"R",6
169248,"R",2064,"R",2947,"R",70,"R",2450,"R",0,"R",0,"R",2450,"R",1961,"R",80,"R",23,"R",0,"R",0,"R",23,"R",11,"R",48,"R",18
169275,"R",412,"R",1549,"R",27,"R",670,"R",0,"R",0,"R",670,"R",330,"R",49,"R",624,"R",0,"R",0,"R",624,"R",209,"R",33,"R",10
169284,"A",,"A",,"A",,"R",67,"R",0,"Z",0,"R",67,"R",47,"R",70,"R",18,"R",0,"Z",0,"R",18,"R",10,"R",56,"R",17
169327,"R",120,"R",143,"R",84,"R",92,"R",0,"R",0,"R",92,"R",75,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
169363,"R",250,"R",311,"R",80,"R",219,"R",0,"R",0,"R",219,"R",149,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
169442,"R",326,"R",472,"R",69,"R",287,"R",0,"R",0,"R",287,"R",200,"R",70,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",10
169479,"R",518,"R",1589,"R",33,"R",392,"R",0,"R",0,"R",392,"R",308,"R",79,"R",73,"R",0,"R",0,"R",73,"R",44,"R",60,"R",13
169503,"A",,"A",,"A",,"R",24,"R",0,"R",0,"R",24,"R",1,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
169521,"R",799,"R",2135,"R",37,"R",966,"R",0,"R",0,"R",966,"R",572,"R",59,"R",581,"R",0,"R",0,"R",581,"R",217,"R",37,"R",14
169576,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
169655,"A",,"A",,"A",,"R",244,"R",2,"R",0,"R",242,"R",168,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
169716,"R",399,"R",781,"R",51,"R",514,"R",0,"R",0,"R",514,"R",443,"R",86,"R",16,"R",0,"R",0,"R",16,"R",13,"R",81,"R",11
169734,"A",,"A",,"A",,"R",112,"R",0,"R",0,"R",112,"R",57,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
169761,"A",,"A",,"A",,"R",112,"R",0,"R",0,"R",112,"R",61,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
169798,"R",1855,"R",3065,"R",61,"R",2123,"R",0,"R",0,"R",2123,"R",1525,"R",72,"R",29,"R",0,"R",0,"R",29,"R",15,"R",52,"R",15
169813,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
169910,"R",1497,"R",2580,"R",58,"R",497,"R",0,"Z",0,"R",497,"R",392,"R",79,"R",16,"R",0,"Z",0,"R",16,"R",7,"R",44,"R",15
169947,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",13,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
169974,"R",123,"R",392,"R",31,"R",173,"R",0,"R",0,"R",173,"R",98,"R",57,"R",71,"R",0,"R",0,"R",71,"R",28,"R",39,"R",20
169983,"R",338,"R",368,"R",92,"R",346,"R",1,"R",0,"R",345,"R",322,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
169992,"R",174,"R",426,"R",41,"R",177,"R",0,"R",0,"R",177,"R",102,"R",58,"R",38,"R",0,"R",0,"R",38,"R",15,"R",39,"R",12
170000,"R",67,"R",347,"R",19,"R",109,"R",0,"R",0,"R",109,"R",72,"R",66,"R",17,"R",0,"R",0,"R",17,"R",0,"R",0,"R",14
170037,"R",277,"R",402,"R",69,"R",285,"R",0,"R",0,"R",285,"R",244,"R",86,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
170055,"R",1386,"R",4255,"R",33,"R",1478,"R",0,"R",0,"R",1478,"R",854,"R",58,"R",1300,"R",1,"R",0,"R",1299,"R",647,"R",50,"R",17
170082,"R",3744,"R",5191,"R",72,"R",4217,"R",0,"R",0,"R",4217,"R",3506,"R",83,"R",19,"R",0,"R",0,"R",19,"R",11,"R",58,"R",16
170091,"R",38,"R",67,"R",57,"R",19,"R",0,"R",0,"R",19,"R",10,"R",53,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",12
170240,"R",1197,"R",3261,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
170286,"R",336,"R",375,"R",90,"R",340,"R",2,"R",0,"R",338,"R",327,"R",97,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",9
170301,"R",782,"R",885,"R",88,"R",725,"R",0,"R",0,"R",725,"R",631,"R",87,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",11
170444,"R",330,"R",820,"R",40,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
170532,"R",383,"R",396,"R",97,"R",395,"R",0,"R",0,"R",395,"R",328,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
170541,"R",530,"R",2289,"R",23,"R",764,"R",1,"R",0,"R",763,"R",470,"R",62,"R",607,"R",0,"R",0,"R",607,"R",238,"R",39,"R",13
170550,"R",285,"R",1208,"R",24,"R",195,"R",0,"R",0,"R",195,"R",100,"R",51,"R",200,"R",0,"R",0,"R",200,"R",71,"R",36,"R",9
170587,"R",85,"R",248,"R",34,"R",98,"R",0,"R",0,"R",98,"R",61,"R",62,"R",93,"R",0,"R",0,"R",93,"R",31,"R",33,"R",16
170611,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",17,"R",77,"R",15,"R",0,"R",0,"R",15,"R",11,"R",73,"R",16
170620,"R",290,"R",934,"R",31,"R",327,"R",0,"R",0,"R",327,"R",299,"R",91,"R",296,"R",0,"R",0,"R",296,"R",155,"R",52,"R",14
170639,"R",324,"R",494,"R",66,"R",280,"Z",0,"Z",0,"R",280,"R",205,"R",73,"R",4,"R",0,"Z",0,"R",4,"R",3,"R",75,"R",17
170657,"R",1154,"R",3206,"R",36,"R",1441,"Z",0,"Z",0,"R",1441,"R",886,"R",61,"R",938,"Z",0,"Z",0,"R",938,"R",384,"R",41,"R",12
170675,"R",365,"R",734,"R",50,"R",353,"R",0,"R",0,"R",353,"R",273,"R",77,"R",7,"R",0,"R",0,"R",7,"R",3,"R",43,"R",11
170736,"A",,"A",,"A",,"R",3,"Z",0,"Z",0,"R",3,"R",2,"R",67,"R",11,"Z",0,"Z",0,"R",11,"R",9,"R",82,"R",20
170790,"R",1570,"R",4481,"R",35,"R",1716,"R",0,"R",0,"R",1716,"R",1128,"R",66,"R",1751,"Z",0,"Z",0,"R",1751,"R",825,"R",47,"R",24
170806,"R",276,"R",653,"R",42,"R",262,"R",0,"R",0,"R",262,"R",200,"R",76,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13
170967,"R",190,"R",435,"R",44,"R",136,"Z",0,"Z",0,"R",136,"R",82,"R",60,"R",6,"Z",0,"Z",0,"R",6,"R",2,"R",33,"R",12
170976,"R",6835,"R",8263,"R",83,"R",6814,"R",2,"R",0,"R",6812,"R",6557,"R",96,"R",16,"R",0,"R",0,"R",16,"R",15,"R",94,"R",11
171012,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",11,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",34
171100,"R",8097,"R",9701,"R",83,"R",8638,"R",1,"Z",0,"R",8637,"R",7863,"R",91,"R",163,"Z",0,"Z",0,"R",163,"R",72,"R",44,"R",16
171128,"R",1197,"R",1383,"R",87,"R",1299,"R",0,"R",0,"R",1299,"R",1115,"R",86,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",13
171137,"R",959,"R",1696,"R",57,"R",978,"R",0,"R",0,"R",978,"R",805,"R",82,"R",36,"R",0,"R",0,"R",36,"R",22,"R",61,"R",16
171146,"R",520,"R",1737,"R",30,"R",576,"Z",0,"Z",0,"R",576,"R",417,"R",72,"R",28,"Z",0,"Z",0,"R",28,"R",9,"R",32,"R",14
171155,"R",330,"R",632,"R",52,"R",468,"R",0,"R",0,"R",468,"R",218,"R",47,"R",146,"R",0,"R",0,"R",146,"R",73,"R",50,"R",23
171225,"R",238,"R",803,"R",30,"R",280,"R",0,"R",0,"R",280,"R",166,"R",59,"R",181,"R",1,"R",0,"R",180,"R",60,"R",33,"R",17
171234,"R",93,"R",715,"R",13,"R",124,"R",0,"R",0,"R",124,"R",69,"R",56,"R",104,"R",0,"R",0,"R",104,"R",46,"R",44,"R",10
171304,"R",482,"R",1307,"R",37,"R",511,"R",0,"R",0,"R",511,"R",296,"R",58,"R",272,"Z",0,"Z",0,"R",272,"R",82,"R",30,"R",17
171395,"R",183,"R",549,"R",33,"R",199,"R",0,"R",0,"R",199,"R",118,"R",59,"R",59,"R",0,"R",0,"R",59,"R",21,"R",36,"R",17
171456,"R",1347,"R",1818,"R",74,"R",1198,"R",0,"R",0,"R",1198,"R",914,"R",76,"R",13,"R",0,"R",0,"R",13,"R",6,"R",46,"R",20
171483,"R",396,"R",865,"R",46,"R",32,"R",0,"R",0,"R",32,"R",27,"R",84,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",14
171492,"R",247,"R",640,"R",39,"R",280,"R",0,"R",0,"R",280,"R",221,"R",79,"R",19,"R",0,"Z",0,"R",19,"R",9,"R",47,"R",9
171535,"R",1571,"R",6722,"R",23,"R",1044,"R",0,"R",0,"R",1044,"R",690,"R",66,"R",1288,"R",0,"R",0,"R",1288,"R",741,"R",58,"R",23
171571,"R",2213,"R",3971,"R",56,"R",2633,"R",2,"R",0,"R",2631,"R",2068,"R",79,"R",34,"R",0,"R",0,"R",34,"R",23,"R",68,"R",19
171599,"R",290,"R",452,"R",64,"R",338,"R",0,"R",0,"R",338,"R",193,"R",57,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",15
171775,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",13
171881,"R",17,"R",59,"R",29,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"R",7,"R",0,"R",0,"R",7,"R",1,"R",14,"R",9
171988,"A",,"A",,"A",,"R",34,"R",0,"Z",0,"R",34,"R",30,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
171997,"A",,"A",,"A",,"R",61,"R",0,"R",0,"R",61,"R",38,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
172015,"A",,"A",,"A",,"R",54,"R",0,"R",0,"R",54,"R",33,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
172033,"R",2,"R",17,"R",12,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",10,"R",0,"R",0,"R",10,"R",6,"R",60,"R",8
172051,"R",1350,"R",1821,"R",74,"R",1458,"R",0,"R",0,"R",1458,"R",1128,"R",77,"R",12,"R",0,"R",0,"R",12,"R",8,"R",67,"R",17
