UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
101505,"R",938,"R",3939,"R",24,"R",954,"R",0,"R",0,"R",954,"R",565,"R",59,"R",633,"R",0,"R",0,"R",633,"R",272,"R",43,"R",21
101514,"R",896,"R",3008,"R",30,"R",1214,"R",0,"R",0,"R",1214,"R",746,"R",61,"R",761,"R",1,"R",0,"R",760,"R",302,"R",40,"R",21
101541,"R",72,"R",97,"R",74,"R",46,"R",0,"R",0,"R",46,"R",29,"R",63,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",5
101569,"R",455,"R",1128,"R",40,"R",671,"R",0,"R",0,"R",671,"R",343,"R",51,"R",234,"R",0,"R",0,"R",234,"R",49,"R",21,"R",16
101587,"R",245,"R",647,"R",38,"R",320,"R",0,"R",0,"R",320,"R",200,"R",63,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",14
101602,"R",278,"R",726,"R",38,"R",399,"R",0,"R",0,"R",399,"R",262,"R",66,"R",41,"R",0,"R",0,"R",41,"R",22,"R",54,"R",16
101648,"R",255,"R",263,"R",97,"R",269,"R",1,"Z",0,"R",268,"R",91,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
101675,"R",394,"R",485,"R",81,"R",304,"R",0,"R",0,"R",304,"R",168,"R",55,"R",7,"R",0,"R",0,"R",7,"R",2,"R",29,"R",15
101693,"R",249,"R",598,"R",42,"R",266,"R",0,"R",0,"R",266,"R",208,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
101709,"R",455,"R",668,"R",68,"R",482,"R",0,"R",0,"R",482,"R",378,"R",78,"R",11,"R",0,"R",0,"R",11,"R",2,"R",18,"R",12
101736,"R",487,"R",1404,"R",35,"R",589,"R",0,"R",0,"R",589,"R",335,"R",57,"R",159,"R",0,"R",0,"R",159,"R",66,"R",42,"R",16
101879,"R",905,"R",1901,"R",48,"R",1020,"R",1,"R",0,"R",1019,"R",788,"R",77,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",15
101897,"R",327,"R",862,"R",38,"R",434,"R",0,"R",0,"R",434,"R",274,"R",63,"R",127,"R",0,"R",0,"R",127,"R",44,"R",35,"R",16
101912,"R",303,"R",356,"R",85,"R",299,"R",0,"R",0,"R",299,"R",222,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
101994,"R",37,"R",127,"R",29,"R",59,"R",0,"R",0,"R",59,"R",41,"R",69,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",8
102030,"R",224,"R",798,"R",28,"R",588,"R",0,"R",0,"R",588,"R",268,"R",46,"R",159,"R",0,"R",0,"R",159,"R",42,"R",26,"R",14
102049,"R",971,"R",1050,"R",92,"R",900,"R",0,"R",0,"R",900,"R",784,"R",87,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",12
102067,"R",615,"R",1347,"R",46,"R",789,"R",0,"R",0,"R",789,"R",465,"R",59,"R",221,"R",0,"R",0,"R",221,"R",85,"R",38,"R",18
102076,"R",439,"R",984,"R",45,"R",577,"R",0,"R",0,"R",577,"R",346,"R",60,"R",69,"R",0,"R",0,"R",69,"R",22,"R",32,"R",20
102094,"R",1550,"R",2482,"R",62,"R",1600,"R",0,"R",0,"R",1600,"R",1223,"R",76,"R",17,"R",0,"R",0,"R",17,"R",9,"R",53,"R",17
102234,"R",245,"R",297,"R",82,"R",292,"R",0,"R",0,"R",292,"R",237,"R",81,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",13
102270,"R",118,"R",181,"R",65,"R",231,"R",0,"R",0,"R",231,"R",130,"R",56,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",18
102298,"R",342,"R",351,"R",97,"R",285,"R",0,"R",0,"R",285,"R",184,"R",65,"R",6,"Z",0,"Z",0,"R",6,"R",2,"R",33,"R",23
102313,"R",151,"R",462,"R",33,"R",332,"R",0,"R",0,"R",332,"R",170,"R",51,"R",133,"R",0,"R",0,"R",133,"R",30,"R",23,"R",13
102368,"R",1527,"R",3327,"R",46,"R",1365,"R",0,"R",0,"R",1365,"R",1052,"R",77,"R",250,"R",0,"R",0,"R",250,"R",95,"R",38,"R",18
102377,"R",485,"R",536,"R",90,"R",518,"R",0,"R",0,"R",518,"R",399,"R",77,"R",9,"R",0,"R",0,"R",9,"R",8,"R",89,"R",11
102395,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
102429,"R",404,"R",1219,"R",33,"R",597,"R",0,"R",0,"R",597,"R",350,"R",59,"R",167,"R",0,"R",0,"R",167,"R",85,"R",51,"R",11
102553,"R",727,"R",2062,"R",35,"R",789,"Z",0,"Z",0,"R",789,"R",538,"R",68,"R",176,"Z",0,"Z",0,"R",176,"R",65,"R",37,"R",13
102580,"R",7,"R",12,"R",58,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",6
102614,"R",513,"R",1489,"R",34,"R",348,"Z",0,"Z",0,"R",348,"R",272,"R",78,"R",33,"Z",0,"Z",0,"R",33,"R",13,"R",39,"R",11
102632,"R",105,"R",390,"R",27,"R",60,"Z",0,"Z",0,"R",60,"R",38,"R",63,"R",22,"Z",0,"Z",0,"R",22,"R",7,"R",32,"R",10
102669,"R",20,"R",101,"R",20,"R",48,"R",3,"Z",0,"R",45,"R",25,"R",56,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",8
102711,"A",,"A",,"A",,"R",62,"R",0,"R",0,"R",62,"R",50,"R",81,"R",464,"R",0,"R",0,"R",464,"R",462,"R",100,"R",12
102845,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
103501,"A",,"A",,"A",,"R",252,"R",1,"R",0,"R",251,"R",179,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
103741,"A",,"A",,"A",,"R",52,"R",0,"R",0,"R",52,"R",35,"R",67,"R",15,"R",0,"R",0,"R",15,"R",9,"R",60,"R",17
103893,"A",,"A",,"A",,"R",110,"R",0,"Z",0,"R",110,"R",79,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
103909,"A",,"A",,"A",,"R",66,"R",0,"R",0,"R",66,"R",39,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
103927,"A",,"A",,"A",,"R",41,"Z",0,"Z",0,"R",41,"R",32,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
103945,"A",,"A",,"A",,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
103954,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
103963,"A",,"A",,"A",,"R",99,"R",0,"R",0,"R",99,"R",49,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
104090,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",13,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
104151,"R",12427,"R",17702,"R",70,"R",13837,"R",120,"Z",0,"R",13717,"R",11824,"R",86,"R",128,"R",4,"Z",0,"R",124,"R",62,"R",50,"R",18
104160,"R",393,"R",2269,"R",17,"R",627,"R",0,"R",0,"R",627,"R",384,"R",61,"R",1223,"R",0,"R",0,"R",1223,"R",501,"R",41,"R",17
104179,"R",5374,"R",10018,"R",54,"R",6036,"R",19,"R",0,"R",6017,"R",5143,"R",85,"R",1647,"R",0,"R",0,"R",1647,"R",1101,"R",67,"R",15
104346,"R",324,"R",2131,"R",15,"R",514,"R",0,"R",0,"R",514,"R",260,"R",51,"R",862,"R",0,"R",0,"R",862,"R",274,"R",32,"R",15
104391,"A",,"A",,"A",,"R",56,"R",0,"R",0,"R",56,"R",47,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
104425,"R",478,"R",882,"R",54,"R",520,"R",0,"R",0,"R",520,"R",322,"R",62,"R",197,"R",0,"R",0,"R",197,"R",53,"R",27,"R",17
104434,"A",,"A",,"A",,"R",13,"R",0,"R",0,"R",13,"R",11,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
104443,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",13,"R",68,"R",5,"R",0,"Z",0,"R",5,"R",4,"R",80,"R",10
104568,"A",,"A",,"A",,"R",75,"R",0,"R",0,"R",75,"R",71,"R",95,"R",67,"R",1,"R",0,"R",66,"R",57,"R",86,"R",20
104577,"R",348,"R",1126,"R",31,"R",464,"R",0,"R",0,"R",464,"R",327,"R",70,"R",731,"R",3,"R",0,"R",728,"R",347,"R",48,"R",18
104586,"R",739,"R",859,"R",86,"R",752,"R",0,"R",0,"R",752,"R",618,"R",82,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",18
104708,"R",908,"R",2715,"R",33,"R",1397,"R",0,"Z",0,"R",1397,"R",782,"R",56,"R",985,"R",0,"Z",0,"R",985,"R",345,"R",35,"R",15
104717,"R",6615,"R",20179,"R",33,"R",5679,"R",0,"Z",0,"R",5679,"R",4177,"R",74,"R",977,"R",3,"Z",0,"R",974,"R",408,"R",42,"R",21
105145,"R",264,"R",1647,"R",16,"R",288,"R",0,"Z",0,"R",288,"R",160,"R",56,"R",295,"R",0,"Z",0,"R",295,"R",116,"R",39,"R",11
105154,"R",973,"R",3433,"R",28,"R",1289,"R",0,"Z",0,"R",1289,"R",724,"R",56,"R",1025,"R",0,"Z",0,"R",1025,"R",347,"R",34,"R",16
105206,"R",87,"R",501,"R",17,"R",156,"R",0,"R",0,"R",156,"R",84,"R",54,"R",325,"R",0,"R",0,"R",325,"R",114,"R",35,"R",12
105215,"A",,"A",,"A",,"R",168,"R",0,"R",0,"R",168,"R",122,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",33
105297,"R",80,"R",217,"R",37,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",13
105330,"R",4589,"R",7656,"R",60,"R",4772,"R",0,"R",0,"R",4772,"R",3639,"R",76,"R",678,"R",0,"R",0,"R",678,"R",370,"R",55,"R",22
105349,"R",24,"R",1402,"R",2,"R",40,"R",0,"R",0,"R",40,"R",12,"R",30,"R",86,"R",0,"R",0,"R",86,"R",25,"R",29,"R",14
105367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
105428,"R",413,"R",1783,"R",23,"R",657,"R",0,"Z",0,"R",657,"R",363,"R",55,"R",576,"R",0,"Z",0,"R",576,"R",194,"R",34,"R",13
105525,"R",825,"R",3912,"R",21,"R",1380,"R",0,"R",0,"R",1380,"R",821,"R",59,"R",1991,"R",1,"R",0,"R",1990,"R",791,"R",40,"R",16
105534,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
105543,"A",,"A",,"A",,"R",96,"R",0,"R",0,"R",96,"R",72,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
105589,"R",52,"R",120,"R",43,"R",51,"R",0,"R",0,"R",51,"R",30,"R",59,"R",0,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",9
105659,"A",,"A",,"A",,"R",297,"R",1,"R",0,"R",296,"R",230,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",34
105668,"R",109,"R",2837,"R",4,"R",88,"R",0,"Z",0,"R",88,"R",35,"R",40,"R",294,"R",0,"Z",0,"R",294,"R",77,"R",26,"R",28
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
105747,"R",403,"R",1727,"R",23,"R",411,"R",0,"Z",0,"R",411,"R",262,"R",64,"R",259,"R",0,"Z",0,"R",259,"R",92,"R",36,"R",15
105792,"R",212,"R",731,"R",29,"R",362,"R",0,"Z",0,"R",362,"R",183,"R",51,"R",238,"R",0,"Z",0,"R",238,"R",66,"R",28,"R",14
105899,"R",282,"R",418,"R",67,"R",219,"Z",0,"Z",0,"R",219,"R",102,"R",47,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",12
106041,"A",,"A",,"A",,"R",451,"R",1,"R",0,"R",450,"R",322,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",41
106111,"A",,"A",,"A",,"R",16,"R",0,"Z",0,"R",16,"R",9,"R",56,"R",11,"R",0,"Z",0,"R",11,"R",5,"R",45,"R",15
106148,"R",557,"R",1961,"R",28,"R",564,"R",0,"R",0,"R",564,"R",350,"R",62,"R",519,"R",0,"R",0,"R",519,"R",203,"R",39,"R",17
106245,"R",494,"R",1762,"R",28,"R",550,"R",0,"R",0,"R",550,"R",402,"R",73,"R",21,"R",0,"R",0,"R",21,"R",16,"R",76,"R",13
106263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
106306,"R",138,"R",265,"R",52,"R",28,"R",0,"R",0,"R",28,"R",12,"R",43,"R",8,"R",0,"R",0,"R",8,"R",3,"R",38,"R",22
106315,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
106324,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",7
106342,"R",183,"R",229,"R",80,"R",173,"R",0,"R",0,"R",173,"R",119,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
106351,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
106360,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
106397,"R",4685,"R",6204,"R",76,"R",4562,"R",2,"Z",0,"R",4560,"R",3863,"R",85,"R",39,"R",0,"Z",0,"R",39,"R",22,"R",56,"R",19
106412,"R",608,"R",864,"R",70,"R",481,"R",1,"R",0,"R",480,"R",356,"R",74,"R",7,"R",0,"Z",0,"R",7,"R",2,"R",29,"R",14
106449,"R",598,"R",792,"R",76,"R",681,"R",0,"R",0,"R",681,"R",426,"R",63,"R",63,"R",0,"R",0,"R",63,"R",23,"R",37,"R",17
106458,"R",1235,"R",2468,"R",50,"R",1333,"R",1,"Z",0,"R",1332,"R",1053,"R",79,"R",42,"Z",0,"Z",0,"R",42,"R",14,"R",33,"R",14
106467,"R",1674,"R",2014,"R",83,"R",1668,"R",0,"R",0,"R",1668,"R",1121,"R",67,"R",21,"R",0,"R",0,"R",21,"R",8,"R",38,"R",17
106485,"R",426,"R",807,"R",53,"R",262,"R",0,"R",0,"R",262,"R",196,"R",75,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",11
106494,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",5,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
106546,"R",3,"R",272,"R",1,"R",4,"Z",0,"Z",0,"R",4,"R",3,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
106625,"R",283,"R",462,"R",61,"R",294,"R",0,"R",0,"R",294,"R",142,"R",48,"R",59,"R",0,"R",0,"R",59,"R",27,"R",46,"R",14
106704,"R",1707,"R",2201,"R",78,"R",1838,"R",0,"R",0,"R",1838,"R",1449,"R",79,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",15
106713,"R",121,"R",189,"R",64,"R",105,"R",1,"R",0,"R",104,"R",59,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
106795,"R",152,"R",563,"R",27,"R",232,"R",0,"R",0,"R",232,"R",136,"R",59,"R",61,"R",0,"R",0,"R",61,"R",23,"R",38,"R",17
106810,"R",55,"R",76,"R",72,"R",27,"R",0,"R",0,"R",27,"R",20,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
106883,"R",127,"R",313,"R",41,"R",207,"R",0,"R",0,"R",207,"R",108,"R",52,"R",64,"R",0,"R",0,"R",64,"R",10,"R",16,"R",11
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
106908,"A",,"A",,"A",,"R",69,"R",1,"R",0,"R",68,"R",48,"R",71,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
106980,"R",362,"R",532,"R",68,"R",358,"R",0,"R",0,"R",358,"R",213,"R",59,"R",71,"R",0,"R",0,"R",71,"R",24,"R",34,"R",18
106999,"R",256,"R",404,"R",63,"R",250,"R",2,"R",0,"R",248,"R",130,"R",52,"R",14,"Z",0,"Z",0,"R",14,"R",9,"R",64,"R",15
107044,"R",745,"R",899,"R",83,"R",804,"R",0,"R",0,"R",804,"R",698,"R",87,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",14
107071,"R",548,"R",739,"R",74,"R",785,"R",0,"R",0,"R",785,"R",478,"R",61,"R",6,"R",0,"R",0,"R",6,"R",0,"R",0,"R",14
107080,"R",310,"R",322,"R",96,"R",284,"R",0,"R",0,"R",284,"R",233,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
107099,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
107123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
107141,"R",312,"R",744,"R",42,"R",318,"R",0,"R",0,"R",318,"R",274,"R",86,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
107220,"A",,"A",,"A",,"R",91,"R",0,"R",0,"R",91,"R",69,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
107293,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",11,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
107318,"R",74,"R",511,"R",14,"R",87,"R",0,"R",0,"R",87,"R",48,"R",55,"R",56,"R",0,"R",0,"R",56,"R",20,"R",36,"R",9
107327,"R",193,"R",467,"R",41,"R",260,"R",0,"R",0,"R",260,"R",134,"R",52,"R",43,"R",0,"R",0,"R",43,"R",9,"R",21,"R",17
107442,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
107460,"R",247,"R",388,"R",64,"R",351,"Z",0,"Z",0,"R",351,"R",203,"R",58,"R",38,"Z",0,"Z",0,"R",38,"R",21,"R",55,"R",12
107488,"A",,"A",,"A",,"R",172,"R",0,"R",0,"R",172,"R",155,"R",90,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",6
107512,"R",389,"R",650,"R",60,"R",441,"R",0,"R",0,"R",441,"R",359,"R",81,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",12
107521,"R",52,"R",138,"R",38,"R",67,"R",0,"R",0,"R",67,"R",37,"R",55,"R",26,"R",0,"R",0,"R",26,"R",5,"R",19,"R",14
107549,"R",149,"R",384,"R",39,"R",162,"Z",0,"Z",0,"R",162,"R",92,"R",57,"R",40,"Z",0,"Z",0,"R",40,"R",13,"R",33,"R",14
107558,"R",195,"R",240,"R",81,"R",209,"R",0,"R",0,"R",209,"R",145,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
107585,"R",388,"R",791,"R",49,"R",400,"R",0,"Z",0,"R",400,"R",234,"R",59,"R",98,"R",0,"Z",0,"R",98,"R",43,"R",44,"R",21
107600,"R",93,"R",139,"R",67,"R",250,"R",0,"R",0,"R",250,"R",146,"R",58,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",12
107619,"R",124,"R",183,"R",68,"R",145,"R",0,"R",0,"R",145,"R",85,"R",59,"R",16,"R",0,"R",0,"R",16,"R",7,"R",44,"R",10
107637,"R",77,"R",412,"R",19,"R",131,"R",0,"R",0,"R",131,"R",55,"R",42,"R",138,"R",0,"R",0,"R",138,"R",60,"R",43,"R",12
107655,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",9,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
107664,"R",740,"R",1400,"R",53,"R",827,"R",0,"R",0,"R",827,"R",406,"R",49,"R",254,"Z",0,"Z",0,"R",254,"R",84,"R",33,"R",17
107725,"R",134,"R",418,"R",32,"R",168,"R",0,"R",0,"R",168,"R",86,"R",51,"R",75,"R",0,"R",0,"R",75,"R",29,"R",39,"R",14
107743,"R",234,"R",399,"R",59,"R",182,"R",1,"R",0,"R",181,"R",117,"R",65,"R",28,"R",0,"R",0,"R",28,"R",18,"R",64,"R",21
107789,"A",,"A",,"A",,"R",28,"Z",0,"Z",0,"R",28,"R",20,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
107831,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",3,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"R",26
107840,"R",45,"R",53,"R",85,"R",38,"R",0,"R",0,"R",38,"R",19,"R",50,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"R",19
107877,"R",220,"R",291,"R",76,"R",198,"R",0,"R",0,"R",198,"R",104,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
107974,"R",129,"R",469,"R",28,"R",174,"R",0,"Z",0,"R",174,"R",96,"R",55,"R",60,"R",0,"R",0,"R",60,"R",23,"R",38,"R",13
107983,"R",768,"R",1112,"R",69,"R",832,"R",0,"R",0,"R",832,"R",595,"R",72,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",18
107992,"R",178,"R",313,"R",57,"R",176,"R",0,"R",0,"R",176,"R",99,"R",56,"R",71,"R",0,"R",0,"R",71,"R",21,"R",30,"R",9
108065,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",9,"R",90,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",12
