UNITID,INSTNM_IPEDS,CITY,STABBR,INSTNM_SCORECARD,CONTROL,_merge
24378008,,,,Purdue University - Purdue Polytechnic Richmond,1.0,right_only
24378009,,,,Purdue University - Purdue Polytechnic Lafayette,1.0,right_only
24378010,,,,Purdue University - Purdue Polytechnic Vincennes,1.0,right_only
24378011,,,,Purdue University - Westgate Academy,1.0,right_only
24893401,,,,ECPI University-Newport News,3.0,right_only
24893402,,,,ECPI University-Greensboro,3.0,right_only
24893403,,,,ECPI University-Charlotte,3.0,right_only
24893404,,,,ECPI University-Greenville,3.0,right_only
24893405,,,,ECPI University-Manassas,3.0,right_only
24893406,,,,ECPI University-Charleston,3.0,right_only
24893407,,,,ECPI University-Raleigh,3.0,right_only
24893408,,,,ECPI University-Columbia,3.0,right_only
24893410,,,,ECPI University-Culinary Institute of Virginia,3.0,right_only
24893411,,,,ECPI University-Virginia Beach Health Sciences,3.0,right_only
24893412,,,,ECPI University-Richmond South,3.0,right_only
24893413,,,,ECPI University-Innsbrook,3.0,right_only
24893414,,,,ECPI University-Richmond West,3.0,right_only
24893415,,,,ECPI University - Roanoke,3.0,right_only
24893416,,,,ECPI University - Orlando,3.0,right_only
24893418,,,,ECPI University - San Antonio,3.0,right_only
36662301,,,,Northwest Technology Center-Fairview,1.0,right_only
37369601,,,,Rob Roy Academy - Woonsocket,3.0,right_only
37727201,,,,Nuvani Institute-Uvalde,3.0,right_only
37728101,,,,Nuvani Institute-Del Rio,3.0,right_only
37728103,,,,Nuvani Institute-South Campus,3.0,right_only
38561901,,,,Everglades University-Orlando,2.0,right_only
38561902,,,,Everglades University-Sarasota,2.0,right_only
38561903,,,,Everglades University - Tampa,2.0,right_only
38561904,,,,Everglades University - Miami,2.0,right_only
40884401,,,,Florida National University-South Campus,3.0,right_only
40884402,,,,Florida National University Training Center,3.0,right_only
41829601,,,,Indian Capital Technology Center-Sallisaw,1.0,right_only
41829602,,,,Indian Capital Technology Center-Stilwell,1.0,right_only
41829603,,,,Indian Capital Technology Center-Tahlequah,1.0,right_only
41918301,,,,Central California School of Continuing Education -,3.0,right_only
42312001,,,,Compu-Med Vocational Careers Corp,3.0,right_only
42799101,,,,Osceola Technical College - St. Cloud Campus,1.0,right_only
42799102,,,,Osceola Technical College - Poinciana Campus,1.0,right_only
42817001,,,,Southeastern College-Miami Lakes,3.0,right_only
43018403,,,,Strayer University-White Marsh Campus,3.0,right_only
43482101,,,,Blue Cliff College,3.0,right_only
44098901,,,,Texas Barber College - Branch Campus #1,3.0,right_only
44098902,,,,Texas Barber College - Branch Campus #2,3.0,right_only
44098904,,,,Texas Barber College - Branch Campus #5,3.0,right_only
44376602,,,,Strayer University-Shelby Oaks Campus,3.0,right_only
44378403,,,,Strayer University-Center City Campus,3.0,right_only
44473201,,,,Leston College -,3.0,right_only
44652501,,,,SAE Institute of Technology-New York,3.0,right_only
44652502,,,,SAE Institute of Technology-Atlanta,3.0,right_only
44652503,,,,SAE Institute of Technology-Miami,3.0,right_only
44652504,,,,SAE Institute of Technology-Chicago,3.0,right_only
44784701,,,,Aviator College of Aeronautical Science & Technology -  Kissimmee,3.0,right_only
44867301,,,,Rasmussen University-Aurora,3.0,right_only
44867302,,,,Rasmussen University-Romeoville/Joliet,3.0,right_only
44867303,,,,Rasmussen University-Mokena/Tinley Park,3.0,right_only
44946301,,,,Academy Di Capelli -,3.0,right_only
44970001,,,,Dayton School of Medical Massage-Lima,3.0,right_only
44970002,,,,Cincinnati School of Medical Massage,3.0,right_only
44970003,,,,Cleveland Institute of Medical Massage,3.0,right_only
44970004,,,,Columbus School of Medical Massage,3.0,right_only
45057102,,,,Rasmussen University-Wausau,3.0,right_only
45098801,,,,Coastline Beauty College - Hemet,3.0,right_only
45128201,,,,Elevate Salon Institute - Elevate Salon Institute,3.0,right_only
45133401,,,,Academy of Hair Design - Austin,3.0,right_only
45175001,,,,Bryant & Stratton College-Bayshore,2.0,right_only
45175002,,,,Bryant & Stratton College-Racine,2.0,right_only
45486501,,,,Cambridge College of Healthcare & Technology,3.0,right_only
45491701,,,,Celebrity School of Beauty - Hialeah,3.0,right_only
45519601,,,,Jersey College,3.0,right_only
45519602,,,,Jersey College,3.0,right_only
45519603,,,,Jersey College,3.0,right_only
45519604,,,,Jersey College,3.0,right_only
45519605,,,,Jersey College,3.0,right_only
45519606,,,,Jersey College,3.0,right_only
45519607,,,,Jersey College - Fort Wayne,3.0,right_only
45519608,,,,Jersey College - Brooksville,3.0,right_only
45519609,,,,Jersey College - Naples,3.0,right_only
45538101,,,,Utah County Campus,3.0,right_only
45763301,,,,L'esprit Academy - Royal Oak,3.0,right_only
45891901,,,,Strayer University-Cobb Campus,3.0,right_only
45891902,,,,Strayer University-Morrow Campus,3.0,right_only
45891905,,,,Strayer University-Lithonia Campus,3.0,right_only
45891907,,,,Strayer University-Augusta Campus,3.0,right_only
45897303,,,,Strayer University-Northwest Houston,3.0,right_only
45897306,,,,Strayer University-North Dallas,3.0,right_only
45920401,,,,Unitek College,3.0,right_only
46182901,,,,Cinta Aveda Institute - San Jose,3.0,right_only
47503301,,,,Relay Graduate School of Education - Newark,2.0,right_only
47503302,,,,Relay Graduate School of Education - New Orleans,2.0,right_only
47503303,,,,Relay Graduate School of Education - Delaware,2.0,right_only
47503304,,,,Relay Graduate School of Education - Memphis,2.0,right_only
47503305,,,,Relay Graduate School of Education - Houston,2.0,right_only
47503306,,,,Relay Graduate School of Education - Chicago,2.0,right_only
47503307,,,,Relay Graduate School of Education - Baton Rouge,2.0,right_only
47503308,,,,Relay Graduate School of Education - Philadelphia & Camden,2.0,right_only
47503309,,,,Relay Graduate School of Education - Denver,2.0,right_only
47503310,,,,Relay Graduate School of Education - Nashville,2.0,right_only
47503311,,,,Relay Graduate School of Education - San Antonio,2.0,right_only
47503312,,,,Relay Graduate School of Education - Dallas-Fort Worth,2.0,right_only
47503313,,,,Relay Graduate School of Education - Washington D.C,2.0,right_only
47503314,,,,Relay Graduate School of Education - Atlanta,2.0,right_only
47503315,,,,Relay Graduate School of Education - California,2.0,right_only
47503316,,,,Relay Graduate School of Education - Indiana,2.0,right_only
47503317,,,,Relay Graduate School of Education - Connecticut,2.0,right_only
47662901,,,,Salon Institute - Columbus Campus,3.0,right_only
48065701,,,,Rasmussen University - Overland Park,3.0,right_only
48079001,,,,Rocky Vista University - Southern Utah,3.0,right_only
48092101,,,,Designer Barber & Stylist School -,3.0,right_only
48133101,,,,Sharp Edgez Barber Institute - Buffalo,3.0,right_only
48152601,,,,Chrysm Institute of Esthetics (The) - Hampton,3.0,right_only
48224601,,,,Lynnes Welding Training - Ramsey,3.0,right_only
48224602,,,,Lynnes Welding Training-Bismarck,3.0,right_only
48325801,,,,Networks Barber College,3.0,right_only
48379901,,,,East-West Healing Arts Institute - Milwaukee,3.0,right_only
48385001,,,,Alliance Computing Solutions - NYC,3.0,right_only
48387801,,,,Bay Area Medical Academy - San Jose Satellite Location,3.0,right_only
48400201,,,,High Desert Medical College - Bakerfield,3.0,right_only
48400202,,,,High Desert Medical College - Temecula,3.0,right_only
48486201,,,,University of West Los Angeles - Chatsworth,3.0,right_only
48511101,,,,Georgia Military College - Zebulon,1.0,right_only
48511103,,,,Georgia Military College - Valdosta,1.0,right_only
48511104,,,,Georgia Military College - Augusta,1.0,right_only
48511105,,,,Georgia Military College - Fairburn,1.0,right_only
48511106,,,,Georgia Military College - Robins,1.0,right_only
48511107,,,,Georgia Military College - Columbus,1.0,right_only
48511109,,,,Georgia Military College - Madison,1.0,right_only
48511110,,,,Georgia Military College - Stone Mountain,1.0,right_only
48511111,,,,Georgia Military College - Fayetteville,1.0,right_only
48511112,,,,Georgia Military College - Dublin,1.0,right_only
48616901,,,,American College of Barbering - Florence,3.0,right_only
48839601,,,,Phipps Academy of Barbering - Bradley,3.0,right_only
49005401,,,,HCI College - Fort Lauderdale Campus,3.0,right_only
49010601,,,,Virginia University of Integrative Medicine - New Jersey,2.0,right_only
49010602,,,,Virginia University of Integrative Medicine - Georgia,2.0,right_only
49146401,,,,ABC Adult School - Cabrillo Lane,1.0,right_only
49175601,,,,Urban Barber College - San Jose,3.0,right_only
49178301,,,,Wilton Simpson Technical College,1.0,right_only
49425001,,,,Valley College - Fairlawn - School of Nursing,3.0,right_only
49501301,,,,Western Maricopa Education Center - Southwest Campus,1.0,right_only
49501302,,,,Western Maricopa Education Center - Northeast Campus,1.0,right_only
49664501,,,,Burlington County Institute of Technology - Adult Education -,1.0,right_only
