INSTNM,STABBR,CNTLAFFI,IS_R1,COREXP,ENRTOT
Bowling Green State University-Main Campus,OH,1.0,0,329286993.0,17594.0
Bryant & Stratton College-Parma,OH,3.0,0,15453427.0,624.0
Capital University,OH,4.0,0,66768094.0,2263.0
Case Western Reserve University,OH,3.0,1,1138662352.0,12475.0
Cedarville University,OH,4.0,0,99720755.0,6318.0
Central Ohio Technical College,OH,1.0,0,27872770.0,3182.0
Central State University,OH,1.0,0,92888854.0,2708.0
The Christ College of Nursing and Health Sciences,OH,3.0,0,11240640.0,717.0
Cincinnati College of Mortuary Science,OH,3.0,0,3276443.0,107.0
University of Cincinnati-Main Campus,OH,1.0,1,1434074747.0,45026.0
Cincinnati State Technical and Community College,OH,1.0,0,64944840.0,9683.0
University of Cincinnati-Clermont College,OH,1.0,0,39949402.0,9479.0
University of Cincinnati-Blue Ash College,OH,1.0,0,47554340.0,7787.0
Ohio Christian University,OH,4.0,0,16540157.0,1431.0
Clark State College,OH,1.0,0,39203408.0,5077.0
Cleveland Institute of Art,OH,3.0,0,20777516.0,545.0
Cleveland Institute of Music,OH,3.0,0,20591710.0,293.0
Cleveland State University,OH,1.0,0,320860531.0,14074.0
Columbus College of Art & Design,OH,3.0,0,25275517.0,916.0
Columbus State Community College,OH,1.0,0,206708561.0,28081.0
Davis College,OH,2.0,0,5440224.0,273.0
University of Dayton,OH,4.0,1,511696000.0,10506.0
Defiance College,OH,4.0,0,15277097.0,568.0
Denison University,OH,3.0,0,152856000.0,2394.0
Edison State Community College,OH,1.0,0,24595106.0,4624.0
The University of Findlay,OH,4.0,0,84653752.0,5016.0
Franklin University,OH,3.0,0,76894000.0,9457.0
Gods Bible School and College,OH,4.0,0,5057771.0,431.0
Good Samaritan College of Nursing and Health Science,OH,4.0,0,9410587.0,690.0
Hebrew Union College-Jewish Institute of Religion,NY,4.0,0,42766809.0,240.0
Heidelberg University,OH,4.0,0,30910296.0,1091.0
Hiram College,OH,3.0,0,29512205.0,1061.0
John Carroll University,OH,4.0,0,92281303.0,2864.0
Kent State University at Ashtabula,OH,1.0,0,12334587.0,1739.0
Kent State University at East Liverpool,OH,1.0,0,5529459.0,1196.0
Kent State University at Stark,OH,1.0,0,27349882.0,3569.0
Kent State University at Trumbull,OH,1.0,0,15187344.0,2148.0
Kent State University at Tuscarawas,OH,1.0,0,15785137.0,2099.0
Kent State University at Salem,OH,1.0,0,10210899.0,1633.0
Kent State University at Kent,OH,1.0,1,506995112.0,26374.0
Kent State University at Geauga,OH,1.0,0,11784660.0,2204.0
Kenyon College,OH,3.0,0,118451476.0,2249.0
Kettering College,OH,4.0,0,20077895.0,757.0
Lake Erie College,OH,3.0,0,22758524.0,1108.0
James A. Rhodes State College,OH,1.0,0,24768536.0,4124.0
Lorain County Community College,OH,1.0,0,111219513.0,9350.0
Lourdes University,OH,4.0,0,26178271.0,964.0
Malone University,OH,4.0,0,23167217.0,1256.0
Marietta College,OH,3.0,0,43121710.0,1109.0
Marion Technical College,OH,1.0,0,18548184.0,3346.0
Mercy College of Ohio,OH,4.0,0,21795480.0,1096.0
Methodist Theological School in Ohio,OH,4.0,0,5917271.0,186.0
Miami University-Hamilton,OH,1.0,0,34197701.0,2480.0
Miami University-Middletown,OH,1.0,0,19793835.0,1190.0
Miami University-Oxford,OH,1.0,0,477227774.0,18838.0
Mount Carmel College of Nursing,OH,4.0,0,19009677.0,670.0
University of Mount Union,OH,3.0,0,54366307.0,2461.0
Mount Vernon Nazarene University,OH,4.0,0,31455249.0,1671.0
Mount St. Joseph University,OH,4.0,0,46999953.0,2265.0
Zane State College,OH,1.0,0,15258076.0,1769.0
Muskingum University,OH,4.0,0,39971942.0,1751.0
North Central State College,OH,1.0,0,21374341.0,2553.0
Northeast Ohio Medical University,OH,1.0,0,101421405.0,1029.0
University of Northwestern Ohio,OH,3.0,0,35229951.0,2525.0
Oberlin College,OH,3.0,0,170844911.0,2909.0
Ohio Dominican University,OH,4.0,0,25535283.0,1209.0
Ohio Northern University,OH,4.0,0,77408910.0,3140.0
Ohio State University-Lima Campus,OH,1.0,0,14331505.0,723.0
Ohio State University-Mansfield Campus,OH,1.0,0,16425210.0,849.0
Ohio State University-Marion Campus,OH,1.0,0,18357358.0,849.0
Ohio State University-Newark Campus,OH,1.0,0,33572687.0,2544.0
Ohio State University-Main Campus,OH,1.0,1,3536303231.0,61443.0
Ohio University-Eastern Campus,OH,1.0,0,4916302.0,1235.0
Ohio University-Chillicothe Campus,OH,1.0,0,9962100.0,2170.0
Ohio University-Southern Campus,OH,1.0,0,7273181.0,1716.0
Ohio University-Lancaster Campus,OH,1.0,0,8179849.0,2127.0
Ohio University-Main Campus,OH,1.0,1,600682588.0,26323.0
Ohio University-Zanesville Campus,OH,1.0,0,7946630.0,2009.0
Ohio Wesleyan University,OH,4.0,0,60841078.0,1525.0
Otterbein University,OH,4.0,0,58452939.0,2332.0
Payne Theological Seminary,OH,4.0,0,3614349.0,124.0
Pontifical College Josephinum,OH,4.0,0,7525659.0,88.0
Professional Skills Institute,OH,2.0,0,6908984.0,395.0
Rabbinical College Telshe,OH,4.0,0,2442746.0,64.0
University of Rio Grande,OH,3.0,0,22654614.0,2258.0
The Modern College of Design,OH,2.0,0,4542635.0,214.0
Shawnee State University,OH,1.0,0,47413108.0,3231.0
Sinclair Community College,OH,1.0,0,174825359.0,19415.0
Franciscan University of Steubenville,OH,4.0,0,64981222.0,3976.0
Tiffin University,OH,3.0,0,41613274.0,3831.0
University of Toledo,OH,1.0,1,439919652.0,14358.0
Tri-State Bible College,OH,4.0,0,471240.0,21.0
United Theological Seminary,OH,4.0,0,7615088.0,510.0
Ursuline College,OH,4.0,0,26956695.0,970.0
Walsh University,OH,4.0,0,40119542.0,2192.0
Washington State College of Ohio,OH,1.0,0,17081005.0,2025.0
Wilberforce University,OH,4.0,0,15162738.0,838.0
Wilmington College,OH,4.0,0,27451814.0,1040.0
Winebrenner Theological Seminary,OH,4.0,0,1191685.0,122.0
Wittenberg University,OH,4.0,0,50000083.0,1285.0
The College of Wooster,OH,3.0,0,81871233.0,1738.0
Wright State University-Main Campus,OH,1.0,0,226613754.0,10603.0
Wright State University-Lake Campus,OH,1.0,0,10440971.0,1356.0
Xavier University,OH,4.0,0,156742000.0,5501.0
Youngstown State University,OH,1.0,0,160059237.0,12204.0
Bacone College,OK,3.0,0,,
Oklahoma Wesleyan University,OK,4.0,0,18578002.0,880.0
Southern Nazarene University,OK,4.0,0,39532387.0,2198.0
Cameron University,OK,1.0,0,48679150.0,3696.0
University of Central Oklahoma,OK,1.0,0,200230642.0,12554.0
East Central University,OK,1.0,0,49386307.0,3377.0
Randall University,OK,4.0,0,3675866.0,298.0
Langston University,OK,1.0,0,66569260.0,1937.0
Murray State College,OK,1.0,0,24376488.0,2949.0
Spartan College of Aeronautics and Technology,OK,2.0,0,23126467.0,840.0
Northeastern State University,OK,1.0,0,106979160.0,6751.0
Northwestern Oklahoma State University,OK,1.0,0,37652446.0,2079.0
Oklahoma State University Center for Health Sciences,OK,1.0,0,144222835.0,2256.0
Oklahoma Christian University,OK,4.0,0,38519295.0,2851.0
University of Oklahoma-Health Sciences Center,OK,1.0,0,554997000.0,3680.0
Oklahoma Panhandle State University,OK,1.0,0,19969678.0,1021.0
Oklahoma State University-Main Campus,OK,1.0,1,762586497.0,27278.0
Oklahoma State University-Oklahoma City,OK,1.0,0,33543497.0,3959.0
Oklahoma Baptist University,OK,4.0,0,40237074.0,1569.0
Oklahoma City University,OK,4.0,0,73813113.0,2966.0
University of Oklahoma-Norman Campus,OK,1.0,1,911219000.0,30851.0
Oklahoma State University Institute of Technology,OK,1.0,0,32819536.0,2396.0
Oral Roberts University,OK,4.0,0,89921450.0,5936.0
Rogers State University,OK,1.0,0,38627169.0,3272.0
Rose State College,OK,1.0,0,58932743.0,7758.0
University of Science and Arts of Oklahoma,OK,1.0,0,25589308.0,1027.0
Southeastern Oklahoma State University,OK,1.0,0,84932647.0,5851.0
Southwestern Christian University,OK,4.0,0,5688742.0,399.0
Southwestern Oklahoma State University,OK,1.0,0,75421023.0,5186.0
University of Tulsa,OK,4.0,0,198030642.0,3914.0
Chemeketa Community College,OR,1.0,0,161666902.0,8098.0
Sumner College,OR,2.0,0,7539879.0,532.0
Eastern Oregon University,OR,1.0,0,68484006.0,2894.0
New Hope Christian College-Eugene,OR,4.0,0,1887260.0,56.0
George Fox University,OR,4.0,0,91125000.0,4916.0
Lane Community College,OR,1.0,0,103180481.0,6810.0
Lewis & Clark College,OR,3.0,0,122153319.0,3504.0
Linfield University,OR,3.0,0,61549452.0,1709.0
Mount Angel Seminary,OR,4.0,0,12717325.0,127.0
Mt Hood Community College,OR,1.0,0,85053000.0,6476.0
National University of Natural Medicine,OR,3.0,0,12876424.0,414.0
Bushnell University,OR,4.0,0,16710380.0,761.0
Oregon Health & Science University,OR,1.0,0,1471645000.0,2942.0
Oregon Institute of Technology,OR,1.0,0,95927052.0,5299.0
Oregon State University,OR,1.0,1,1377710196.0,37163.0
University of Oregon,OR,1.0,1,985124842.0,24404.0
Pacific Northwest College of Art,OR,3.0,0,20588800.0,466.0
Pacific University,OR,3.0,0,118513237.0,3427.0
Portland State University,OR,1.0,0,494552023.0,19951.0
University of Portland,OR,4.0,0,126128000.0,3285.0
Reed College,OR,3.0,0,96641127.0,1358.0
Southern Oregon University,OR,1.0,0,91470250.0,5113.0
Warner Pacific University,OR,4.0,0,9259742.0,378.0
Corban University,OR,4.0,0,17887497.0,1029.0
Western Seminary,OR,4.0,0,9255419.0,755.0
Willamette University,OR,3.0,0,82355200.0,2180.0
Western Oregon University,OR,1.0,0,96907586.0,3722.0
University of Western States,OR,3.0,0,31735273.0,959.0
Bryn Athyn College of the New Church,PA,4.0,0,14492238.0,255.0
Academy of Vocal Arts,PA,3.0,0,,
Albright College,PA,4.0,0,50830000.0,1380.0
Allegheny College,PA,4.0,0,65897586.0,1171.0
DeSales University,PA,4.0,0,75768846.0,2972.0
Alvernia University,PA,4.0,0,65550122.0,2796.0
American College of Financial Services,PA,3.0,0,47814799.0,5514.0
Arcadia University,PA,3.0,0,115129000.0,3404.0
Missio Theological Seminary,PA,4.0,0,1174173.0,20.0
Bryn Mawr College,PA,3.0,0,142839000.0,1679.0
Bucknell University,PA,3.0,0,250334000.0,3969.0
Carlow University,PA,4.0,0,61406730.0,2416.0
Carnegie Mellon University,PA,3.0,1,1357716394.0,15888.0
Cedar Crest College,PA,3.0,0,33726429.0,1290.0
Central Penn College,PA,2.0,0,16108778.0,684.0
Chatham University,PA,3.0,0,65507959.0,2309.0
Chestnut Hill College,PA,4.0,0,28754393.0,1288.0
Cheyney University of Pennsylvania,PA,1.0,0,38314408.0,617.0
Curtis Institute of Music,PA,3.0,0,32460397.0,161.0
Delaware Valley University,PA,3.0,0,52321892.0,2199.0
Dickinson College,PA,3.0,0,107011005.0,2314.0
Drexel University,PA,3.0,1,999143000.0,21153.0
Duquesne University,PA,4.0,0,272613000.0,8234.0
East Stroudsburg University of Pennsylvania,PA,1.0,0,103262688.0,5633.0
Eastern University,PA,4.0,0,69773130.0,8727.0
Elizabethtown College,PA,3.0,0,63039007.0,2283.0
Franklin and Marshall College,PA,3.0,0,109111267.0,1808.0
Gannon University,PA,4.0,0,96630000.0,4189.0
Geneva College,PA,4.0,0,29479685.0,1366.0
Gettysburg College,PA,3.0,0,114548899.0,2812.0
Gratz College,PA,4.0,0,6091547.0,449.0
Grove City College,PA,4.0,0,77749047.0,2383.0
Gwynedd Mercy University,PA,4.0,0,47229655.0,2017.0
Haverford College,PA,3.0,0,105290767.0,1431.0
Holy Family University,PA,4.0,0,51070823.0,3225.0
Immaculata University,PA,4.0,0,36993540.0,2512.0
Indiana University of Pennsylvania-Main Campus,PA,1.0,0,183170559.0,9073.0
Juniata College,PA,3.0,0,52063971.0,1321.0
Keystone College,PA,3.0,0,21371701.0,952.0
King's College,PA,4.0,0,50111423.0,1939.0
Kutztown University of Pennsylvania,PA,1.0,0,146979235.0,7467.0
La Roche University,PA,4.0,0,27869458.0,2153.0
La Salle University,PA,4.0,0,90704946.0,3153.0
Lackawanna College,PA,3.0,0,30808268.0,2211.0
Lafayette College,PA,4.0,0,170365000.0,2775.0
Lancaster Bible College,PA,3.0,0,33938423.0,2519.0
Lancaster Theological Seminary,PA,4.0,0,3566914.0,66.0
Lebanon Valley College,PA,4.0,0,57832143.0,2146.0
Lehigh University,PA,3.0,1,460807000.0,7692.0
Lincoln University,PA,1.0,0,50849894.0,1670.0
United Lutheran Seminary,PA,4.0,0,11333850.0,254.0
Lycoming College,PA,4.0,0,42841170.0,1012.0
Manor College,PA,4.0,0,8938594.0,567.0
Marywood University,PA,4.0,0,62946978.0,2530.0
Mercyhurst University,PA,4.0,0,76459622.0,2632.0
Messiah University,PA,4.0,0,87939684.0,3373.0
Millersville University of Pennsylvania,PA,1.0,0,137002479.0,6975.0
Misericordia University,PA,4.0,0,55433305.0,2200.0
Moore College of Art and Design,PA,3.0,0,15453756.0,549.0
Moravian University,PA,4.0,0,77374920.0,2745.0
Mount Aloysius College,PA,4.0,0,27471606.0,2955.0
Muhlenberg College,PA,4.0,0,79347791.0,1788.0
Neumann University,PA,4.0,0,44695586.0,2244.0
Salus University,PA,3.0,0,61926027.0,1106.0
Pennsylvania Institute of Technology,PA,3.0,0,11517009.0,810.0
Peirce College,PA,3.0,0,16533143.0,929.0
Pennsylvania Academy of the Fine Arts,PA,3.0,0,15321278.0,41.0
Pennsylvania College of Art and Design,PA,3.0,0,11662890.0,414.0
University of Pennsylvania,PA,3.0,1,5083196000.0,29109.0
Cairn University-Langhorne,PA,3.0,0,20485727.0,1097.0
Philadelphia College of Osteopathic Medicine,PA,3.0,0,185648740.0,2901.0
University of Pittsburgh-Bradford,PA,1.0,0,26467631.0,1009.0
University of Pittsburgh-Greensburg,PA,1.0,0,20109565.0,1321.0
University of Pittsburgh-Johnstown,PA,1.0,0,32963610.0,1813.0
University of Pittsburgh-Pittsburgh Campus,PA,1.0,1,2777465383.0,35724.0
Pittsburgh Theological Seminary,PA,4.0,0,13003577.0,202.0
Point Park University,PA,3.0,0,78952326.0,3448.0
Reconstructionist Rabbinical College,PA,4.0,0,6139955.0,46.0
Walnut Hill College,PA,2.0,0,7369854.0,175.0
Robert Morris University,PA,3.0,0,98498069.0,5275.0
Rosemont College,PA,4.0,0,15955570.0,781.0
Saint Francis University,PA,4.0,0,57039541.0,2963.0
Saint Joseph's University - Philadelphia,PA,4.0,0,244971786.0,7159.0
Saint Vincent College,PA,4.0,0,50929653.0,1440.0
Saint Vincent Seminary,PA,4.0,0,2680508.0,79.0
University of Scranton,PA,4.0,0,140078713.0,4724.0
Seton Hill University,PA,4.0,0,56219476.0,1927.0
Shippensburg University of Pennsylvania,PA,1.0,0,125253131.0,5161.0
Slippery Rock University of Pennsylvania,PA,1.0,0,148129845.0,8376.0
Saint Charles Borromeo Seminary-Overbrook,PA,4.0,0,10847930.0,170.0
Susquehanna University,PA,4.0,0,71225778.0,2255.0
Swarthmore College,PA,3.0,0,193656000.0,1623.0
Talmudical Yeshiva of Philadelphia,PA,4.0,0,5139869.0,112.0
Temple University,PA,1.0,1,1243895000.0,29640.0
Theological Seminary of the Reformed Episcopal Church,PA,4.0,0,556578.0,12.0
Thiel College,PA,4.0,0,25951229.0,950.0
Thomas Jefferson University,PA,3.0,0,747577500.0,8238.0
Trinity Anglican Seminary,PA,4.0,0,5637394.0,169.0
Ursinus College,PA,3.0,0,66741772.0,1502.0
University of Valley Forge,PA,4.0,0,12396977.0,589.0
Villanova University,PA,4.0,0,506137021.0,10041.0
Washington & Jefferson College,PA,3.0,0,45352447.0,1309.0
Waynesburg University,PA,4.0,0,34077163.0,1231.0
West Chester University of Pennsylvania,PA,1.0,0,295927586.0,17171.0
Westminster College,PA,4.0,0,33615192.0,1191.0
Westminster Theological Seminary,PA,4.0,0,16887535.0,1183.0
Widener University,PA,3.0,0,150205466.0,5713.0
Wilkes University,PA,3.0,0,97532523.0,5381.0
Wilson College,PA,4.0,0,26808719.0,1907.0
Yeshivath Beth Moshe,PA,4.0,0,4386223.0,34.0
York College of Pennsylvania,PA,3.0,0,97308290.0,3825.0
Brown University,RI,3.0,1,1274338000.0,11956.0
Bryant University,RI,3.0,0,151211000.0,3636.0
Johnson & Wales University-Providence,RI,3.0,0,138737526.0,4303.0
New England Institute of Technology,RI,3.0,0,63490096.0,1922.0
Providence College,RI,4.0,0,186020912.0,4666.0
Rhode Island College,RI,1.0,0,147146398.0,6155.0
University of Rhode Island,RI,1.0,1,560262219.0,17210.0
Rhode Island School of Design,RI,3.0,0,148783319.0,2520.0
Roger Williams University,RI,3.0,0,125247235.0,4350.0
Salve Regina University,RI,4.0,0,69058000.0,2791.0
Northpoint Bible College,MA,4.0,0,4776608.0,122.0
Allen University,SC,4.0,0,20150618.0,610.0
Anderson University,SC,4.0,0,76684653.0,4710.0
Charleston Southern University,SC,4.0,0,62326086.0,3832.0
Benedict College,SC,4.0,0,44459270.0,1691.0
Bob Jones University,SC,4.0,0,68116142.0,2734.0
Southern Wesleyan University,SC,4.0,0,15878375.0,980.0
College of Charleston,SC,1.0,0,250977669.0,11926.0
Citadel Military College of South Carolina,SC,1.0,0,92891519.0,3793.0
Claflin University,SC,4.0,0,51940565.0,1852.0
Clemson University,SC,1.0,1,1145414439.0,29077.0
Clinton College,SC,4.0,0,7845094.0,126.0
Coker University,SC,3.0,0,24307060.0,1325.0
Columbia International University,SC,3.0,0,35616237.0,2914.0
Columbia College,SC,4.0,0,27185173.0,1725.0
Converse University,SC,3.0,0,31059211.0,1787.0
Erskine College,SC,4.0,0,17726343.0,912.0
Francis Marion University,SC,1.0,0,85667040.0,4112.0
Furman University,SC,3.0,0,158193045.0,2554.0
Greenville Technical College,SC,1.0,0,112935179.0,11999.0
Lander University,SC,1.0,0,68466415.0,4378.0
Limestone University,SC,3.0,0,33269719.0,1807.0
Medical University of South Carolina,SC,1.0,1,930551464.0,3246.0
Morris College,SC,4.0,0,16631862.0,383.0
Newberry College,SC,4.0,0,36265552.0,1536.0
North Greenville University,SC,4.0,0,41858136.0,2304.0
Presbyterian College,SC,4.0,0,40646995.0,1095.0
University of South Carolina Aiken,SC,1.0,0,68178434.0,4022.0
University of South Carolina Beaufort,SC,1.0,0,44286236.0,2208.0
University of South Carolina-Columbia,SC,1.0,1,1156494619.0,38532.0
Coastal Carolina University,SC,1.0,0,245325392.0,11348.0
South Carolina State University,SC,1.0,0,121466470.0,3242.0
University of South Carolina-Upstate,SC,1.0,0,96902261.0,4916.0
Sherman College of Chiropractic,SC,3.0,0,15861793.0,387.0
Spartanburg Methodist College,SC,4.0,0,16475457.0,1119.0
Voorhees University,SC,4.0,0,33557249.0,578.0
Winthrop University,SC,1.0,0,135949983.0,4894.0
Wofford College,SC,4.0,0,75856025.0,1817.0
Augustana University,SD,4.0,0,67366019.0,2390.0
Black Hills State University,SD,1.0,0,44036902.0,3346.0
Dakota State University,SD,1.0,0,59470202.0,3774.0
Dakota Wesleyan University,SD,4.0,0,18059366.0,892.0
Mount Marty University,SD,4.0,0,20686724.0,1284.0
National American University-Rapid City,SD,2.0,0,9154920.0,903.0
Kairos University,SD,4.0,0,4990570.0,1239.0
Northern State University,SD,1.0,0,48047074.0,3708.0
Oglala Lakota College,SD,1.0,0,40209907.0,1188.0
South Dakota School of Mines and Technology,SD,1.0,0,76088761.0,2576.0
South Dakota State University,SD,1.0,0,328986035.0,12056.0
Sinte Gleska University,SD,1.0,0,18806679.0,592.0
University of Sioux Falls,SD,4.0,0,26093072.0,1450.0
Sisseton Wahpeton College,SD,1.0,0,7735652.0,206.0
University of South Dakota,SD,1.0,0,240669266.0,10619.0
American Baptist College,TN,4.0,0,5939429.0,46.0
Austin Peay State University,TN,1.0,0,209321187.0,10439.0
Baptist Health Sciences University,TN,4.0,0,30432074.0,891.0
Belmont University,TN,4.0,0,293322300.0,8803.0
Bethel University,TN,4.0,0,33906038.0,2936.0
Bryan College-Dayton,TN,4.0,0,17351492.0,1701.0
Carson-Newman University,TN,4.0,0,47413762.0,2669.0
Christian Brothers University,TN,4.0,0,40179837.0,1772.0
Pentecostal Theological Seminary,TN,4.0,0,4714466.0,517.0
Cumberland University,TN,3.0,0,30468231.0,3457.0
Lipscomb University,TN,4.0,0,140897405.0,5017.0
East Tennessee State University,TN,1.0,0,452901464.0,13728.0
Chattanooga College Medical Dental and & Technical Careers,TN,2.0,0,5292813.0,252.0
Fisk University,TN,3.0,0,39493151.0,1059.0
Welch College,TN,4.0,0,6656846.0,389.0
Freed-Hardeman University,TN,4.0,0,33076552.0,2306.0
Johnson University,TN,4.0,0,24564711.0,978.0
King University,TN,4.0,0,25161735.0,1157.0
South College,TN,2.0,0,231728822.0,11557.0
Lane College,TN,4.0,0,16696946.0,738.0
Le Moyne-Owen College,TN,4.0,0,20729431.0,659.0
Lee University,TN,4.0,0,57876415.0,3714.0
Lincoln Memorial University,TN,3.0,0,172990493.0,6081.0
The University of Tennessee Southern,TN,1.0,0,15487161.0,1046.0
Maryville College,TN,4.0,0,28744298.0,1136.0
Meharry Medical College,TN,4.0,0,152540180.0,1226.0
University of Memphis,TN,1.0,1,515910306.0,20276.0
Memphis Theological Seminary,TN,4.0,0,3526361.0,157.0
Middle Tennessee State University,TN,1.0,0,428300087.0,20488.0
Middle Tennessee School of Anesthesia Inc,TN,4.0,0,8273728.0,319.0
Rhodes College,TN,4.0,0,82065992.0,1861.0
The University of the South,TN,4.0,0,98299754.0,1724.0
Southern Adventist University,TN,4.0,0,66993816.0,3229.0
Southern College of Optometry,TN,3.0,0,34233217.0,530.0
Tennessee Wesleyan University,TN,4.0,0,19412891.0,1198.0
The University of Tennessee-Chattanooga,TN,1.0,0,234209507.0,11775.0
The University of Tennessee-Knoxville,TN,1.0,1,1444824686.0,38728.0
The University of Tennessee-Martin,TN,1.0,0,123436898.0,7499.0
Tennessee State University,TN,1.0,0,275858308.0,6310.0
Tennessee Technological University,TN,1.0,0,228233193.0,10511.0
Trevecca Nazarene University,TN,4.0,0,52019001.0,3195.0
Tusculum University,TN,4.0,0,26145730.0,1103.0
Union University,TN,4.0,0,55566949.0,2713.0
Vanderbilt University,TN,3.0,1,1435086089.0,13575.0
Abilene Christian University,TX,4.0,0,144461092.0,5219.0
Alvin Community College,TX,1.0,0,59033463.0,5872.0
Amberton University,TX,4.0,0,7445586.0,892.0
Angelo State University,TX,1.0,0,151140078.0,11542.0
Arlington Baptist University,TX,4.0,0,4330447.0,302.0
Austin College,TX,4.0,0,44555067.0,1217.0
Austin Community College District,TX,1.0,0,546138350.0,39727.0
Austin Presbyterian Theological Seminary,TX,4.0,0,10618225.0,155.0
Baptist Health System School of Health Professions,TX,2.0,0,7011002.0,575.0
Baptist Missionary Association Theological Seminary,TX,4.0,0,1504074.0,75.0
Baylor College of Medicine,TX,3.0,1,2251329681.0,1774.0
Baylor University,TX,4.0,1,943151000.0,20626.0
Brazosport College,TX,1.0,0,62274828.0,3812.0
Concordia University Texas,TX,4.0,0,45846558.0,1396.0
Texas A & M University-Corpus Christi,TX,1.0,0,288469649.0,11266.0
Dallas Baptist University,TX,4.0,0,91928600.0,4124.0
Dallas Christian College,TX,4.0,0,4732445.0,248.0
Dallas Theological Seminary,TX,4.0,0,52786395.0,2589.0
University of Dallas,TX,4.0,0,59196000.0,2078.0
Del Mar College,TX,1.0,0,156350390.0,10256.0
East Texas Baptist University,TX,4.0,0,35319661.0,1813.0
Texas A&M University-Texarkana,TX,1.0,0,69132324.0,2412.0
East Texas A&M University,TX,1.0,0,195181178.0,13252.0
Dallas College,TX,1.0,0,802253093.0,69749.0
Western Technical College,TX,2.0,0,10044033.0,611.0
Western Technical College,TX,2.0,0,20676783.0,1206.0
Episcopal Theological Seminary of the Southwest,TX,4.0,0,10638807.0,109.0
Galveston College,TX,1.0,0,31515191.0,2405.0
Grayson College,TX,1.0,0,49850925.0,4324.0
Hallmark University,TX,3.0,0,18944422.0,836.0
Hardin-Simmons University,TX,4.0,0,48779198.0,1665.0
Trinity Valley Community College,TX,1.0,0,54403656.0,5961.0
Houston Christian University,TX,4.0,0,72953519.0,4276.0
University of Houston-Clear Lake,TX,1.0,0,153276595.0,8137.0
Houston Community College,TX,1.0,0,500259955.0,53253.0
University of Houston-Downtown,TX,1.0,0,194210302.0,13730.0
University of Houston-Victoria,TX,1.0,0,66710278.0,3586.0
University of Houston,TX,1.0,1,1133852494.0,47980.0
Howard Payne University,TX,4.0,0,22100458.0,809.0
Huston-Tillotson University,TX,4.0,0,27129742.0,1059.0
University of the Incarnate Word,TX,4.0,0,185524765.0,7047.0
Jarvis Christian University,TX,4.0,0,18333027.0,622.0
Lamar University,TX,1.0,0,250074211.0,17772.0
Laredo College,TX,1.0,0,97009713.0,11029.0
Texas A & M International University,TX,1.0,0,171970589.0,8991.0
LeTourneau University,TX,4.0,0,47170995.0,3330.0
Lubbock Christian University,TX,4.0,0,32502455.0,1595.0
College of the Mainland,TX,1.0,0,64391542.0,5127.0
University of Mary Hardin-Baylor,TX,4.0,0,79103135.0,3321.0
McMurry University,TX,4.0,0,27189944.0,3175.0
Midland College,TX,1.0,0,74227875.0,5690.0
Midwestern State University,TX,1.0,0,108298487.0,5324.0
Wade College,TX,2.0,0,2587979.0,252.0
Navarro College,TX,1.0,0,51874470.0,6557.0
Lone Star College System,TX,1.0,0,557467572.0,73077.0
University of North Texas,TX,1.0,1,951618097.0,46864.0
Oblate School of Theology,TX,4.0,0,7866876.0,173.0
Odessa College,TX,1.0,0,74302267.0,9981.0
Our Lady of the Lake University,TX,4.0,0,55072458.0,1968.0
The University of Texas Rio Grande Valley,TX,1.0,0,720082285.0,33881.0
Paul Quinn College,TX,4.0,0,14879721.0,628.0
Prairie View A & M University,TX,1.0,0,271530045.0,9922.0
Rice University,TX,3.0,1,951818899.0,8961.0
Saint Edward's University,TX,4.0,0,92909679.0,3033.0
St Philip's College,TX,1.0,0,133674905.0,17299.0
University of St Thomas,TX,4.0,0,81778263.0,4301.0
Sam Houston State University,TX,1.0,0,425463126.0,21039.0
San Antonio College,TX,1.0,0,152902007.0,19901.0
San Jacinto Community College,TX,1.0,0,325162493.0,31812.0
Schreiner University,TX,4.0,0,31849853.0,1326.0
St. Mary's University,TX,4.0,0,100169112.0,3456.0
South Texas College of Law Houston,TX,3.0,0,41769780.0,1089.0
Southern Methodist University,TX,4.0,1,677179000.0,12116.0
Nelson University,TX,4.0,0,29950313.0,1794.0
Southwestern University,TX,4.0,0,61767033.0,1440.0
Stephen F Austin State University,TX,1.0,0,184948535.0,10472.0
Texas State University,TX,1.0,0,743802261.0,40674.0
Southwestern Adventist University,TX,4.0,0,21778196.0,764.0
Southwestern Christian College,TX,4.0,0,3485358.0,110.0
Sul Ross State University,TX,1.0,0,64019401.0,2384.0
Tarleton State University,TX,1.0,0,265070600.0,17433.0
University of Texas Southwestern Medical Center,TX,1.0,1,3668794977.0,2549.0
The University of Texas Health Science Center at San Antonio,TX,1.0,1,1467188723.0,3786.0
The University of Texas Medical Branch at Galveston,TX,1.0,0,1000496828.0,3241.0
Texas A&M University-Kingsville,TX,1.0,0,182452916.0,6864.0
Texas A&M University-College Station,TX,1.0,1,4119057536.0,78321.0
The University of Texas at Arlington,TX,1.0,1,798104579.0,44956.0
The University of Texas at Austin,TX,1.0,1,3609116028.0,53864.0
The University of Texas at Dallas,TX,1.0,1,1183564160.0,29886.0
The University of Texas at El Paso,TX,1.0,1,515507920.0,25039.0
The University of Texas at Tyler,TX,1.0,0,366301733.0,10362.0
Texas Chiropractic College Foundation Inc,TX,3.0,0,11406698.0,261.0
