INSTNM,STABBR,CNTLAFFI,IS_R1,COREXP,ENRTOT
Northwest Nazarene University,ID,4.0,0,44804747.0,1635.0
Brigham Young University-Idaho,ID,4.0,0,320517000.0,45585.0
College of Southern Idaho,ID,1.0,0,86643962.0,10176.0
Adler University,IL,3.0,0,43754880.0,1631.0
American Islamic College,IL,3.0,0,2081453.0,29.0
School of the Art Institute of Chicago,IL,3.0,0,138047941.0,3394.0
Augustana College,IL,4.0,0,69698559.0,2570.0
Aurora University,IL,3.0,0,90334394.0,5923.0
Bethany Theological Seminary,IN,4.0,0,4058334.0,61.0
Blackburn College,IL,4.0,0,15981950.0,513.0
Blessing Rieman College of Nursing and Health Sciences,IL,3.0,0,9700296.0,193.0
Bradley University,IL,3.0,0,129063254.0,4777.0
Catholic Theological Union at Chicago,IL,4.0,0,9024382.0,210.0
Midwestern University-Downers Grove,IL,3.0,0,179806321.0,2567.0
The Chicago School at Chicago,IL,3.0,0,30334583.0,1100.0
Chicago State University,IL,1.0,0,93054033.0,2238.0
Chicago Theological Seminary,IL,4.0,0,6738310.0,215.0
University of Chicago,IL,3.0,1,3112408256.0,18566.0
Columbia College Chicago,IL,3.0,0,153712198.0,5570.0
Concordia University-Chicago,IL,4.0,0,60809731.0,4770.0
DePaul University,IL,4.0,0,510184000.0,21210.0
East-West University,IL,3.0,0,10048997.0,468.0
Eastern Illinois University,IL,1.0,0,145622286.0,8505.0
Elmhurst University,IL,4.0,0,74347912.0,3997.0
Eureka College,IL,4.0,0,14947349.0,527.0
Garrett-Evangelical Theological Seminary,IL,4.0,0,15340059.0,313.0
Governors State University,IL,1.0,0,118637473.0,4397.0
Greenville University,IL,4.0,0,28182841.0,1104.0
Hebrew Theological College,IL,4.0,0,8361000.0,182.0
Rosalind Franklin University of Medicine and Science,IL,3.0,0,148631519.0,2021.0
University of Illinois Chicago,IL,1.0,1,2077986356.0,33906.0
Benedictine University,IL,4.0,0,56929285.0,2917.0
Illinois College of Optometry,IL,3.0,0,34479467.0,474.0
University of Illinois Urbana-Champaign,IL,1.0,1,2744285012.0,59238.0
Illinois Wesleyan University,IL,3.0,0,64365616.0,1582.0
Illinois College,IL,4.0,0,36491902.0,942.0
Illinois Institute of Technology,IL,3.0,0,284941000.0,8834.0
Illinois State University,IL,1.0,0,486735980.0,21546.0
Institute for Clinical Social Work,IL,3.0,0,1978596.0,121.0
Judson University,IL,4.0,0,20610052.0,960.0
Knox College,IL,3.0,0,49500216.0,1136.0
Lake Forest College,IL,3.0,0,60327627.0,1837.0
Lake Forest Graduate School of Management,IL,3.0,0,8896075.0,196.0
Lakeview College of Nursing,IL,3.0,0,3003047.0,66.0
Lewis University,IL,4.0,0,127093836.0,7011.0
Loyola University Chicago,IL,4.0,1,591293514.0,17384.0
Lutheran School of Theology at Chicago,IL,4.0,0,9231829.0,101.0
Trinity College of Nursing & Health Sciences,IL,3.0,0,3301407.0,65.0
McCormick Theological Seminary,IL,4.0,0,8262461.0,125.0
McKendree University,IL,4.0,0,35870797.0,2392.0
Meadville Theological School of Lombard College,IL,4.0,0,3757246.0,62.0
Methodist College,IL,3.0,0,11326986.0,267.0
Millikin University,IL,3.0,0,44160608.0,1586.0
Monmouth College,IL,4.0,0,31497429.0,713.0
Moody Bible Institute,IL,4.0,0,116907296.0,2202.0
National Louis University,IL,3.0,0,116386155.0,8915.0
National University of Health Sciences,IL,3.0,0,19917794.0,511.0
North Central College,IL,4.0,0,75450983.0,3003.0
North Park University,IL,4.0,0,62621148.0,2557.0
Northern Baptist Theological Seminary,IL,4.0,0,6047808.0,315.0
Northern Illinois University,IL,1.0,0,422462162.0,15414.0
Northwestern University,IL,3.0,1,3035012000.0,23856.0
Northeastern Illinois University,IL,1.0,0,137273904.0,5734.0
Olivet Nazarene University,IL,4.0,0,71044800.0,3339.0
Principia College,IL,3.0,0,37086657.0,339.0
Quincy University,IL,4.0,0,26234886.0,1210.0
Rockford University,IL,3.0,0,26200550.0,1241.0
Roosevelt University,IL,3.0,0,95960000.0,4281.0
Dominican University,IL,4.0,0,76088610.0,3803.0
Rush University,IL,3.0,0,357691504.0,2769.0
Saint Francis Medical Center College of Nursing,IL,4.0,0,11686964.0,605.0
University of St Francis,IL,4.0,0,43847778.0,3074.0
St. John's College-Department of Nursing,IL,4.0,0,4258319.0,132.0
Saint Xavier University,IL,4.0,0,61934302.0,3485.0
University of Illinois Springfield,IL,1.0,0,107650750.0,4628.0
St. Augustine College,IL,3.0,0,17919863.0,810.0
University of Saint Mary of the Lake,IL,4.0,0,14723267.0,200.0
Spertus College,IL,3.0,0,5167960.0,89.0
Saint Anthony College of Nursing,IL,4.0,0,6435694.0,263.0
Southern Illinois University-Carbondale,IL,1.0,1,722329787.0,11790.0
Southern Illinois University Edwardsville,IL,1.0,0,316857261.0,11893.0
Telshe Yeshiva-Chicago,IL,4.0,0,6334520.0,91.0
Trinity Christian College,IL,4.0,0,27238167.0,854.0
Trinity International University-Illinois,IL,4.0,0,24083982.0,869.0
VanderCook College of Music,IL,3.0,0,5743356.0,323.0
Western Illinois University,IL,1.0,0,169035500.0,6332.0
Wheaton College,IL,4.0,0,127494000.0,2874.0
Anderson University,IN,4.0,0,38930000.0,1228.0
Ball State University,IN,1.0,0,381156265.0,21089.0
Bethel University,IN,4.0,0,24610219.0,1167.0
Butler University,IN,3.0,0,201905000.0,5746.0
Calumet College of Saint Joseph,IN,4.0,0,14180926.0,658.0
Christian Theological Seminary,IN,4.0,0,22983912.0,151.0
Concordia Theological Seminary,IN,4.0,0,14078811.0,279.0
DePauw University,IN,3.0,0,94850884.0,1917.0
Earlham College,IN,4.0,0,54836760.0,753.0
University of Evansville,IN,4.0,0,65188473.0,2114.0
Franklin College,IN,4.0,0,27454366.0,985.0
Goshen College,IN,4.0,0,27712286.0,847.0
Grace College and Theological Seminary,IN,4.0,0,34408181.0,2304.0
Hanover College,IN,4.0,0,45796441.0,1243.0
Holy Cross College,IN,4.0,0,14407023.0,661.0
Huntington University,IN,4.0,0,34470149.0,1776.0
Purdue University Fort Wayne,IN,1.0,0,139398724.0,7206.0
Indiana University-Indianapolis,IN,1.0,1,1391395626.0,22534.0
University of Indianapolis,IN,4.0,0,120909102.0,5000.0
Indiana Institute of Technology,IN,3.0,0,22423598.0,2770.0
University of Southern Indiana,IN,1.0,0,142701183.0,9488.0
Indiana State University,IN,1.0,0,159228933.0,7895.0
Indiana University-Kokomo,IN,1.0,0,35128973.0,2921.0
Indiana University-South Bend,IN,1.0,0,55760007.0,4631.0
Indiana University-Bloomington,IN,1.0,1,1668644980.0,48424.0
Indiana University-Northwest,IN,1.0,0,47847858.0,3041.0
Indiana University-Southeast,IN,1.0,0,46400987.0,3736.0
Indiana University-East,IN,1.0,0,33765762.0,3203.0
Manchester University,IN,4.0,0,39147198.0,1276.0
Marian University,IN,4.0,0,129274400.0,3486.0
Indiana Wesleyan University-Marion,IN,4.0,0,71265452.0,2204.0
Martin University,IN,3.0,0,6312539.0,198.0
Anabaptist Mennonite Biblical Seminary,IN,4.0,0,5331567.0,145.0
Mid-America College of Funeral Service,IN,3.0,0,6070137.0,279.0
University of Notre Dame,IN,4.0,1,1308275000.0,13042.0
Oakland City University,IN,4.0,0,15162519.0,640.0
Rose-Hulman Institute of Technology,IN,3.0,0,87725354.0,2334.0
University of Saint Francis-Fort Wayne,IN,4.0,0,50112697.0,1763.0
Saint Mary-of-the-Woods College,IN,4.0,0,24487889.0,1159.0
Saint Mary's College,IN,4.0,0,60235191.0,1601.0
Saint Meinrad School of Theology,IN,4.0,0,11169520.0,183.0
Taylor University,IN,4.0,0,66300803.0,2548.0
Trine University,IN,3.0,0,58335600.0,4646.0
Valparaiso University,IN,4.0,0,95131000.0,2579.0
Vincennes University,IN,1.0,0,106246122.0,19795.0
Wabash College,IN,3.0,0,53373471.0,866.0
Allen College,IA,3.0,0,12042113.0,483.0
Briar Cliff University,IA,4.0,0,22602363.0,947.0
Buena Vista University,IA,4.0,0,35332500.0,1890.0
Central College,IA,4.0,0,34721870.0,1084.0
Clarke University,IA,4.0,0,21297600.0,962.0
Coe College,IA,4.0,0,34819524.0,1195.0
Cornell College,IA,4.0,0,40458292.0,1094.0
Divine Word College,IA,4.0,0,6591203.0,64.0
Dordt University,IA,4.0,0,45226310.0,1952.0
Drake University,IA,3.0,0,150610277.0,4345.0
University of Dubuque,IA,4.0,0,57284188.0,1757.0
Emmaus Bible College,IA,4.0,0,6033287.0,234.0
Faith Baptist Bible College and Theological Seminary,IA,4.0,0,7520131.0,611.0
Graceland University-Lamoni,IA,4.0,0,33520651.0,1102.0
Grand View University,IA,4.0,0,33909656.0,1856.0
Grinnell College,IA,3.0,0,141965000.0,1788.0
Orion Technical College,IA,2.0,0,1318208.0,41.0
Iowa State University,IA,1.0,1,1177960245.0,30380.0
University of Iowa,IA,1.0,1,1574692000.0,30779.0
Loras College,IA,4.0,0,34442514.0,1189.0
Luther College,IA,4.0,0,55059701.0,1384.0
Maharishi International University,IA,3.0,0,46652000.0,2592.0
Mercy College of Health Sciences,IA,4.0,0,17188699.0,869.0
Morningside University,IA,4.0,0,33596436.0,2056.0
Mount Mercy University,IA,4.0,0,28240617.0,1417.0
Ashford University,CA,2.0,0,244675745.0,28004.0
University of Northern Iowa,IA,1.0,0,185443497.0,9278.0
Northwestern College,IA,4.0,0,32697809.0,1705.0
Des Moines University-Osteopathic Medical Center,IA,3.0,0,89508356.0,1534.0
Palmer College of Chiropractic,IA,3.0,0,71295573.0,2161.0
Saint Ambrose University,IA,4.0,0,62303678.0,2498.0
St Luke's College,IA,4.0,0,4243816.0,176.0
Simpson College,IA,4.0,0,40680083.0,1251.0
Upper Iowa University,IA,3.0,0,35805488.0,3941.0
Waldorf University,IA,2.0,0,22960863.0,2225.0
Wartburg College,IA,4.0,0,43822164.0,1483.0
Wartburg Theological Seminary,IA,4.0,0,5810811.0,161.0
William Penn University,IA,4.0,0,23457460.0,1425.0
Baker University,KS,4.0,0,33474690.0,2017.0
Benedictine College,KS,4.0,0,50957125.0,2535.0
Bethany College,KS,4.0,0,14140374.0,615.0
Bethel College-North Newton,KS,4.0,0,14720024.0,509.0
Central Christian College of Kansas,KS,4.0,0,7389983.0,469.0
Donnelly College,KS,4.0,0,9297790.0,395.0
Emporia State University,KS,1.0,0,81876093.0,4557.0
Fort Hays State University,KS,1.0,0,142326215.0,12878.0
Barclay College,KS,4.0,0,7350032.0,219.0
Friends University,KS,3.0,0,26666796.0,1961.0
Haskell Indian Nations University,KS,1.0,0,32650796.0,978.0
Hesston College,KS,4.0,0,11465865.0,373.0
Concorde Career College-Kansas City,MO,2.0,0,15692000.0,198.0
Kansas Christian College,KS,4.0,0,2423571.0,145.0
University of Kansas,KS,1.0,1,1469795635.0,29792.0
Newman University,KS,4.0,0,26002891.0,2939.0
Kansas State University,KS,1.0,1,834388584.0,20295.0
Kansas Wesleyan University,KS,4.0,0,21553473.0,1021.0
Manhattan Christian College,KS,4.0,0,4448866.0,160.0
McPherson College,KS,4.0,0,21450763.0,878.0
MidAmerica Nazarene University,KS,4.0,0,27411100.0,1538.0
Ottawa University-Ottawa,KS,4.0,0,13600814.0,999.0
Ottawa University-Kansas City,KS,4.0,0,3596909.0,528.0
Pittsburg State University,KS,1.0,0,116646617.0,5755.0
University of Saint Mary,KS,4.0,0,27519837.0,1462.0
Southwestern College,KS,4.0,0,14811961.0,1041.0
Sterling College,KS,3.0,0,12691190.0,694.0
Tabor College,KS,4.0,0,14367000.0,621.0
Washburn University,KS,1.0,0,111094157.0,6033.0
Wichita State University,KS,1.0,0,612115520.0,16689.0
Alice Lloyd College,KY,3.0,0,14764658.0,589.0
Asbury University,KY,3.0,0,34284438.0,2100.0
Asbury Theological Seminary,KY,4.0,0,34836574.0,1689.0
Bellarmine University,KY,4.0,0,74037121.0,2886.0
Berea College,KY,3.0,0,96878518.0,1527.0
Brescia University,KY,4.0,0,13486174.0,690.0
Campbellsville University,KY,4.0,0,105882107.0,10836.0
Centre College,KY,3.0,0,68663218.0,1404.0
Clear Creek Baptist Bible College,KY,4.0,0,3141243.0,183.0
Galen College of Nursing-Louisville,KY,2.0,0,42918033.0,5585.0
University of the Cumberlands,KY,4.0,0,133679336.0,22120.0
Eastern Kentucky University,KY,1.0,0,267247794.0,15673.0
Frontier Nursing University,KY,3.0,0,41632008.0,2664.0
Georgetown College,KY,4.0,0,28030515.0,1345.0
American National University-Pikeville,KY,2.0,0,3798198.0,444.0
Kentucky Mountain Bible College,KY,4.0,0,1969663.0,94.0
Kentucky State University,KY,1.0,0,89698893.0,2020.0
Kentucky Wesleyan College,KY,4.0,0,18932520.0,887.0
University of Kentucky,KY,1.0,1,2166806833.0,34709.0
Kentucky Christian University,KY,4.0,0,9522926.0,550.0
Lexington Theological Seminary,KY,4.0,0,3677069.0,82.0
Lindsey Wilson College,KY,4.0,0,41915683.0,4193.0
University of Louisville,KY,1.0,1,1142505000.0,23065.0
Louisville Presbyterian Theological Seminary,KY,4.0,0,7973954.0,103.0
Midway University,KY,4.0,0,21116636.0,2003.0
Morehead State University,KY,1.0,0,131156027.0,8791.0
Murray State University,KY,1.0,0,175853953.0,10020.0
Northern Kentucky University,KY,1.0,0,256272000.0,15347.0
University of Pikeville,KY,4.0,0,60920867.0,2547.0
The Southern Baptist Theological Seminary,KY,4.0,0,37584359.0,4298.0
Spalding University,KY,4.0,0,35377505.0,1553.0
Sullivan University,KY,2.0,0,55036026.0,2498.0
Thomas More University,KY,4.0,0,31138475.0,2350.0
Transylvania University,KY,4.0,0,38315322.0,1006.0
Union Commonwealth University,KY,4.0,0,19890326.0,1324.0
Western Kentucky University,KY,1.0,0,290661480.0,16291.0
Centenary College of Louisiana,LA,4.0,0,28112705.0,712.0
Dillard University,LA,4.0,0,46510805.0,1080.0
Grambling State University,LA,1.0,0,85129307.0,5150.0
Louisiana State University Health Sciences Center-New Orleans,LA,1.0,0,997159529.0,2750.0
Louisiana State University-Alexandria,LA,1.0,0,51474669.0,6815.0
Louisiana State University and Agricultural & Mechanical College,LA,1.0,1,1203949320.0,41705.0
Louisiana State University-Shreveport,LA,1.0,0,85305160.0,10749.0
Louisiana Christian University,LA,4.0,0,19562500.0,936.0
Louisiana Tech University,LA,1.0,0,150942092.0,11873.0
Loyola University New Orleans,LA,4.0,0,105721000.0,4250.0
McNeese State University,LA,1.0,0,80465535.0,6241.0
University of New Orleans,LA,1.0,0,155588005.0,6501.0
New Orleans Baptist Theological Seminary,LA,4.0,0,31558353.0,2349.0
Nicholls State University,LA,1.0,0,74244494.0,6043.0
University of Louisiana at Monroe,LA,1.0,0,121936596.0,8601.0
Northwestern State University of Louisiana,LA,1.0,0,102825615.0,8523.0
University of Holy Cross,LA,4.0,0,15893348.0,802.0
Franciscan Missionaries of Our Lady University,LA,4.0,0,29762252.0,1191.0
Saint Joseph Seminary College,LA,4.0,0,6271603.0,95.0
Southeastern Louisiana University,LA,1.0,0,162099134.0,14426.0
Southern University and A & M College,LA,1.0,0,186022584.0,7452.0
Southern University at New Orleans,LA,1.0,0,39892850.0,2468.0
University of Louisiana at Lafayette,LA,1.0,1,341084534.0,15665.0
Tulane University of Louisiana,LA,3.0,1,1374788000.0,13310.0
Xavier University of Louisiana,LA,4.0,0,140958477.0,3218.0
College of the Atlantic,ME,3.0,0,25870995.0,358.0
Bates College,ME,3.0,0,118639953.0,1760.0
Beal University,ME,2.0,0,6697672.0,504.0
Bowdoin College,ME,3.0,0,188304000.0,1881.0
Maine College of Health Professions,ME,3.0,0,3900021.0,239.0
Colby College,ME,3.0,0,187568000.0,2412.0
University of Maine at Augusta,ME,1.0,0,54929000.0,4412.0
University of Maine at Farmington,ME,1.0,0,42796000.0,2100.0
University of Maine at Fort Kent,ME,1.0,0,16472000.0,1562.0
University of Maine,ME,1.0,1,446323000.0,12029.0
Maine Maritime Academy,ME,1.0,0,48119569.0,971.0
University of Maine at Presque Isle,ME,1.0,0,25263000.0,2873.0
University of New England,ME,3.0,0,180805845.0,6573.0
Maine College of Art & Design,ME,3.0,0,15842549.0,475.0
Saint Joseph's College of Maine,ME,4.0,0,28913799.0,1454.0
University of Southern Maine,ME,1.0,0,173340000.0,7604.0
Thomas College,ME,3.0,0,19918842.0,1635.0
Unity Environmental University,ME,3.0,0,46437116.0,7165.0
University of Baltimore,MD,1.0,0,126086657.0,3187.0
Bowie State University,MD,1.0,0,150683840.0,6353.0
Capitol Technology University,MD,3.0,0,21960057.0,1065.0
Washington Adventist University,MD,4.0,0,23602139.0,612.0
Coppin State University,MD,1.0,0,92036626.0,2210.0
Frostburg State University,MD,1.0,0,100362266.0,4104.0
Goucher College,MD,3.0,0,57734000.0,1459.0
Hood College,MD,3.0,0,48334043.0,2101.0
Johns Hopkins University,MD,3.0,1,8293259000.0,30210.0
Loyola University Maryland,MD,4.0,0,169631621.0,4897.0
University of Maryland Global Campus,MD,1.0,0,514364854.0,63012.0
"University of Maryland, Baltimore",MD,1.0,1,1462711324.0,6636.0
University of Maryland-Baltimore County,MD,1.0,1,521327715.0,13906.0
University of Maryland-College Park,MD,1.0,1,2321215378.0,41725.0
Maryland Institute College of Art,MD,3.0,0,72400740.0,1687.0
University of Maryland Eastern Shore,MD,1.0,0,147798867.0,3177.0
Morgan State University,MD,1.0,0,351794390.0,10739.0
Mount St. Mary's University,MD,4.0,0,60470007.0,2408.0
Ner Israel Rabbinical College,MD,4.0,0,10621118.0,449.0
Notre Dame of Maryland University,MD,4.0,0,43207684.0,1788.0
Salisbury University,MD,1.0,0,165928029.0,7025.0
St. Mary's College of Maryland,MD,1.0,0,80664083.0,1630.0
St. John's College,MD,3.0,0,25760121.0,583.0
Towson University,MD,1.0,0,414260306.0,19401.0
Maryland University of Integrative Health,MD,3.0,0,10162767.0,544.0
United States Naval Academy,MD,1.0,0,546987724.0,4474.0
Stevenson University,MD,3.0,0,80746159.0,3684.0
Washington College,MD,3.0,0,68746419.0,923.0
McDaniel College,MD,3.0,0,60185000.0,2868.0
Hult International Business School,MA,3.0,0,73430512.0,2008.0
American International College,MA,3.0,0,47883411.0,2037.0
Amherst College,MA,3.0,0,235420974.0,1914.0
Anna Maria College,MA,4.0,0,30038190.0,1202.0
Assumption University,MA,4.0,0,57555354.0,2037.0
Babson College,MA,3.0,0,212789232.0,3932.0
Boston Baptist College,MA,4.0,0,1149090.0,43.0
Bay Path University,MA,3.0,0,51724693.0,2605.0
Bentley University,MA,3.0,0,200092000.0,5333.0
Berklee College of Music,MA,3.0,0,324117047.0,8369.0
Boston Architectural College,MA,3.0,0,19192313.0,853.0
Boston Graduate School of Psychoanalysis Inc,MA,3.0,0,2327677.0,169.0
Boston College,MA,4.0,1,901168403.0,15432.0
Boston University,MA,3.0,1,2306980000.0,37737.0
Brandeis University,MA,3.0,1,376733529.0,5205.0
Bridgewater State University,MA,1.0,0,212559303.0,9727.0
Cambridge College,MA,3.0,0,29309684.0,1835.0
Laboure College of Healthcare,MA,3.0,0,18969010.0,530.0
Clark University,MA,3.0,0,145275000.0,3925.0
Conway School of Landscape Design,MA,3.0,0,960464.0,17.0
Curry College,MA,3.0,0,68433372.0,1994.0
Dean College,MA,3.0,0,35010259.0,1092.0
Eastern Nazarene College,MA,4.0,0,14954058.0,60.0
Emerson College,MA,3.0,0,195593969.0,5263.0
Emmanuel College,MA,4.0,0,64448094.0,1983.0
Endicott College,MA,3.0,0,108845708.0,4394.0
Fisher College,MA,3.0,0,21972472.0,1652.0
Fitchburg State University,MA,1.0,0,115451565.0,5892.0
Framingham State University,MA,1.0,0,123613284.0,4002.0
Benjamin Franklin Cummings Institute of Technology,MA,3.0,0,15782852.0,744.0
Gordon College,MA,4.0,0,44568862.0,1595.0
Gordon-Conwell Theological Seminary,MA,3.0,0,20508319.0,1352.0
Hampshire College,MA,3.0,0,34959243.0,844.0
Harvard University,MA,3.0,1,5737940000.0,30259.0
Hebrew College,MA,3.0,0,8661587.0,163.0
Hellenic College-Holy Cross Greek Orthodox School of Theology,MA,4.0,0,15710042.0,274.0
College of the Holy Cross,MA,4.0,0,196798381.0,3126.0
Lasell University,MA,3.0,0,39075144.0,1668.0
Lesley University,MA,3.0,0,91935112.0,2557.0
Longy School of Music of Bard College,MA,3.0,0,7820743.0,317.0
University of Massachusetts-Lowell,MA,1.0,1,533725000.0,16598.0
University of Massachusetts-Amherst,MA,1.0,1,1323828981.0,31726.0
University of Massachusetts-Boston,MA,1.0,1,513059000.0,15575.0
MCPHS University,MA,3.0,0,207446958.0,5945.0
Massachusetts College of Art and Design,MA,1.0,0,88702602.0,1989.0
Massachusetts Institute of Technology,MA,3.0,1,4367341000.0,11886.0
Massachusetts Maritime Academy,MA,1.0,0,71849488.0,1488.0
University of Massachusetts Chan Medical School,MA,1.0,0,916354497.0,1489.0
William James College,MA,3.0,0,42150205.0,967.0
Merrimack College,MA,4.0,0,146940882.0,5862.0
MGH Institute of Health Professions,MA,3.0,0,71415000.0,1672.0
Montserrat College of Art,MA,3.0,0,9940357.0,227.0
Mount Holyoke College,MA,3.0,0,147963371.0,2275.0
The New England Conservatory of Music,MA,3.0,0,54394073.0,853.0
New England College of Optometry,MA,3.0,0,28050514.0,515.0
New England Law-Boston,MA,3.0,0,21277096.0,1131.0
Nichols College,MA,3.0,0,34169736.0,1392.0
Massachusetts College of Liberal Arts,MA,1.0,0,46249872.0,896.0
Northeastern University,MA,3.0,1,1834746234.0,32553.0
College of Our Lady of the Elms,MA,4.0,0,29536677.0,1268.0
Pope St John XXIII National Seminary,MA,4.0,0,3532292.0,
Quincy College,MA,1.0,0,24197093.0,3022.0
Regis College,MA,4.0,0,77786742.0,2517.0
Saint John's Seminary,MA,4.0,0,6394456.0,86.0
Salem State University,MA,1.0,0,181455555.0,6230.0
Simmons University,MA,3.0,0,145593033.0,4666.0
Bard College at Simon's Rock,MA,3.0,0,18034541.0,314.0
Smith College,MA,3.0,0,253895751.0,2857.0
Springfield College,MA,3.0,0,81237767.0,2599.0
University of Massachusetts-Dartmouth,MA,1.0,0,252570000.0,7968.0
Stonehill College,MA,4.0,0,84873726.0,2674.0
Suffolk University,MA,3.0,0,252987069.0,6356.0
Tufts University,MA,3.0,1,1115639395.0,13599.0
Wellesley College,MA,3.0,0,249301000.0,2407.0
Wentworth Institute of Technology,MA,3.0,0,113825881.0,4191.0
Western New England University,MA,3.0,0,98826975.0,3674.0
Westfield State University,MA,1.0,0,101503698.0,4588.0
Wheaton College (Massachusetts),MA,3.0,0,74517002.0,1785.0
Williams College,MA,3.0,0,249534227.0,2164.0
Worcester Polytechnic Institute,MA,3.0,1,320793000.0,7584.0
Worcester State University,MA,1.0,0,110662326.0,5745.0
Adrian College,MI,4.0,0,46191412.0,1765.0
Albion College,MI,3.0,0,54935609.0,1308.0
Alma College,MI,4.0,0,46401838.0,1197.0
Alpena Community College,MI,1.0,0,18673735.0,1581.0
Andrews University,MI,4.0,0,76428139.0,2940.0
Aquinas College,MI,4.0,0,29449005.0,1157.0
Baker College,MI,3.0,0,59659257.0,3955.0
Calvin University,MI,4.0,0,113646000.0,3681.0
Calvin Theological Seminary,MI,4.0,0,10500982.0,367.0
Michigan School of Psychology,MI,3.0,0,6196067.0,190.0
Central Michigan University,MI,1.0,0,337133807.0,14488.0
Cleary University,MI,3.0,0,13845736.0,1004.0
Concordia University Ann Arbor,MI,4.0,0,22852781.0,1135.0
Cranbrook Academy of Art,MI,3.0,0,14072096.0,113.0
College for Creative Studies,MI,3.0,0,46833334.0,1433.0
Davenport University,MI,3.0,0,79932878.0,4815.0
University of Detroit Mercy,MI,4.0,0,153482840.0,5587.0
Eastern Michigan University,MI,1.0,0,305743007.0,12631.0
Ferris State University,MI,1.0,0,211054821.0,9959.0
Kettering University,MI,3.0,0,60715847.0,1466.0
Grace Christian University,MI,4.0,0,12091845.0,1017.0
Cornerstone University,MI,4.0,0,33365425.0,1695.0
Grand Valley State University,MI,1.0,0,486397717.0,22011.0
Great Lakes Christian College,MI,4.0,0,3124574.0,210.0
Henry Ford College,MI,1.0,0,108285138.0,11410.0
Hillsdale College,MI,4.0,0,225394140.0,1792.0
Hope College,MI,3.0,0,106073000.0,3395.0
Jackson College,MI,1.0,0,48079416.0,5086.0
Kalamazoo College,MI,3.0,0,62489424.0,1166.0
Lake Superior State University,MI,1.0,0,35332911.0,1567.0
Lawrence Technological University,MI,3.0,0,91305536.0,3693.0
Madonna University,MI,4.0,0,42073964.0,2124.0
Rochester University,MI,4.0,0,15969543.0,1193.0
University of Michigan-Ann Arbor,MI,1.0,1,4763580000.0,52855.0
Michigan State University,MI,1.0,1,2686547985.0,52089.0
Michigan Technological University,MI,1.0,1,270394182.0,7403.0
University of Michigan-Dearborn,MI,1.0,0,161875000.0,8104.0
University of Michigan-Flint,MI,1.0,0,131875000.0,6529.0
Northern Michigan University,MI,1.0,0,154906394.0,7409.0
Northwestern Michigan College,MI,1.0,0,58445734.0,3253.0
Northwood University,MI,3.0,0,47045301.0,2409.0
Oakland University,MI,1.0,0,325826757.0,15768.0
The University of Olivet,MI,4.0,0,23381213.0,979.0
Kuyper College,MI,4.0,0,5497891.0,161.0
Sacred Heart Major Seminary,MI,4.0,0,8785273.0,351.0
Saginaw Valley State University,MI,1.0,0,120841905.0,6822.0
Schoolcraft Community College District,MI,1.0,0,112396863.0,8587.0
Siena Heights University,MI,4.0,0,32316699.0,1781.0
Spring Arbor University,MI,4.0,0,38466711.0,2441.0
Thomas M Cooley Law School,MI,3.0,0,31898546.0,420.0
Walsh College,MI,3.0,0,22416685.0,908.0
Wayne State University,MI,1.0,1,942604000.0,23803.0
Western Michigan University,MI,1.0,0,378480628.0,16744.0
Western Theological Seminary,MI,4.0,0,10197721.0,397.0
Academy College,MN,2.0,0,4093705.0,56.0
Augsburg University,MN,4.0,0,74230658.0,3249.0
Bemidji State University,MN,1.0,0,71576000.0,4072.0
Bethany Lutheran College,MN,4.0,0,21724505.0,899.0
Bethel University,MN,4.0,0,73196325.0,3603.0
Carleton College,MN,3.0,0,163798562.0,2128.0
Concordia College at Moorhead,MN,4.0,0,56782967.0,1935.0
Concordia University-Saint Paul,MN,4.0,0,85179698.0,6003.0
Martin Luther College,MN,4.0,0,20203229.0,878.0
Gustavus Adolphus College,MN,4.0,0,77912677.0,1906.0
Hamline University,MN,4.0,0,62264483.0,2565.0
Hazelden Betty Ford Graduate School,MN,3.0,0,2410434.0,192.0
Luther Seminary,MN,4.0,0,18828253.0,371.0
Macalester College,MN,4.0,0,127659000.0,2138.0
Minnesota State University-Mankato,MN,1.0,0,252140000.0,15271.0
Mayo Clinic College of Medicine and Science,MN,3.0,0,119871653.0,1439.0
Metropolitan State University,MN,1.0,0,99205000.0,6660.0
University of Minnesota-Twin Cities,MN,1.0,1,3635344381.0,56666.0
University of Minnesota-Crookston,MN,1.0,0,31925692.0,2612.0
Minneapolis College of Art and Design,MN,3.0,0,26031783.0,831.0
Herzing University-Minneapolis,MN,3.0,0,11522983.0,748.0
University of Minnesota-Duluth,MN,1.0,0,207908680.0,9253.0
University of Minnesota-Morris,MN,1.0,0,40136087.0,981.0
Minnesota State University Moorhead,MN,1.0,0,82196000.0,4386.0
North Central University,MN,4.0,0,24040777.0,852.0
University of Northwestern-St Paul,MN,4.0,0,50463097.0,3234.0
Northwestern Health Sciences University,MN,3.0,0,27638638.0,1101.0
Oak Hills Christian College,MN,4.0,0,3460718.0,95.0
College of Saint Benedict,MN,4.0,0,53068039.0,1429.0
Saint Cloud State University,MN,1.0,0,165716000.0,10732.0
Saint Johns University,MN,4.0,0,66239903.0,1572.0
Saint Mary's University of Minnesota,MN,4.0,0,69053930.0,4505.0
St Olaf College,MN,4.0,0,125156224.0,3124.0
Crown College,MN,4.0,0,18967028.0,1846.0
