UNITID,ASCDEG,BASDEG,MASDEG,DOCDEGRS,DOCDEGPP,DOCDEGOT,CERT1,CERT1A,CERT1B,CERT2,CERT4,PBACERT,PMACERT,SASCDEG,SBASDEG,SMASDEG,SDOCDEG,SCERT1A,SCERT1B,SCERT24,SBAMACRT
171012,0,.,.,.,.,.,0,0,0,0,31,.,.,0,.,.,.,0,0,31,.
171100,0,9450,2227,583,819,0,0,0,0,151,0,252,5,0,9245,2223,1401,0,0,150,248
171128,5,1173,424,84,0,0,2,0,2,0,0,103,0,5,1160,424,84,0,2,0,100
171137,0,1538,764,8,0,0,46,0,46,0,0,7,0,0,1475,756,8,0,40,0,7
171146,0,1129,335,7,107,0,34,0,34,0,0,3,16,0,1124,332,114,0,31,0,19
171155,322,.,.,.,.,.,53,0,53,13,0,.,.,312,.,.,.,0,35,12,.
171225,313,.,.,.,.,.,18,0,18,9,0,.,.,310,.,.,.,0,18,9,.
171234,200,.,.,.,.,.,8,0,8,118,0,.,.,185,.,.,.,0,8,116,.
171304,476,.,.,.,.,.,45,0,45,110,0,.,.,434,.,.,.,0,42,110,.
171395,261,.,.,.,.,.,30,0,30,23,0,.,.,259,.,.,.,0,30,21,.
171456,225,1161,151,0,1,0,33,0,33,66,12,2,5,225,1161,151,1,0,33,78,7
171483,614,52,0,0,0,0,24,0,24,50,0,0,0,609,52,0,0,0,23,50,0
171492,19,786,155,0,0,0,0,0,0,0,0,0,0,19,786,155,0,0,0,0,0
171535,1826,.,.,.,.,.,310,0,310,137,0,.,.,1644,.,.,.,0,291,135,.
171571,0,3500,819,71,158,0,0,0,0,0,0,43,42,0,3479,819,229,0,0,0,85
171599,0,165,34,0,0,0,0,0,0,0,0,0,0,0,165,27,0,0,0,0,0
171775,0,.,.,.,.,.,30,0,30,4,0,.,.,0,.,.,.,0,30,4,.
171881,3,31,2,0,0,0,0,0,0,2,0,0,0,3,31,2,0,0,0,2,0
171988,0,.,.,.,.,.,0,0,0,76,0,.,.,0,.,.,.,0,0,76,.
171997,0,.,.,.,.,.,0,0,0,105,0,.,.,0,.,.,.,0,0,105,.
172015,0,.,.,.,.,.,0,0,0,118,0,.,.,0,.,.,.,0,0,118,.
172033,1,21,23,0,0,0,33,0,33,22,0,8,13,1,21,23,0,0,33,22,21
172051,0,1260,292,0,1,0,0,0,0,0,0,0,14,0,1257,292,1,0,0,0,14
172200,1082,6,0,0,0,0,114,0,114,121,0,0,0,1053,6,0,0,0,110,121,0
172264,4,642,95,0,0,0,0,0,0,0,0,0,0,4,642,95,0,0,0,0,0
172291,628,.,.,.,.,.,0,0,0,61,0,.,.,538,.,.,.,0,0,61,.
172307,255,.,.,.,.,.,0,0,0,28,0,.,.,255,.,.,.,0,0,28,.
172334,2,403,671,0,0,0,0,0,0,0,0,0,0,2,403,671,0,0,0,0,0
172422,0,.,.,.,.,.,96,0,96,93,0,.,.,0,.,.,.,0,96,93,.
172440,17,43,0,0,0,0,0,0,0,0,0,0,0,17,43,0,0,0,0,0,0
172477,0,0,26,0,411,0,0,0,0,0,0,0,0,0,0,26,411,0,0,0,0
172495,0,.,.,.,.,.,1,0,1,88,0,.,.,0,.,.,.,0,1,88,.
172608,0,276,386,0,0,0,0,0,0,0,0,3,0,0,276,386,0,0,0,0,3
172617,1322,.,.,.,.,.,618,13,605,1219,0,.,.,1293,.,.,.,13,577,1216,.
172635,747,.,.,.,.,.,31,0,31,147,0,.,.,743,.,.,.,0,30,144,.
172644,0,4021,2062,180,576,0,0,0,0,0,0,36,163,0,3959,2057,752,0,0,0,198
172671,156,.,.,.,.,.,0,0,0,38,0,.,.,156,.,.,.,0,0,38,.
172680,0,.,.,.,.,.,2,0,2,66,0,.,.,0,.,.,.,0,2,66,.
172699,0,3551,1210,116,8,0,4,0,4,4,0,64,0,0,3528,1209,124,0,4,4,62
172705,0,0,28,0,7,0,0,0,0,0,0,0,24,0,0,28,7,0,0,0,24
172866,6,7,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0
172918,341,.,.,.,.,.,136,0,136,115,59,.,.,337,.,.,.,0,136,174,.
172954,169,.,.,.,.,.,509,143,366,174,64,.,.,167,.,.,.,143,317,232,.
172963,1060,.,.,.,.,.,46,0,46,9,0,.,.,1036,.,.,.,0,41,9,.
173045,0,534,296,0,17,0,0,0,0,0,0,6,0,0,534,296,17,0,0,0,5
173063,355,.,.,.,.,.,141,0,141,126,93,.,.,337,.,.,.,0,128,185,.
173115,128,.,.,.,.,.,32,0,32,25,25,.,.,128,.,.,.,0,29,50,.
173124,102,968,99,0,0,0,23,0,23,3,0,4,0,102,959,99,0,0,23,3,4
173142,0,107,0,0,0,0,0,0,0,3,0,0,0,0,106,0,0,0,0,3,0
173160,23,677,340,19,11,0,23,0,23,0,0,41,0,23,655,340,30,0,23,0,40
173203,513,.,.,.,.,.,89,0,89,180,86,.,.,508,.,.,.,0,79,260,.
173258,0,458,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0
173300,0,401,9,0,0,0,0,0,0,0,0,0,0,0,401,9,0,0,0,0,0
173328,19,1160,763,16,33,0,5,0,5,0,0,20,60,19,1160,763,49,0,5,0,80
173416,385,.,.,.,.,.,161,68,93,224,18,.,.,382,.,.,.,68,73,240,.
173452,0,150,13,0,0,0,56,3,53,3,3,0,0,0,150,13,0,3,53,6,0
173461,648,.,.,.,.,.,129,36,93,131,36,.,.,615,.,.,.,36,85,161,.
173470,0,.,.,.,.,.,0,0,0,16,0,.,.,0,.,.,.,0,0,16,.
173559,762,.,.,.,.,.,38,0,38,278,70,.,.,749,.,.,.,0,37,343,.
173638,233,.,.,.,.,.,361,278,83,221,9,.,.,231,.,.,.,278,77,219,.
173647,0,449,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0
173665,0,446,392,14,0,0,10,10,0,15,0,150,44,0,428,391,14,10,0,15,192
173683,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
173708,467,.,.,.,.,.,637,19,618,381,94,.,.,463,.,.,.,19,492,384,.
173735,182,.,.,.,.,.,4,0,4,22,49,.,.,177,.,.,.,0,4,71,.
173744,0,.,.,.,.,.,196,0,196,120,0,.,.,0,.,.,.,0,196,120,.
173799,491,.,.,.,.,.,170,112,58,16,0,.,.,473,.,.,.,112,53,16,.
173805,173,.,.,.,.,.,35,20,15,27,0,.,.,159,.,.,.,20,15,27,.
173896,0,0,111,1,9,0,0,0,0,0,0,1,6,0,0,111,10,0,0,0,7
173902,0,447,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0
173911,385,.,.,.,.,.,85,0,85,34,30,.,.,374,.,.,.,0,85,63,.
173920,63,2451,587,9,2,0,126,0,126,0,0,263,41,63,2441,586,11,0,103,0,231
173957,0,0,21,35,99,51,102,0,102,96,0,55,0,0,0,21,185,0,102,96,55
173993,129,.,.,.,.,.,5,0,5,92,47,.,.,125,.,.,.,0,4,137,.
174020,0,1892,190,2,14,0,20,0,20,0,0,27,0,0,1886,189,16,0,20,0,23
174066,0,8470,2946,699,1074,0,288,0,288,7,0,212,0,0,8268,2926,1770,0,279,7,211
174075,0,418,0,0,0,0,10,0,10,0,0,0,0,0,417,0,0,0,10,0,0
174127,0,148,29,0,0,0,0,0,0,0,0,0,0,0,148,29,0,0,0,0,0
174136,782,.,.,.,.,.,449,142,307,136,14,.,.,767,.,.,.,142,233,142,.
174154,39,143,2,0,0,0,0,0,0,47,0,0,0,39,143,2,0,0,0,47,0
174190,0,.,.,.,.,.,72,4,68,47,0,.,.,0,.,.,.,4,68,47,.
174233,0,2091,230,0,0,0,44,0,44,0,0,2,0,0,1962,230,0,0,44,0,2
174251,0,247,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0
174321,0,.,.,.,.,.,35,0,35,54,0,.,.,0,.,.,.,0,35,54,.
174358,7,1006,278,17,0,0,78,0,78,0,0,13,32,7,996,278,17,0,60,0,45
174376,616,.,.,.,.,.,630,0,630,12,0,.,.,604,.,.,.,0,413,12,.
174428,1194,.,.,.,.,.,171,28,143,0,0,.,.,1156,.,.,.,28,119,0,.
174437,9,193,33,0,0,0,1,0,1,0,0,0,0,9,193,33,0,0,1,0,0
174473,413,.,.,.,.,.,187,64,123,214,35,.,.,393,.,.,.,64,115,241,.
174491,16,506,52,0,0,0,0,0,0,1,0,4,0,16,477,51,0,0,0,1,4
174507,25,19,21,0,189,0,0,0,0,10,0,0,0,25,19,21,189,0,0,10,0
174525,5,13,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0
174570,84,.,.,.,.,.,129,53,76,109,0,.,.,83,.,.,.,53,76,108,.
174604,28,.,.,.,.,.,1,0,1,0,0,.,.,28,.,.,.,0,1,0,.
174738,662,.,.,.,.,.,147,0,147,71,21,.,.,647,.,.,.,0,136,92,.
174747,0,456,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0
174756,731,.,.,.,.,.,4,0,4,206,68,.,.,704,.,.,.,0,4,268,.
174783,122,1787,515,24,0,0,54,0,54,0,0,82,0,122,1761,515,24,0,53,0,78
174792,0,374,26,0,0,0,0,0,0,0,0,0,0,0,374,26,0,0,0,0,0
174817,0,376,1275,22,10,0,0,0,0,0,0,87,65,0,371,1275,32,0,0,0,150
174844,0,675,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0
174862,24,209,127,0,0,0,4,0,4,0,0,2,0,24,207,127,0,0,4,0,2
174899,0,746,308,0,208,0,12,0,12,0,0,143,0,0,738,308,208,0,12,0,142
174914,79,1401,971,52,144,0,0,0,0,0,4,263,4,79,1373,970,196,0,0,4,267
174978,0,.,.,.,.,.,47,0,47,41,0,.,.,0,.,.,.,0,47,41,.
175005,354,566,403,0,71,0,13,0,13,0,0,45,0,354,562,403,71,0,13,0,45
175014,1179,122,20,0,0,0,418,0,418,227,0,0,0,1179,122,20,0,0,340,200,0
175041,660,.,.,.,.,.,375,165,210,270,99,.,.,653,.,.,.,165,196,369,.
175078,13,429,169,0,0,0,3,0,3,0,0,8,11,13,427,169,0,0,3,0,14
175120,0,.,.,.,.,.,355,0,355,0,0,.,.,0,.,.,.,0,355,0,.
175139,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0
175157,83,.,.,.,.,.,64,0,64,3,0,.,.,82,.,.,.,0,56,3,.
175227,299,80,0,0,0,0,17,0,17,12,0,0,0,299,80,0,0,0,17,12,0
175236,604,.,.,.,.,.,48,0,48,118,121,.,.,597,.,.,.,0,46,235,.
175263,181,.,.,.,.,.,105,0,105,162,0,.,.,179,.,.,.,0,96,161,.
175272,39,1527,146,7,22,0,0,0,0,0,0,50,0,39,1513,146,29,0,0,0,50
175281,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0
175315,1119,.,.,.,.,.,364,60,304,268,33,.,.,1086,.,.,.,60,285,266,.
175342,22,565,102,0,4,0,0,0,0,0,0,0,0,22,565,102,4,0,0,0,0
175421,31,612,885,32,0,0,0,0,0,0,0,18,163,31,604,885,32,0,0,0,181
175430,0,185,14,0,0,0,0,0,0,0,0,0,0,0,185,14,0,0,0,0,0
175494,0,.,.,.,.,.,26,0,26,30,0,.,.,0,.,.,.,0,26,30,.
175519,249,.,.,.,.,.,0,0,0,167,0,.,.,247,.,.,.,0,0,100,.
175573,588,.,.,.,.,.,14,0,14,91,0,.,.,588,.,.,.,0,14,91,.
175607,0,.,.,.,.,.,0,0,0,1,0,.,.,0,.,.,.,0,0,1,.
175616,0,576,336,6,3,0,8,0,8,0,0,0,1,0,574,331,9,0,8,0,1
175643,457,.,.,.,.,.,0,0,0,106,0,.,.,452,.,.,.,0,0,102,.
175652,761,.,.,.,.,.,31,0,31,268,0,.,.,717,.,.,.,0,30,202,.
175698,0,.,.,.,.,.,0,0,0,16,0,.,.,0,.,.,.,0,0,16,.
175722,0,.,.,.,.,.,0,0,0,17,0,.,.,0,.,.,.,0,0,17,.
175786,1789,.,.,.,.,.,571,0,571,1674,0,.,.,1410,.,.,.,0,571,1145,.
175810,1196,.,.,.,.,.,0,0,0,318,0,.,.,1196,.,.,.,0,0,318,.
175829,1113,.,.,.,.,.,18,0,18,233,0,.,.,1093,.,.,.,0,18,212,.
175856,0,915,394,97,0,0,0,0,0,0,0,0,81,0,915,382,91,0,0,0,81
175883,801,.,.,.,.,.,112,0,112,325,0,.,.,795,.,.,.,0,112,325,.
175935,497,.,.,.,.,.,55,0,55,209,2,.,.,497,.,.,.,0,55,211,.
175980,0,153,36,0,0,0,0,0,0,0,0,3,0,0,152,36,0,0,0,0,3
176008,340,.,.,.,.,.,0,0,0,154,0,.,.,340,.,.,.,0,0,154,.
176017,0,4480,999,182,481,0,0,0,0,0,0,33,0,0,4422,998,660,0,0,0,33
176035,49,836,104,0,2,0,0,0,0,0,0,0,0,49,836,104,2,0,0,0,0
176044,0,286,92,0,0,0,0,0,0,0,0,0,0,0,286,92,0,0,0,0,0
176053,0,730,581,46,94,0,0,0,0,0,0,0,4,0,730,581,140,0,0,0,4
176062,0,.,.,.,.,.,0,0,0,14,0,.,.,0,.,.,.,0,0,14,.
176071,2162,.,.,.,.,.,0,0,0,1517,0,.,.,1888,.,.,.,0,0,823,.
176080,0,4525,841,145,92,0,0,0,0,0,0,0,30,0,4422,836,237,0,0,0,30
176169,667,.,.,.,.,.,0,0,0,71,0,.,.,651,.,.,.,0,0,71,.
176178,1064,.,.,.,.,.,106,15,91,574,0,.,.,1060,.,.,.,15,91,457,.
176239,1088,.,.,.,.,.,0,0,0,206,0,.,.,1031,.,.,.,0,0,204,.
176318,2,102,0,0,0,0,0,0,0,0,0,0,0,2,102,0,0,0,0,0,0
176336,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
176354,483,.,.,.,.,.,23,0,23,55,0,.,.,478,.,.,.,0,23,55,.
176372,0,2620,663,147,0,0,33,0,33,0,0,39,34,0,2620,663,147,0,33,0,72
176390,0,.,.,.,.,.,49,0,49,13,0,.,.,0,.,.,.,0,49,13,.
176406,0,136,1,0,0,0,0,0,0,0,0,0,0,0,136,1,0,0,0,0,0
176433,0,.,.,.,.,.,7,0,7,7,0,.,.,0,.,.,.,0,7,7,.
176451,0,0,20,0,0,3,0,0,0,0,0,2,0,0,0,20,3,0,0,0,2
176479,0,580,538,59,167,0,0,0,0,0,0,0,0,0,572,527,226,0,0,0,0
176600,0,0,27,4,0,0,0,0,0,0,0,12,0,0,0,24,4,0,0,0,9
176628,0,253,125,0,0,0,0,0,0,0,0,34,0,0,253,125,0,0,0,0,34
176664,4,42,12,0,0,0,0,0,0,0,0,0,0,4,42,12,0,0,0,0,0
176716,0,.,.,.,.,.,85,0,85,21,0,.,.,0,.,.,.,0,85,21,.
176770,101,170,82,0,0,0,0,0,0,0,0,1,0,101,170,82,0,0,0,0,1
176789,5,37,15,0,0,0,0,0,0,2,0,0,0,5,37,15,0,0,0,2,0
176798,0,.,.,.,.,.,0,0,0,117,8,.,.,0,.,.,.,0,0,125,.
176910,4,28,1,0,0,0,3,0,3,0,0,0,0,4,28,1,0,0,3,0,0
176947,27,184,0,0,0,0,0,0,0,0,0,0,0,27,184,0,0,0,0,0,0
176965,0,1693,1027,0,0,0,249,0,249,0,0,38,64,0,1683,1026,0,0,173,0,98
176983,0,.,.,.,.,.,11,11,0,44,0,.,.,0,.,.,.,11,0,44,.
177038,25,14,0,0,121,0,0,0,0,0,0,0,0,25,14,0,121,0,0,0,0
177065,839,1677,211,0,0,0,22,0,22,0,0,0,0,817,1646,211,0,0,22,0,0
177083,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
177092,0,0,73,8,0,3,0,0,0,0,0,41,0,0,0,73,11,0,0,0,41
177117,37,36,0,0,0,0,0,0,0,0,0,0,0,37,36,0,0,0,0,0,0
177126,0,0,106,0,6,0,0,0,0,0,0,5,0,0,0,106,6,0,0,0,5
177135,653,.,.,.,.,.,380,0,380,62,0,.,.,643,.,.,.,0,348,51,.
177144,0,219,23,0,0,0,0,0,0,0,0,0,0,0,219,23,0,0,0,0,0
177214,0,318,87,0,0,0,0,0,0,0,0,28,0,0,299,87,0,0,0,0,27
177250,432,.,.,.,.,.,41,0,41,106,0,.,.,429,.,.,.,0,41,98,.
177278,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0
177302,15,.,.,.,.,.,49,0,49,238,0,.,.,15,.,.,.,0,49,238,.
177339,37,362,133,15,18,0,0,0,0,0,0,0,0,37,362,133,33,0,0,0,0
177418,0,168,140,1,0,0,0,0,0,1,0,1,0,0,168,139,1,0,0,1,1
177436,0,.,.,.,.,.,0,0,0,26,0,.,.,0,.,.,.,0,0,26,.
177472,1607,.,.,.,.,.,0,0,0,729,0,.,.,1598,.,.,.,0,0,726,.
177542,22,128,31,0,0,0,0,0,0,17,0,0,0,22,128,31,0,0,0,17,0
177551,0,201,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0
177588,0,.,.,.,.,.,2,1,1,8,0,.,.,0,.,.,.,1,1,8,.
177603,0,.,.,.,.,.,1,0,1,63,0,.,.,0,.,.,.,0,1,63,.
177676,606,.,.,.,.,.,59,0,59,83,1,.,.,603,.,.,.,0,59,84,.
177685,0,.,.,.,.,.,0,0,0,58,0,.,.,0,.,.,.,0,0,58,.
177719,0,365,33,5,0,0,0,0,0,0,0,0,2,0,365,33,5,0,0,0,2
177746,0,160,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0
177816,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
177834,0,0,355,176,611,0,0,0,0,0,0,220,0,0,0,355,787,0,0,0,220
177870,0,.,.,.,.,.,0,0,0,10,0,.,.,0,.,.,.,0,0,10,.
177931,0,.,.,.,.,.,0,0,0,23,0,.,.,0,.,.,.,0,0,23,.
177940,20,241,47,0,0,0,0,0,0,0,0,0,4,20,237,47,0,0,0,0,4
177968,0,1105,816,53,0,0,0,0,0,0,0,12,82,0,1089,814,53,0,0,0,94
177977,601,.,.,.,.,.,8,0,8,107,20,.,.,573,.,.,.,0,8,124,.
177986,0,55,231,13,209,0,0,0,0,0,0,0,0,0,55,231,222,0,0,0,0
177995,1868,.,.,.,.,.,322,0,322,1329,0,.,.,1856,.,.,.,0,282,1325,.
178004,0,.,.,.,.,.,0,0,0,0,39,.,.,0,.,.,.,0,0,39,.
178059,0,868,1553,201,0,0,0,0,0,0,0,0,352,0,863,1553,201,0,0,0,352
178077,0,.,.,.,.,.,8,7,1,29,0,.,.,0,.,.,.,7,1,29,.
178183,40,.,.,.,.,.,31,0,31,35,0,.,.,40,.,.,.,0,31,35,.
178208,9,70,324,87,67,0,84,0,84,3,0,1,8,9,70,316,127,0,79,3,9
178217,487,.,.,.,.,.,23,0,23,66,0,.,.,487,.,.,.,0,23,66,.
178244,18,439,243,19,0,0,2,0,2,1,0,2,6,18,438,242,19,0,2,1,8
178341,141,924,41,0,0,0,92,0,92,197,17,0,0,141,917,41,0,0,92,162,0
178369,5,217,16,0,0,0,0,0,0,0,0,0,0,5,217,16,0,0,0,0,0
178387,24,716,91,0,0,0,0,0,0,7,0,5,0,24,699,90,0,0,0,7,5
178396,0,5114,1423,366,426,0,1235,0,1235,0,0,381,91,0,4742,1415,792,0,1156,0,462
178402,0,1808,1102,135,480,0,13,0,13,11,0,14,74,0,1764,1100,615,0,13,11,88
178411,0,1427,413,118,0,0,18,0,18,0,0,429,0,0,1351,413,118,0,18,0,346
178420,0,1889,719,125,47,0,0,0,0,93,0,130,28,0,1842,718,172,0,0,83,141
178448,807,.,.,.,.,.,0,0,0,73,0,.,.,806,.,.,.,0,0,72,.
178518,0,0,52,0,0,16,0,0,0,0,0,16,0,0,0,51,16,0,0,0,14
178527,0,.,.,.,.,.,13,0,13,10,0,.,.,0,.,.,.,0,13,10,.
178615,0,1098,170,0,0,0,0,0,0,0,0,3,0,0,1062,168,0,0,0,0,3
178624,0,1099,845,0,0,0,7,0,7,1,2,8,51,0,1098,845,0,0,7,3,59
178679,24,117,0,0,0,0,0,0,0,0,0,0,0,24,117,0,0,0,0,0,0
178697,0,309,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0
178721,207,1693,595,0,0,0,99,0,99,0,0,83,0,207,1687,595,0,0,89,0,78
178767,12,20,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0
178828,0,.,.,.,.,.,3,0,3,18,0,.,.,0,.,.,.,0,3,18,.
178891,372,20,0,0,0,0,213,0,213,91,5,0,0,362,20,0,0,0,199,96,0
178989,0,166,34,0,0,0,0,0,0,0,0,0,3,0,166,34,0,0,0,0,3
179043,52,594,370,0,47,0,8,0,8,0,0,32,0,52,582,367,47,0,8,0,32
179052,0,.,.,.,.,.,0,0,0,37,18,.,.,0,.,.,.,0,0,55,.
179159,20,1650,868,226,345,0,3,0,3,46,0,46,35,20,1650,865,571,0,3,46,79
179195,0,.,.,.,.,.,1,0,1,13,0,.,.,0,.,.,.,0,1,13,.
179229,0,.,.,.,.,.,8,0,8,12,0,.,.,0,.,.,.,0,8,12,.
179256,6,18,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0
179265,0,103,0,0,238,0,0,0,0,0,0,0,0,0,103,0,238,0,0,0,0
179308,2102,.,.,.,.,.,201,0,201,193,0,.,.,2055,.,.,.,0,194,192,.
179317,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0
179326,166,355,137,9,77,0,0,0,0,0,0,0,1,166,355,137,86,0,0,0,1
179344,248,.,.,.,.,.,16,0,16,10,0,.,.,233,.,.,.,0,16,10,.
179511,5,.,.,.,.,.,0,0,0,103,0,.,.,5,.,.,.,0,0,103,.
179539,679,.,.,.,.,.,43,0,43,122,0,.,.,620,.,.,.,0,39,120,.
179548,1,113,66,0,0,0,0,0,0,0,0,2,0,1,112,66,0,0,0,0,2
179557,15,1781,444,0,0,0,5,0,5,0,0,21,47,15,1747,444,0,0,5,0,67
179566,0,3493,1279,0,149,0,278,0,278,0,0,490,21,0,3487,1279,149,0,264,0,488
179645,477,.,.,.,.,.,156,0,156,264,0,.,.,460,.,.,.,0,112,264,.
179715,319,.,.,.,.,.,52,0,52,88,0,.,.,316,.,.,.,0,42,86,.
179812,0,0,113,0,235,0,0,0,0,0,0,0,0,0,0,113,235,0,0,0,0
179867,14,1891,2220,263,479,0,22,0,22,21,0,91,89,14,1891,2220,742,0,22,21,180
179894,0,722,2518,2,41,2,48,0,48,0,0,263,8,0,717,2388,45,0,46,0,264
179946,0,139,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0
179955,0,191,4,0,0,0,0,0,0,0,0,0,0,0,191,4,0,0,0,0,0
179964,5,207,390,68,0,0,0,0,0,0,0,0,0,5,190,386,68,0,0,0,0
179991,0,.,.,.,.,.,0,0,0,22,0,.,.,0,.,.,.,0,0,22,.
180054,68,.,.,.,.,.,0,0,0,8,0,.,.,68,.,.,.,0,0,8,.
180063,0,.,.,.,.,.,0,0,0,14,0,.,.,0,.,.,.,0,0,14,.
180081,52,.,.,.,.,.,10,0,10,61,0,.,.,51,.,.,.,0,10,61,.
180090,0,.,.,.,.,.,28,0,28,28,0,.,.,0,.,.,.,0,28,28,.
180106,0,254,9,0,0,0,0,0,0,0,0,0,0,0,254,9,0,0,0,0,0
180151,66,.,.,.,.,.,0,0,0,8,0,.,.,65,.,.,.,0,0,8,.
180160,8,.,.,.,.,.,0,0,0,0,0,.,.,8,.,.,.,0,0,0,.
180179,221,409,104,0,0,0,0,0,0,44,0,0,0,220,408,104,0,0,0,44,0
180197,267,.,.,.,.,.,14,0,14,31,0,.,.,261,.,.,.,0,13,31,.
180203,25,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,1,0
180212,44,.,.,.,.,.,0,0,0,19,0,.,.,44,.,.,.,0,0,19,.
180249,223,.,.,.,.,.,17,0,17,75,0,.,.,214,.,.,.,0,17,71,.
180258,2,220,51,0,0,0,80,80,0,0,0,0,0,2,220,51,0,80,0,0,0
180276,171,.,.,.,.,.,0,0,0,39,0,.,.,168,.,.,.,0,0,35,.
180328,41,.,.,.,.,.,0,0,0,1,0,.,.,30,.,.,.,0,0,1,.
180373,99,.,.,.,.,.,0,0,0,27,0,.,.,99,.,.,.,0,0,25,.
180416,0,283,80,2,0,0,6,0,6,0,0,3,0,0,272,80,2,0,6,0,3
180461,117,2638,408,64,26,0,0,0,0,0,64,93,0,115,2572,407,90,0,0,64,93
180489,256,1318,465,49,526,0,19,0,19,63,175,178,17,253,1263,461,575,0,19,218,193
180522,116,122,15,0,0,0,0,0,0,20,0,0,0,100,122,15,0,0,0,14,0
180595,1,149,55,0,0,0,0,0,0,0,0,0,0,1,148,55,0,0,0,0,0
180647,79,52,0,0,0,0,14,0,14,44,0,0,0,79,52,0,0,0,14,44,0
180692,128,197,0,0,0,0,26,0,26,0,0,0,0,126,189,0,0,0,26,0,0
180717,6,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0
180814,11,2348,1164,10,0,0,0,0,0,0,0,0,0,11,2334,1164,10,0,0,0,0
180832,41,133,111,0,3,0,34,14,20,0,0,0,8,41,133,111,3,14,20,0,8
180878,0,119,13,23,0,0,1,0,1,0,0,4,0,0,119,13,23,0,1,0,4
180902,695,.,.,.,.,.,1455,0,1455,597,0,.,.,675,.,.,.,0,1030,568,.
180948,0,333,151,0,0,0,0,0,0,0,0,0,0,0,332,151,0,0,0,0,0
180957,0,.,.,.,.,.,8,0,8,0,36,.,.,0,.,.,.,0,8,36,.
180984,0,249,964,0,0,0,0,0,0,0,0,28,0,0,244,962,0,0,0,0,28
181002,1,1173,404,87,771,0,0,0,0,3,0,159,7,1,1173,404,858,0,0,3,166
181020,0,284,325,17,0,0,0,0,0,0,0,0,27,0,284,325,17,0,0,0,27
181127,0,217,14,0,0,0,0,0,0,0,0,0,0,0,217,14,0,0,0,0,0
181145,4,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
181190,0,.,.,.,.,.,0,0,0,0,54,.,.,0,.,.,.,0,0,54,.
181215,0,875,511,0,0,0,5,0,5,0,0,0,11,0,871,511,0,0,4,0,11
181297,59,158,92,0,0,59,0,0,0,10,0,0,1,59,158,91,58,0,0,10,1
181303,1427,.,.,.,.,.,224,0,224,225,0,.,.,1420,.,.,.,0,164,216,.
181312,301,.,.,.,.,.,26,0,26,93,0,.,.,279,.,.,.,0,14,82,.
181330,0,232,70,0,0,0,0,0,0,0,0,83,0,0,232,70,0,0,0,0,83
181394,0,2492,833,41,0,0,0,0,0,0,82,79,9,0,2438,822,41,0,0,79,87
181419,10,.,.,.,.,.,1,0,1,0,0,.,.,10,.,.,.,0,1,0,.
181428,0,484,251,66,286,39,0,0,0,0,0,45,31,0,484,247,387,0,0,0,72
181446,0,388,76,0,0,0,1,0,1,0,0,0,0,0,383,76,0,0,1,0,0
181464,0,4418,918,282,121,0,0,0,0,0,0,122,8,0,4311,913,403,0,0,0,128
181491,755,.,.,.,.,.,107,0,107,110,0,.,.,740,.,.,.,0,83,110,.
181534,0,243,110,0,0,0,0,0,0,0,0,0,0,0,243,110,0,0,0,0,0
181543,1,5,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,1,0
181604,2,178,101,9,0,0,2,0,2,19,0,4,0,2,178,101,9,0,2,19,4
181640,1052,.,.,.,.,.,97,0,97,181,0,.,.,1051,.,.,.,0,97,181,.
181738,67,137,29,0,0,0,0,0,0,0,0,0,0,67,132,29,0,0,0,0,0
