UNITID,ASCDEG,BASDEG,MASDEG,DOCDEGRS,DOCDEGPP,DOCDEGOT,CERT1,CERT1A,CERT1B,CERT2,CERT4,PBACERT,PMACERT,SASCDEG,SBASDEG,SMASDEG,SDOCDEG,SCERT1A,SCERT1B,SCERT24,SBAMACRT
105206,414,.,.,.,.,.,289,0,289,216,0,.,.,396,.,.,.,0,218,208,.
105215,0,.,.,.,.,.,0,0,0,453,36,.,.,0,.,.,.,0,0,489,.
105297,89,39,0,0,0,0,11,0,11,0,0,0,0,85,39,0,0,0,11,0,0
105330,0,6198,1328,77,143,0,525,0,525,33,0,138,7,0,6070,1324,220,0,497,33,144
105349,160,.,.,.,.,.,268,0,268,136,0,.,.,150,.,.,.,0,201,115,.
105367,0,136,168,0,17,0,0,0,0,0,0,0,0,0,136,168,17,0,0,0,0
105428,951,.,.,.,.,.,348,43,305,644,0,.,.,898,.,.,.,42,211,627,.
105525,1617,.,.,.,.,.,800,15,785,1291,0,.,.,1603,.,.,.,15,722,1286,.
105534,436,279,0,0,0,0,172,0,172,340,0,0,0,436,279,0,0,0,172,340,0
105543,96,.,.,.,.,.,102,0,102,295,0,.,.,96,.,.,.,0,102,295,.
105589,0,126,176,5,0,0,0,0,0,0,0,9,11,0,125,176,5,0,0,0,20
105659,42,.,.,.,.,.,361,0,361,292,0,.,.,42,.,.,.,0,353,285,.
105668,795,.,.,.,.,.,2411,206,2205,955,0,.,.,695,.,.,.,206,2182,939,.
105677,0,.,.,.,.,.,38,0,38,0,0,.,.,0,.,.,.,0,38,0,.
105747,811,.,.,.,.,.,170,44,126,369,0,.,.,769,.,.,.,44,105,351,.
105792,399,.,.,.,.,.,147,10,137,333,0,.,.,322,.,.,.,9,93,309,.
105899,2,126,0,0,0,0,1,0,1,3,0,0,0,2,126,0,0,0,1,3,0
106041,630,.,.,.,.,.,0,0,0,235,0,.,.,622,.,.,.,0,0,235,.
106111,0,.,.,.,.,.,5,0,5,15,0,.,.,0,.,.,.,0,5,15,.
106148,699,.,.,.,.,.,702,177,525,549,0,.,.,693,.,.,.,176,466,536,.
106245,320,1365,416,50,131,0,27,0,27,2,0,76,4,318,1305,415,181,0,26,2,80
106263,0,312,225,31,348,0,0,0,0,0,0,34,0,0,312,225,379,0,0,0,34
106306,12,14,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0
106315,0,.,.,.,.,.,62,0,62,11,0,.,.,0,.,.,.,0,62,11,.
106324,0,.,.,.,.,.,3,0,3,8,0,.,.,0,.,.,.,0,3,8,.
106342,0,144,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0
106351,0,.,.,.,.,.,1,0,1,14,0,.,.,0,.,.,.,0,1,14,.
106360,0,.,.,.,.,.,0,0,0,14,0,.,.,0,.,.,.,0,0,14,.
106397,0,5291,1231,208,130,0,8,0,8,0,0,348,9,0,5192,1230,338,0,8,0,324
106412,4,364,34,0,0,0,0,0,0,0,0,0,0,4,364,34,0,0,0,0,0
106449,712,.,.,.,.,.,222,23,199,409,0,.,.,511,.,.,.,23,174,384,.
106458,629,1785,1850,19,69,0,117,0,117,0,0,95,615,626,1759,1850,88,0,107,0,710
106467,1008,1276,261,10,0,0,744,66,678,353,2,14,7,973,1195,261,10,66,620,337,21
106485,284,353,155,0,0,0,210,75,135,133,30,0,0,264,340,155,0,75,135,163,0
106494,0,.,.,.,.,.,1,0,1,13,0,.,.,0,.,.,.,0,1,13,.
106546,179,.,.,.,.,.,0,0,0,118,38,.,.,179,.,.,.,0,0,156,.
106625,389,.,.,.,.,.,359,86,273,247,0,.,.,273,.,.,.,86,271,219,.
106704,40,1841,536,15,107,0,12,0,12,0,0,41,27,40,1831,536,122,0,12,0,68
106713,16,128,0,0,0,0,0,0,0,0,0,0,0,16,125,0,0,0,0,0,0
106795,177,.,.,.,.,.,335,72,263,212,0,.,.,157,.,.,.,72,81,203,.
106810,9,31,0,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,0,0,0
106883,135,.,.,.,.,.,125,17,108,180,0,.,.,127,.,.,.,17,103,167,.
106892,0,.,.,.,.,.,161,0,161,0,0,.,.,0,.,.,.,0,161,0,.
106908,0,.,.,.,.,.,0,0,0,163,0,.,.,0,.,.,.,0,0,163,.
106980,265,.,.,.,.,.,238,35,203,278,0,.,.,257,.,.,.,35,85,261,.
106999,216,.,.,.,.,.,254,91,163,157,0,.,.,206,.,.,.,91,104,153,.
107044,0,864,298,8,84,0,0,0,0,0,0,0,0,0,864,298,92,0,0,0,0
107071,19,502,177,0,0,0,25,1,24,0,0,62,11,19,502,177,0,1,24,0,73
107080,0,234,11,0,0,0,0,0,0,0,0,0,0,0,234,11,0,0,0,0,0
107099,0,.,.,.,.,.,8,0,8,21,0,.,.,0,.,.,.,0,8,21,.
107123,25,.,.,.,.,.,0,0,0,0,0,.,.,25,.,.,.,0,0,0,.
107141,0,383,166,0,0,0,0,0,0,0,0,0,0,0,372,166,0,0,0,0,0
107220,0,.,.,.,.,.,83,0,83,53,0,.,.,0,.,.,.,0,83,53,.
107293,0,.,.,.,.,.,30,0,30,10,0,.,.,0,.,.,.,0,30,10,.
107318,141,.,.,.,.,.,252,79,173,145,0,.,.,136,.,.,.,79,156,129,.
107327,172,.,.,.,.,.,141,58,83,130,0,.,.,169,.,.,.,58,78,130,.
107442,0,.,.,.,.,.,0,0,0,10,0,.,.,0,.,.,.,0,0,10,.
107460,277,.,.,.,.,.,134,3,131,146,0,.,.,247,.,.,.,3,103,144,.
107488,0,.,.,.,.,.,0,0,0,134,0,.,.,0,.,.,.,0,0,124,.
107512,1,356,0,0,0,0,0,0,0,0,0,7,0,1,356,0,0,0,0,0,7
107521,93,.,.,.,.,.,298,3,295,144,0,.,.,89,.,.,.,3,278,137,.
107549,207,.,.,.,.,.,187,112,75,199,0,.,.,207,.,.,.,112,75,199,.
107558,0,155,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0
107585,371,.,.,.,.,.,313,167,146,379,0,.,.,302,.,.,.,165,137,378,.
107600,0,146,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0
107619,107,.,.,.,.,.,241,0,241,105,0,.,.,104,.,.,.,0,158,105,.
107637,155,.,.,.,.,.,297,103,194,123,0,.,.,146,.,.,.,103,160,113,.
107655,0,.,.,.,.,.,0,0,0,16,0,.,.,0,.,.,.,0,0,16,.
107664,759,.,.,.,.,.,518,129,389,523,0,.,.,746,.,.,.,126,303,492,.
107725,174,.,.,.,.,.,177,80,97,193,0,.,.,171,.,.,.,80,76,192,.
107743,127,.,.,.,.,.,74,19,55,155,0,.,.,127,.,.,.,19,54,155,.
107789,0,.,.,.,.,.,0,0,0,63,0,.,.,0,.,.,.,0,0,63,.
107831,0,.,.,.,.,.,2,0,2,15,0,.,.,0,.,.,.,0,2,15,.
107840,32,.,.,.,.,.,0,0,0,0,0,.,.,32,.,.,.,0,0,0,.
107877,1,88,8,0,0,0,0,0,0,0,0,0,0,1,85,8,0,0,0,0,0
107974,176,.,.,.,.,.,304,210,94,292,0,.,.,175,.,.,.,148,82,270,.
107983,349,554,356,0,0,0,0,0,0,0,0,16,0,349,552,356,0,0,0,0,16
107992,148,.,.,.,.,.,352,20,332,150,0,.,.,142,.,.,.,19,322,140,.
108065,0,.,.,.,.,.,1,0,1,2,0,.,.,0,.,.,.,0,1,2,.
108092,234,740,16,0,0,0,324,2,322,80,0,0,0,234,738,16,0,2,243,78,0
108232,113,766,849,0,0,0,1,0,1,0,0,0,0,113,766,849,0,0,1,0,0
108269,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0
108667,398,.,.,.,.,.,4,0,4,281,0,.,.,256,.,.,.,0,4,256,.
108807,2597,.,.,.,.,.,574,104,470,1406,0,.,.,1355,.,.,.,93,428,1011,.
108852,150,.,.,.,.,.,0,0,0,9,0,.,.,150,.,.,.,0,0,9,.
108861,0,0,18,0,0,6,0,0,0,0,0,0,3,0,0,16,4,0,0,0,3
108870,0,0,73,0,0,0,0,0,0,0,0,9,0,0,0,73,0,0,0,0,9
108977,0,.,.,.,.,.,6,0,6,46,0,.,.,0,.,.,.,0,6,46,.
109040,150,.,.,.,.,.,84,0,84,713,0,.,.,150,.,.,.,0,84,713,.
109086,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
109208,2644,.,.,.,.,.,388,0,388,859,0,.,.,2049,.,.,.,0,336,803,.
109350,1883,15,0,0,0,0,409,0,409,879,0,0,0,1367,15,0,0,0,311,829,0
109651,0,496,90,0,0,0,0,0,0,0,0,0,0,0,496,90,0,0,0,0,0
109721,0,.,.,.,.,.,0,0,0,134,0,.,.,0,.,.,.,0,0,134,.
109730,0,.,.,.,.,.,41,0,41,0,0,.,.,0,.,.,.,0,36,0,.
109785,0,1501,974,82,55,0,0,0,0,0,0,2,34,0,1432,953,130,0,0,0,36
109819,4389,17,0,0,0,0,521,0,521,1685,0,0,0,2241,17,0,0,0,382,1654,0
109907,571,.,.,.,.,.,58,0,58,33,0,.,.,505,.,.,.,0,47,31,.
109934,0,.,.,.,.,.,117,0,117,82,23,.,.,0,.,.,.,0,117,105,.
110060,0,39,40,0,1,0,5,0,5,0,0,0,0,0,39,40,1,0,5,0,0
110097,0,813,427,35,0,31,0,0,0,0,0,68,0,0,808,419,66,0,0,0,57
110194,0,.,.,.,.,.,0,0,0,142,0,.,.,0,.,.,.,0,0,142,.
110219,325,54,0,0,0,0,0,0,0,313,0,0,0,325,54,0,0,0,0,313,0
110246,1279,.,.,.,.,.,824,73,751,328,38,.,.,1036,.,.,.,71,626,364,.
110316,0,73,277,53,14,51,0,0,0,0,0,0,0,0,73,277,118,0,0,0,0
110334,1726,.,.,.,.,.,431,0,431,154,0,.,.,980,.,.,.,0,320,114,.
110361,11,1970,1310,14,0,0,0,0,0,0,0,0,0,11,1961,1310,14,0,0,0,0
110370,0,279,171,0,0,0,0,0,0,0,0,0,0,0,279,171,0,0,0,0,0
110398,0,0,22,0,284,0,0,0,0,0,0,0,0,0,0,22,284,0,0,0,0
110404,0,227,116,184,0,0,0,0,0,0,0,0,0,0,227,116,184,0,0,0,0
110413,0,827,440,0,26,0,0,0,0,0,0,3,8,0,827,440,26,0,0,0,11
110422,0,5376,520,0,0,0,0,0,0,0,0,6,0,0,5376,520,0,0,0,0,6
110468,0,19,588,249,18,0,150,0,150,44,0,0,6,0,19,588,267,0,150,44,6
110486,0,2497,481,0,0,0,0,0,0,0,0,0,0,0,2497,481,0,0,0,0,0
110495,0,2481,347,0,0,3,0,0,0,0,0,0,0,0,2481,347,3,0,0,0,0
110510,0,3978,692,0,0,8,0,0,0,0,0,9,0,0,3978,691,8,0,0,0,8
110529,0,6506,444,0,0,15,0,0,0,0,0,13,0,0,6506,444,15,0,0,0,13
110538,0,4124,312,0,0,0,0,0,0,0,0,0,0,0,4124,312,0,0,0,0,0
110547,0,3745,760,0,0,0,0,0,0,0,0,28,4,0,3745,760,0,0,0,0,32
110556,0,5024,848,0,43,32,0,0,0,0,0,21,0,0,5024,848,75,0,0,0,21
110565,0,9750,1575,0,26,41,0,0,0,0,0,0,0,0,9750,1575,67,0,0,0,0
110574,0,4150,1190,0,0,8,0,0,0,0,0,0,0,0,4150,1189,8,0,0,0,0
110583,0,8915,1629,0,33,16,0,0,0,0,0,203,0,0,8915,1629,49,0,0,0,192
110592,0,5708,1178,0,0,20,0,0,0,0,0,95,25,0,5708,1175,20,0,0,0,116
110608,0,9370,1634,0,29,18,0,0,0,0,0,190,0,0,9370,1634,47,0,0,0,190
110617,0,7485,1023,0,31,25,0,0,0,0,0,10,0,0,7485,1023,56,0,0,0,10
110635,0,9326,2905,794,391,0,0,0,0,0,0,51,19,0,9024,2851,1185,0,0,0,70
110644,0,8982,1225,472,441,0,0,0,0,0,0,12,0,0,8748,1217,913,0,0,0,12
110653,0,9500,1609,396,314,0,0,0,0,0,0,144,0,0,8883,1607,709,0,0,0,144
110662,0,9653,3173,698,654,0,0,0,0,0,0,0,1,0,9553,3161,1352,0,0,0,1
110671,0,6017,837,268,57,0,0,0,0,0,0,0,0,0,5987,837,325,0,0,0,0
110680,0,8565,2170,508,210,0,0,0,0,0,0,0,0,0,8565,2169,717,0,0,0,0
110699,0,0,284,135,581,0,0,0,0,0,0,24,37,0,0,284,716,0,0,0,61
110705,0,6499,511,287,0,0,0,0,0,0,0,75,0,0,6377,511,287,0,0,0,75
110714,0,4988,435,166,0,0,0,0,0,0,0,0,0,0,4856,435,166,0,0,0,0
110778,0,2,664,6,1,0,0,0,0,0,0,0,0,0,2,664,7,0,0,0,0
110875,0,.,.,.,.,.,37,0,37,8,0,.,.,0,.,.,.,0,37,8,.
110918,3,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0
111045,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
111054,0,.,.,.,.,.,24,0,24,40,0,.,.,0,.,.,.,0,24,40,.
111081,0,182,161,2,0,0,0,0,0,0,0,0,0,0,182,161,2,0,0,0,0
111188,0,138,18,0,0,0,0,0,0,0,0,0,0,0,138,18,0,0,0,0,0
111391,0,0,103,0,207,0,0,0,0,0,0,0,0,0,0,103,207,0,0,0,0
111434,607,.,.,.,.,.,101,0,101,129,7,.,.,384,.,.,.,0,90,119,.
111461,3200,.,.,.,.,.,510,1,509,1537,0,.,.,2093,.,.,.,1,481,1434,.
111513,0,.,.,.,.,.,129,0,129,35,0,.,.,0,.,.,.,0,129,35,.
111638,80,10,0,0,0,0,0,0,0,0,0,0,0,80,10,0,0,0,0,0,0
111708,0,.,.,.,.,.,0,0,0,179,0,.,.,0,.,.,.,0,0,179,.
111717,0,.,.,.,.,.,40,0,40,93,0,.,.,0,.,.,.,0,40,93,.
111726,0,.,.,.,.,.,49,0,49,85,0,.,.,0,.,.,.,0,49,85,.
111744,0,.,.,.,.,.,20,0,20,70,0,.,.,0,.,.,.,0,20,70,.
111762,0,.,.,.,.,.,19,0,19,72,0,.,.,0,.,.,.,0,19,72,.
111799,0,.,.,.,.,.,8,0,8,122,0,.,.,0,.,.,.,0,8,122,.
111887,2342,.,.,.,.,.,2097,0,2097,139,2,.,.,1854,.,.,.,0,1674,140,.
111896,662,.,.,.,.,.,90,0,90,154,0,.,.,343,.,.,.,0,88,125,.
111920,1412,.,.,.,.,.,364,0,364,509,0,.,.,1103,.,.,.,0,286,500,.
111939,3883,.,.,.,.,.,573,0,573,1021,10,.,.,2423,.,.,.,0,382,965,.
111948,0,1823,579,36,325,0,30,0,30,0,0,0,0,0,1735,546,361,0,30,0,0
111966,27,26,288,0,0,0,0,0,0,0,0,21,31,27,26,288,0,0,0,0,52
112075,0,472,1092,22,0,0,0,0,0,0,0,41,0,0,471,1081,22,0,0,0,41
112084,3,101,46,0,0,0,0,0,0,16,0,0,0,3,101,46,0,0,0,16,0
112127,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,3
112172,2430,.,.,.,.,.,332,0,332,1959,1,.,.,1607,.,.,.,0,326,1476,.
112181,0,.,.,.,.,.,37,0,37,28,0,.,.,0,.,.,.,0,37,28,.
112190,1768,.,.,.,.,.,2013,0,2013,661,0,.,.,1291,.,.,.,0,1704,571,.
112251,0,0,427,123,3,0,0,0,0,0,0,111,0,0,0,412,126,0,0,0,64
112260,0,308,10,0,0,0,0,0,0,0,0,0,0,0,308,10,0,0,0,0,0
112288,0,.,.,.,.,.,151,0,151,37,0,.,.,0,.,.,.,0,151,37,.
112367,0,.,.,.,.,.,100,53,47,59,0,.,.,0,.,.,.,53,47,59,.
112385,1704,.,.,.,.,.,519,0,519,71,0,.,.,1122,.,.,.,0,405,70,.
112394,0,105,6,0,0,0,0,0,0,0,0,0,0,0,105,6,0,0,0,0,0
112455,0,.,.,.,.,.,34,0,34,10,0,.,.,0,.,.,.,0,34,10,.
112525,0,0,236,0,806,0,0,0,0,0,0,0,28,0,0,236,806,0,0,0,28
112561,383,.,.,.,.,.,87,10,77,55,0,.,.,293,.,.,.,9,58,51,.
112570,75,151,0,0,0,0,0,0,0,0,0,0,0,75,151,0,0,0,0,0,0
112686,638,.,.,.,.,.,15,0,15,0,0,.,.,449,.,.,.,0,15,0,.
112826,877,.,.,.,.,.,401,0,401,384,0,.,.,564,.,.,.,0,307,255,.
113096,1287,.,.,.,.,.,210,0,210,59,0,.,.,1029,.,.,.,0,177,52,.
113111,837,.,.,.,.,.,239,0,239,465,0,.,.,608,.,.,.,0,236,449,.
113193,1403,.,.,.,.,.,1832,219,1613,2198,58,.,.,1155,.,.,.,213,1185,1655,.
113218,917,.,.,.,.,.,54,0,54,130,0,.,.,573,.,.,.,0,48,120,.
113236,1722,8,0,0,0,0,403,0,403,1283,8,0,0,1337,8,0,0,0,216,1256,0
113333,2378,.,.,.,.,.,626,0,626,301,0,.,.,2040,.,.,.,0,515,285,.
113449,0,.,.,.,.,.,26,0,26,91,0,.,.,0,.,.,.,0,26,91,.
113537,0,.,5,.,.,.,0,0,0,0,0,.,.,0,.,5,.,0,0,0,.
113573,1417,.,.,.,.,.,187,0,187,108,0,.,.,1324,.,.,.,0,156,92,.
113582,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
113634,2208,.,.,.,.,.,713,0,713,605,0,.,.,1795,.,.,.,0,563,587,.
113698,0,329,166,0,0,0,0,0,0,0,0,0,0,0,329,166,0,0,0,0,0
113704,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,2
113856,4018,.,.,.,.,.,1121,278,843,2114,13,.,.,2601,.,.,.,264,720,2056,.
113980,3273,.,.,.,.,.,0,0,0,451,0,.,.,2419,.,.,.,0,0,423,.
114114,0,0,49,0,20,0,0,0,0,0,0,0,0,0,0,49,20,0,0,0,0
114123,62,0,11,0,16,0,29,15,14,45,0,0,0,62,0,11,16,15,14,45,0
114266,1046,.,.,.,.,.,92,0,92,214,0,.,.,859,.,.,.,0,92,207,.
114354,601,269,26,0,0,0,0,0,0,0,0,0,0,586,269,26,0,0,0,0,0
114390,46,20,0,0,0,0,0,0,0,0,0,0,0,45,20,0,0,0,0,0,0
114433,174,10,0,0,0,0,5,0,5,77,0,0,0,151,10,0,0,0,4,75,0
114460,0,.,.,.,.,.,142,0,142,90,0,.,.,0,.,.,.,0,142,90,.
114549,0,0,132,123,0,0,0,0,0,0,0,86,15,0,0,132,123,0,0,0,101
114585,0,0,42,0,113,0,0,0,0,0,0,0,0,0,0,42,113,0,0,0,0
114637,0,.,.,.,.,.,32,0,32,3,0,.,.,0,.,.,.,0,32,3,.
114716,1228,72,0,0,0,0,336,0,336,718,0,0,0,1022,72,0,0,0,275,716,0
114734,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
114761,0,.,.,.,.,.,20,0,20,23,0,.,.,0,.,.,.,0,20,23,.
114789,2416,.,.,.,.,.,755,0,755,217,1,.,.,2262,.,.,.,0,680,212,.
114813,0,1175,271,0,0,0,0,0,0,0,0,0,0,0,1175,271,0,0,0,0,0
114840,0,0,419,35,99,0,0,0,0,0,0,22,5,0,0,419,134,0,0,0,27
114859,3422,.,.,.,.,.,82,0,82,2045,1,.,.,2151,.,.,.,0,82,2011,.
114938,594,.,.,.,.,.,561,0,561,74,0,.,.,559,.,.,.,0,520,60,.
114947,0,.,.,.,.,.,107,27,80,0,0,.,.,0,.,.,.,27,80,0,.
115001,1267,.,.,.,.,.,250,0,250,217,0,.,.,1083,.,.,.,0,216,216,.
115010,63,16,0,0,0,0,58,0,58,57,48,0,0,63,16,0,0,0,58,105,0
115083,2,140,493,10,169,0,4,0,4,0,0,70,1,2,140,487,179,0,3,0,58
